ID,PT_LIST,SeqId,Target,TargetFullName,UniProt,ENTREZ_GENE_ID_LIST,EntrezGeneSymbol,SPOT_ID
SL000633,9.831782257,,,,,,,
SL004343,9.829564188,,,,,,,
SL000437,15.40015898,,,,,,,
SL003308,8.640244936,,,,,,,
SL005204,10.22291563,,,,,,,
SL004689,13.22297598,,,,,,,
SL004327,10.35689208,,,,,,,
SL000325,16.32396425,,,,,,,
SL000343,11.74441341,,,,,,,
SL004339,8.888438851,,,,,,,
SL003744,13.00588766,,,,,,,
SL005234,10.08321337,,,,,,,
SL000468,11.37210326,,,,,,,
SL000478,12.66024108,,,,,,,
SL001718,10.12256919,,,,,,,
SL002508,13.21266357,,,,,,,
SL003309,15.6822814,,,,,,,
SL003324,12.74083483,,,,,,,
SL002640,12.70130646,,,,,,,
SL005152,11.769218,,,,,,,
SL005227,9.395962489,,,,,,,
SL005228,8.833838844,,,,,,,
SL005233,9.600284623,,,,,,,
SL004771,11.43525354,,,,,,,
SL004750,9.963907561,,,,,,,
SL006918,13.85999089,,,,,,,
SL003733,11.96314896,,,,,,,
SL004486,10.35810171,,,,,,,
SL002524,8.945736443,,,,,,,
SL003305,10.4604559,,,,,,,
SL001800,13.29619927,,,,,,,
SL005215,11.90361828,,,,,,,
SL004626,8.832890014,,,,,,,
SL010368,11.83932191,,,,,,,
SL007261,13.74103504,,,,,,,
SL004469,15.74414532,,,,,,,
SL008956,10.6617781,,,,,,,
SL008611,15.53003745,,,,,,,
SL008421,8.970105891,,,,,,,
SL006610,12.16663386,,,,,,,
SL010369,10.86031105,,,,,,,
SL007280,9.835892502,,,,,,,
SL009213,13.3812996,,,,,,,
SL000344,10.67895219,,,,,,,
SL004673,9.960725995,,,,,,,
SL010371,11.97963955,,,,,,,
SL000358,10.58298872,,,,,,,
SL002525,11.56952337,,,,,,,
SL007284,8.43837603,,,,,,,
SL010372,8.341185214,,,,,,,
SL000658,10.0717305,,,,,,,
SL012783,9.372429792,,,,,,,
SL002695,10.64628869,,,,,,,
SL008759,13.72586681,,,,,,,
SL000678,12.04213815,,,,,,,
SL008023,10.8094466,,,,,,,
SL007122,11.10309106,,,,,,,
SL008639,13.19435673,,,,,,,
SL003916,12.59600335,,,,,,,
SL003918,12.5177924,,,,,,,
SL003863,7.315602457,,,,,,,
SL010393,11.24721548,,,,,,,
SL007100,11.24887634,,,,,,,
SL008904,8.277519887,,,,,,,
SL006992,9.835734632,,,,,,,
SL005437,7.882643049,,,,,,,
SL010374,10.14312807,,,,,,,
SL010375,13.81605365,,,,,,,
SL000640,12.13644648,,,,,,,
SL006397,9.66853047,,,,,,,
SL005797,12.64123893,,,,,,,
SL004457,11.06904691,,,,,,,
SL000158,11.59283074,,,,,,,
SL010378,12.27949451,,,,,,,
SL003770,10.04507705,,,,,,,
SL010379,10.91154179,,,,,,,
SL004118,12.89453359,,,,,,,
SL010390,10.64295422,,,,,,,
SL010391,11.44904544,,,,,,,
SL004661,9.549592167,,,,,,,
SL006803,8.851749041,,,,,,,
SL006544,14.3833938,,,,,,,
SL007804,12.01402047,,,,,,,
SL000310,12.39016896,,,,,,,
SL010449,9.922138369,,,,,,,
SL008773,12.45483905,,,,,,,
SL002706,11.92774093,,,,,,,
SL010450,9.741635516,,,,,,,
SL006108,12.51392494,,,,,,,
SL010451,11.55880334,,,,,,,
SL008623,9.654993973,,,,,,,
SL010454,12.15942989,,,,,,,
SL010455,9.62058641,,,,,,,
SL007049,11.09816371,,,,,,,
SL004438,11.26144854,,,,,,,
SL010457,9.47208155,,,,,,,
SL017613,11.43207206,,,,,,,
SL008609,10.25880156,,,,,,,
SL010461,8.595443985,,,,,,,
SL006542,10.70856662,,,,,,,
SL004858,10.19954966,,,,,,,
SL010463,8.76851518,,,,,,,
SL004466,13.02261055,,,,,,,
SL004860,12.68492391,,,,,,,
SL005087,14.99047629,,,,,,,
SL007385,8.633358551,,,,,,,
SL010464,13.44544169,,,,,,,
SL004610,11.27629891,,,,,,,
SL007674,12.81249823,,,,,,,
SL010465,13.50059295,,,,,,,
SL004805,11.11718854,,,,,,,
SL007673,10.46974356,,,,,,,
SL004515,10.30651745,,,,,,,
SL010468,10.51924309,,,,,,,
SL010469,13.45445353,,,,,,,
SL001998,14.79082192,,,,,,,
SL007206,14.5696183,,,,,,,
SL007207,8.566434646,,,,,,,
SL006892,8.400879436,,,,,,,
SL005574,11.10930832,,,,,,,
SL000272,16.25779111,,,,,,,
SL010520,11.50571233,,,,,,,
SL002792,13.91882598,,,,,,,
SL003994,11.30201053,,,,,,,
SL010491,9.803969637,,,,,,,
SL010492,10.57317378,,,,,,,
SL010288,14.09852562,,,,,,,
SL004868,8.906590003,,,,,,,
SL010495,9.710806434,,,,,,,
SL010496,10.70303839,,,,,,,
SL010522,11.03672311,,,,,,,
SL003726,9.934870291,,,,,,,
SL010610,7.822730148,,,,,,,
SL009400,11.27775234,,,,,,,
SL004781,13.83078257,,,,,,,
SL006910,12.14481754,,,,,,,
SL010612,13.10769114,,,,,,,
SL006550,14.55923367,,,,,,,
SL006777,13.5134562,,,,,,,
SL004654,8.321928095,,,,,,,
SL010499,8.40599236,,,,,,,
SL010613,9.229780167,,,,,,,
SL000064,9.664091678,,,,,,,
SL007228,11.2264724,,,,,,,
SL010500,14.92589746,,,,,,,
SL010508,10.87881728,,,,,,,
SL010510,10.00702727,,,,,,,
SL000550,15.29757548,,,,,,,
SL010512,10.1309566,,,,,,,
SL007250,10.89345323,,,,,,,
SL017614,13.03503962,,,,,,,
SL005258,8.38024459,,,,,,,
SL000565,9.893756568,,,,,,,
SL010616,14.11169809,,,,,,,
SL007560,10.86581058,,,,,,,
SL007747,9.570614722,,,,,,,
SL005261,8.924812504,,,,,,,
SL010617,10.85906882,,,,,,,
SL010619,8.507398241,,,,,,,
SL010529,14.60080728,,,,,,,
SL000104,11.18988632,,,,,,,
SL003703,10.90403243,,,,,,,
SL006374,9.463320011,,,,,,,
SL004660,11.07132828,,,,,,,
SL010521,14.2610812,,,,,,,
SL010490,12.06820727,,,,,,,
SL010493,12.42327352,,,,,,,
SL004869,13.5966906,,,,,,,
SL004635,11.4471349,,,,,,,
SL010494,10.21407622,,,,,,,
SL005250,10.10852446,,,,,,,
SL007324,10.10118782,,,,,,,
SL004137,13.35762073,,,,,,,
SL010498,7.514911265,,,,,,,
SL010349,11.69818374,,,,,,,
SL010348,17.02496107,,,,,,,
SL004636,13.02345982,,,,,,,
SL009324,12.85879694,,,,,,,
SL004298,11.86774206,,,,,,,
SL017188,14.52128144,,,,,,,
SL010523,14.4083032,,,,,,,
SL004151,10.13801575,,,,,,,
SL004152,13.90480394,,,,,,,
SL000039,10.11283043,,,,,,,
SL004125,13.29720288,,,,,,,
SL004876,15.22188916,,,,,,,
SL001797,11.88813439,,,,,,,
SL006916,9.244839501,,,,,,,
SL006917,12.97473722,,,,,,,
SL005084,11.68013972,,,,,,,
SL004155,12.71962412,,,,,,,
SL009089,11.12353946,,,,,,,
SL010513,12.8667187,,,,,,,
SL010515,10.12812324,,,,,,,
SL001945,15.41921955,,,,,,,
SL010517,11.35016571,,,,,,,
SL000582,10.80542145,,,,,,,
SL005224,8.190812368,,,,,,,
SL002705,10.4323331,,,,,,,
SL005225,11.53760669,,,,,,,
SL006480,9.645478309,,,,,,,
SL008122,12.89383239,,,,,,,
SL011073,13.84811431,,,,,,,
SL000271,13.52860062,,,,,,,
SL000283,10.26197736,,,,,,,
SL000299,7.818262608,,,,,,,
SL003167,14.2725496,,,,,,,
SL000342,13.8841896,,,,,,,
SL004331,8.767522386,,,,,,,
SL000408,9.103550093,,,,,,,
SL004335,9.394677046,,,,,,,
SL003172,11.4990486,,,,,,,
SL002075,6.856736756,,,,,,,
SL001713,10.12295738,,,,,,,
SL004350,7.794415866,,,,,,,
SL003179,10.51046749,,,,,,,
SL004536,10.65033375,,,,,,,
SL000507,7.798957748,,,,,,,
SL000508,11.44268437,,,,,,,
SL003187,10.63417576,,,,,,,
SL003190,12.31557415,,,,,,,
SL004008,13.02690378,,,,,,,
SL004712,11.73547141,,,,,,,
SL004015,14.63627908,,,,,,,
SL003196,10.06528149,,,,,,,
SL000089,8.966937979,,,,,,,
SL000589,7.842350343,,,,,,,
SL000615,9.355791547,,,,,,,
SL003862,10.17990909,,,,,,,
SL004367,14.95171728,,,,,,,
SL009216,8.018478396,,,,,,,
SL004258,10.07199858,,,,,,,
SL000249,9.414896604,,,,,,,
SL000251,10.69296415,,,,,,,
SL005392,9.987121868,,,,,,,
SL009341,13.42280065,,,,,,,
SL007056,11.79498438,,,,,,,
SL000311,13.16757495,,,,,,,
SL004865,10.93737382,,,,,,,
SL010489,12.37134105,,,,,,,
SL003711,14.1441643,,,,,,,
SL007121,9.021535249,,,,,,,
SL006029,10.13980713,,,,,,,
SL008936,13.14582072,,,,,,,
SL007640,10.64997465,,,,,,,
SL006694,14.17871153,,,,,,,
SL011049,12.65975067,,,,,,,
SL004120,12.103714,,,,,,,
SL009412,12.19758531,,,,,,,
SL008916,11.66609082,,,,,,,
SL004060,13.19340215,,,,,,,
SL004845,13.17779324,,,,,,,
SL010462,11.61369739,,,,,,,
SL008504,11.7645399,,,,,,,
SL006512,11.9482212,,,,,,,
SL007806,9.583834955,,,,,,,
SL008909,12.64207426,,,,,,,
SL007059,12.99737357,,,,,,,
SL011069,13.59346115,,,,,,,
SL010376,10.3539187,,,,,,,
SL010501,11.73271861,,,,,,,
SL006805,11.70791988,,,,,,,
SL004804,10.88737295,,,,,,,
SL008193,12.16813931,,,,,,,
SL005491,12.30315286,,,,,,,
SL010530,10.84877941,,,,,,,
SL007327,11.77811821,,,,,,,
SL005263,10.56128795,,,,,,,
SL000566,10.04575966,,,,,,,
SL008588,12.97448629,,,,,,,
SL010381,13.04425749,,,,,,,
SL010518,10.9417079,,,,,,,
SL018625,12.13980713,,,,,,,
SL003201,13.80070782,,,,,,,
SL007531,8.345183447,,,,,,,
SL004864,12.10007095,,,,,,,
SL004720,13.81083268,,,,,,,
SL007471,11.00968868,,,,,,,
SL006830,10.43118417,,,,,,,
SL003679,15.15637149,,,,,,,
SL003919,13.28548892,,,,,,,
SL004580,9.869439619,,,,,,,
SL010466,10.43816807,,,,,,,
SL000467,14.73188115,,,,,,,
SL000254,13.47197998,,,,,,,
SL000252,15.1363904,,,,,,,
SL000617,12.88132431,,,,,,,
SL000268,14.4604559,,,,,,,
SL000382,8.780703794,,,,,,,
SL000458,8.832257114,,,,,,,
SL000076,10.81690365,,,,,,,
SL002517,8.661778098,,,,,,,
SL000306,9.004220466,,,,,,,
SL003970,8.338959175,,,,,,,
SL011509,9.994919089,,,,,,,
SL000570,7.947198584,,,,,,,
SL011510,9.268425036,,,,,,,
SL011448,8.74348804,,,,,,,
SL003993,11.19936562,,,,,,,
SL000346,11.33377032,,,,,,,
SL002684,10.92585111,,,,,,,
SL000542,12.13474717,,,,,,,
SL000481,12.89744843,,,,,,,
SL000645,9.081350281,,,,,,,
SL003974,9.631722739,,,,,,,
SL000027,9.689473895,,,,,,,
SL004304,9.495455333,,,,,,,
SL003200,11.36166968,,,,,,,
SL004642,10.1734273,,,,,,,
SL007642,14.93703812,,,,,,,
SL000638,10.91326343,,,,,,,
SL005508,10.07828426,,,,,,,
SL004867,10.30469356,,,,,,,
SL000377,9.540902952,,,,,,,
SL007888,8.230741003,,,,,,,
SL008382,12.64252559,,,,,,,
SL007403,8.694880193,,,,,,,
SL010458,9.411087227,,,,,,,
SL004844,9.461479447,,,,,,,
SL007651,8.933985654,,,,,,,
SL003990,9.141340821,,,,,,,
SL004063,9.954777925,,,,,,,
SL006912,8.037821465,,,,,,,
SL002086,11.13558104,,,,,,,
SL006913,12.20298086,,,,,,,
SL007423,12.58007009,,,,,,,
SL007620,10.17953593,,,,,,,
SL007358,10.50471969,,,,,,,
SL010503,12.37894506,,,,,,,
SL010504,10.19758531,,,,,,,
SL004765,10.14936608,,,,,,,
SL010505,8.779719355,,,,,,,
SL010502,10.6286278,,,,,,,
SL010509,12.91180391,,,,,,,
SL011071,9.319672121,,,,,,,
SL003761,10.1544384,,,,,,,
SL010514,9.878817285,,,,,,,
SL010467,15.1490167,,,,,,,
SL004492,10.37036048,,,,,,,
SL010528,12.24938015,,,,,,,
SL011629,12.18084157,,,,,,,
SL004823,17.14520775,,,,,,,
SL011530,11.69047821,,,,,,,
SL011532,12.04042672,,,,,,,
SL003785,14.29807689,,,,,,,
SL000449,9.366103608,,,,,,,
SL008102,15.26664016,,,,,,,
SL011631,13.73592617,,,,,,,
SL004919,11.26403202,,,,,,,
SL008063,11.77346893,,,,,,,
SL010973,10.32249154,,,,,,,
SL005630,10.86162975,,,,,,,
SL011528,10.71896091,,,,,,,
SL006919,8.332707934,,,,,,,
SL011529,13.65308018,,,,,,,
SL011630,11.45064423,,,,,,,
SL011533,11.01136704,,,,,,,
SL005679,14.68240211,,,,,,,
SL000588,11.32401173,,,,,,,
SL008157,11.87267488,,,,,,,
SL011549,10.51845646,,,,,,,
SL008835,8.332707934,,,,,,,
SL004938,9.423746229,,,,,,,
SL011232,9.822570831,,,,,,,
SL003753,9.407480222,,,,,,,
SL005685,11.41748336,,,,,,,
SL005687,15.78086268,,,,,,,
SL009431,9.082149041,,,,,,,
SL010927,14.74519636,,,,,,,
SL009628,13.50908219,,,,,,,
SL006132,9.848466457,,,,,,,
SL000493,10.65588845,,,,,,,
SL009629,9.271696455,,,,,,,
SL010328,9.898147876,,,,,,,
SL001905,9.550169592,,,,,,,
SL005629,10.20065344,,,,,,,
SL004820,16.34201388,,,,,,,
SL011709,12.65776504,,,,,,,
SL007266,9.009268782,,,,,,,
SL008808,12.44674732,,,,,,,
SL005372,14.75508056,,,,,,,
SL008143,13.32649971,,,,,,,
SL004119,9.83194056,,,,,,,
SL003171,8.649615459,,,,,,,
SL000451,13.91305769,,,,,,,
SL003680,7.558420713,,,,,,,
SL004511,10.88729679,,,,,,,
SL000322,16.24393077,,,,,,,
SL003104,9.702345868,,,,,,,
SL000414,15.25110142,,,,,,,
SL004340,10.63144992,,,,,,,
SL000426,14.84384256,,,,,,,
SL000674,10.49445561,,,,,,,
SL004068,7.934870291,,,,,,,
SL000138,8.336283388,,,,,,,
SL000461,13.03579571,,,,,,,
SL004353,8.141596278,,,,,,,
SL004351,9.654457023,,,,,,,
SL004346,7.585713709,,,,,,,
SL001943,13.8358925,,,,,,,
SL000483,8.661421833,,,,,,,
SL003183,10.65436751,,,,,,,
SL003186,8.980425232,,,,,,,
SL000517,9.051208941,,,,,,,
SL004359,8.782670659,,,,,,,
SL004360,8.495855027,,,,,,,
SL002755,17.22565651,,,,,,,
SL000537,14.66050293,,,,,,,
SL000540,9.787086325,,,,,,,
SL000541,12.06275449,,,,,,,
SL000545,15.37138529,,,,,,,
SL000560,14.18154053,,,,,,,
SL003198,14.11433611,,,,,,,
SL000088,8.354910512,,,,,,,
SL000586,12.78835129,,,,,,,
SL000613,11.79725622,,,,,,,
SL000415,15.90548573,,,,,,,
SL000124,11.95317792,,,,,,,
SL000601,17.71151507,,,,,,,
SL002093,6.431288654,,,,,,,
SL000587,7.641690523,,,,,,,
SL017611,14.71679267,,,,,,,
SL008378,8.95070169,,,,,,,
SL000247,12.88401784,,,,,,,
SL003658,12.82758088,,,,,,,
SL008039,12.67769762,,,,,,,
SL011769,9.769507291,,,,,,,
SL004920,13.84197705,,,,,,,
SL004757,16.38715908,,,,,,,
SL009207,9.046032615,,,,,,,
SL012188,9.345848744,,,,,,,
SL004795,10.18214602,,,,,,,
SL005588,9.080817528,,,,,,,
SL007022,11.09447361,,,,,,,
SL004899,7.708049252,,,,,,,
SL011211,13.2286684,,,,,,,
SL003304,12.48399207,,,,,,,
SL004146,10.92681486,,,,,,,
SL011770,11.41964422,,,,,,,
SL012168,9.057179471,,,,,,,
SL002650,14.24687418,,,,,,,
SL001999,7.918863237,,,,,,,
SL004154,8.718361626,,,,,,,
SL004921,15.66711709,,,,,,,
SL006268,10.79984823,,,,,,,
SL003687,13.41827429,,,,,,,
SL011768,9.391028727,,,,,,,
SL008331,13.05114095,,,,,,,
SL005493,8.555356039,,,,,,,
SL011772,9.441906705,,,,,,,
SL006705,9.664091678,,,,,,,
SL000539,15.44100214,,,,,,,
SL005358,13.10945524,,,,,,,
SL004901,8.239837169,,,,,,,
SL008865,9.741298437,,,,,,,
SL005034,9.673662417,,,,,,,
SL011535,8.335390355,,,,,,,
SL011202,13.49141471,,,,,,,
SL006088,13.38436556,,,,,,,
SL005115,10.60325542,,,,,,,
SL000057,9.834787049,,,,,,,
SL006698,7.827183896,,,,,,,
SL003655,15.94357936,,,,,,,
SL004812,14.12652703,,,,,,,
SL011809,13.70010371,,,,,,,
SL004940,14.55376727,,,,,,,
SL013489,9.092757141,,,,,,,
SL008516,12.6452306,,,,,,,
SL013490,11.53624722,,,,,,,
SL000062,8.931032942,,,,,,,
SL013488,13.4792245,,,,,,,
SL000572,11.60362634,,,,,,,
SL000051,16.62748544,,,,,,,
SL002922,12.52955256,,,,,,,
SL007752,11.40721464,,,,,,,
SL013570,11.13378441,,,,,,,
SL000305,12.0098636,,,,,,,
SL004837,7.85735901,,,,,,,
SL007003,10.52952816,,,,,,,
SL005161,7.500642736,,,,,,,
SL004334,12.06457437,,,,,,,
SL014308,9.602327706,,,,,,,
SL004348,8.85735901,,,,,,,
SL004349,7.726558779,,,,,,,
SL005202,12.14015874,,,,,,,
SL001888,14.71106465,,,,,,,
SL004484,13.77516786,,,,,,,
SL009988,11.31390337,,,,,,,
SL003674,10.69801006,,,,,,,
SL013988,8.580070091,,,,,,,
SL014130,8.700786478,,,,,,,
SL006713,12.84879896,,,,,,,
SL009045,12.62237218,,,,,,,
SL014093,10.84290029,,,,,,,
SL014028,12.31313813,,,,,,,
SL014088,9.814902851,,,,,,,
SL007024,8.920055055,,,,,,,
SL009791,10.73986498,,,,,,,
SL014096,6.985272714,,,,,,,
SL014108,8.626804145,,,,,,,
SL006523,11.00723756,,,,,,,
SL014069,11.30172481,,,,,,,
SL006998,11.35777191,,,,,,,
SL013754,10.54670157,,,,,,,
SL001753,7.123086751,,,,,,,
SL005488,13.48230378,,,,,,,
SL014029,9.099873766,,,,,,,
SL007502,12.45257587,,,,,,,
SL008945,8.22881869,,,,,,,
SL004908,11.24840201,,,,,,,
SL004070,10.22110373,,,,,,,
SL010519,12.41516077,,,,,,,
SL000308,12.94796562,,,,,,,
SL000314,16.82935111,,,,,,,
SL000316,16.71230264,,,,,,,
SL000321,10.50273237,,,,,,,
SL001691,11.11965446,,,,,,,
SL005187,10.19142941,,,,,,,
SL005188,11.23266076,,,,,,,
SL000470,9.223760401,,,,,,,
SL005184,7.677367292,,,,,,,
SL017189,15.7115191,,,,,,,
SL000522,10.07427529,,,,,,,
SL003764,12.45283323,,,,,,,
SL000535,12.92953582,,,,,,,
SL004363,12.50128985,,,,,,,
SL012740,8.838888755,,,,,,,
SL012822,11.1411492,,,,,,,
SL008644,12.68090889,,,,,,,
SL009768,9.203592714,,,,,,,
SL014092,12.65843465,,,,,,,
SL001896,10.50610919,,,,,,,
SL014048,9.340072624,,,,,,,
SL004708,14.69292602,,,,,,,
SL006197,9.348285542,,,,,,,
SL008822,8.651769271,,,,,,,
SL014071,10.46362654,,,,,,,
SL005575,9.2632692,,,,,,,
SL014008,13.0784177,,,,,,,
SL014094,10.19623326,,,,,,,
SL014129,8.651769271,,,,,,,
SL014009,9.859224162,,,,,,,
SL013548,9.512740463,,,,,,,
SL014111,8.384136172,,,,,,,
SL013969,10.84046323,,,,,,,
SL004299,7.452035274,,,,,,,
SL012457,14.68158433,,,,,,,
SL012108,9.716476534,,,,,,,
SL006406,10.22653261,,,,,,,
SL013989,8.977852308,,,,,,,
SL014468,11.6127303,,,,,,,
SL014070,13.00351791,,,,,,,
SL014091,11.0302533,,,,,,,
SL011499,11.75593074,,,,,,,
SL011508,10.55889898,,,,,,,
SL011498,9.536441505,,,,,,,
SL000087,8.721782768,,,,,,,
SL008085,9.565482938,,,,,,,
SL001774,10.80654962,,,,,,,
SL001726,10.12554262,,,,,,,
SL000597,9.706668682,,,,,,,
SL010830,13.41308576,,,,,,,
SL004253,10.90478513,,,,,,,
SL005361,12.47352819,,,,,,,
SL000479,10.98683754,,,,,,,
SL007869,11.32788942,,,,,,,
SL003524,14.1382318,,,,,,,
SL006119,15.77606799,,,,,,,
SL004742,15.17580292,,,,,,,
SL008590,7.369815424,,,,,,,
SL012754,13.7504453,,,,,,,
SL016129,11.63135897,,,,,,,
SL005572,10.6000058,,,,,,,
SL000347,9.542451531,,,,,,,
SL007871,13.24774954,,,,,,,
SL016148,9.985272714,,,,,,,
SL007153,10.99421199,,,,,,,
SL008072,9.023199897,,,,,,,
SL004739,14.06017239,,,,,,,
SL016128,10.81866206,,,,,,,
SL001737,10.17392693,,,,,,,
SL002823,12.36029843,,,,,,,
SL004156,10.00674683,,,,,,,
SL002654,11.17480088,,,,,,,
SL001729,11.3977281,,,,,,,
SL000070,15.03860182,,,,,,,
SL000125,10.59665567,,,,,,,
SL004080,8.814422247,,,,,,,
SL004133,9.532940288,,,,,,,
SL004160,8.83447105,,,,,,,
SL003310,9.73403214,,,,,,,
SL000003,11.34257475,,,,,,,
SL003362,9.415107942,,,,,,,
SL000357,14.04183879,,,,,,,
SL000360,13.06650969,,,,,,,
SL007756,11.52459069,,,,,,,
SL000021,7.357552005,,,,,,,
SL000516,9.881419908,,,,,,,
SL009951,8.412358137,,,,,,,
SL003461,9.016808288,,,,,,,
SL000433,10.37471348,,,,,,,
SL000313,9.77099418,,,,,,,
SL003657,11.14516794,,,,,,,
SL003710,8.603626345,,,,,,,
SL004814,11.93803579,,,,,,,
SL000622,13.97396637,,,,,,,
SL000022,14.33611599,,,,,,,
SL004482,10.69618513,,,,,,,
SL005167,8.574404309,,,,,,,
SL004064,9.451004998,,,,,,,
SL003643,13.41008029,,,,,,,
SL000280,13.11287929,,,,,,,
SL003300,15.44666333,,,,,,,
SL001766,18.1876633,,,,,,,
SL000836,9.883712448,,,,,,,
SL000460,12.70615063,,,,,,,
SL003182,10.96094314,,,,,,,
SL004714,8.914385132,,,,,,,
SL000510,15.53123523,,,,,,,
SL003189,9.317638724,,,,,,,
SL005201,14.17068403,,,,,,,
SL000521,9.361066489,,,,,,,
SL000523,9.324855597,,,,,,,
SL005102,14.72972164,,,,,,,
SL005789,11.10518829,,,,,,,
SL000024,11.31684718,,,,,,,
SL000139,10.68755065,,,,,,,
SL004605,11.9822806,,,,,,,
SL004925,10.21638211,,,,,,,
SL004208,14.33769158,,,,,,,
SL004209,13.00096828,,,,,,,
SL012538,11.80667045,,,,,,,
SL011708,10.87259793,,,,,,,
SL007729,16.64925898,,,,,,,
SL005675,11.45265309,,,,,,,
SL008177,13.829802,,,,,,,
SL008099,10.79636414,,,,,,,
SL004866,14.37514806,,,,,,,
SL000339,8.456559766,,,,,,,
SL008380,11.83944002,,,,,,,
SL003728,11.33214847,,,,,,,
SL013240,14.17773875,,,,,,,
SL011628,11.43972701,,,,,,,
SL008178,10.6213193,,,,,,,
SL008709,8.46515823,,,,,,,
SL004458,13.22955488,,,,,,,
SL003522,12.29683019,,,,,,,
SL006378,14.30584088,,,,,,,
SL005352,10.74877987,,,,,,,
SL012248,9.036723106,,,,,,,
SL010373,8,,,,,,,
SL002036,11.27262978,,,,,,,
SL003341,16.4475256,,,,,,,
SL006460,10.20896589,,,,,,,
SL012469,9.510170751,,,,,,,
SL007173,15.4037477,,,,,,,
SL000670,8.108001646,,,,,,,
SL002756,8.36018867,,,,,,,
SL003930,11.53760669,,,,,,,
SL006448,10.47553079,,,,,,,
SL011616,8.802193217,,,,,,,
SL007025,13.68945205,,,,,,,
SL006522,9.375473913,,,,,,,
SL001973,14.49939747,,,,,,,
SL002646,10.10930832,,,,,,,
SL007453,9.485024233,,,,,,,
SL007281,10.3426303,,,,,,,
SL006993,9.003096215,,,,,,,
SL006920,11.47319838,,,,,,,
SL001815,15.3380469,,,,,,,
SL005846,10.16327229,,,,,,,
SL003685,10.5948844,,,,,,,
SL004296,15.32998549,,,,,,,
SL004915,13.53574923,,,,,,,
SL006091,10.71330059,,,,,,,
SL003440,10.47279236,,,,,,,
SL008933,9.201388817,,,,,,,
SL004932,9.199672345,,,,,,,
SL005694,9.58082385,,,,,,,
SL002803,11.35270557,,,,,,,
SL003653,12.58630032,,,,,,,
SL004914,14.72331964,,,,,,,
SL008176,11.16553514,,,,,,,
SL009792,11.79258697,,,,,,,
SL002522,11.08301387,,,,,,,
SL008059,8.095397023,,,,,,,
SL005764,11.7794321,,,,,,,
SL006528,10.01527565,,,,,,,
SL006629,13.17177102,,,,,,,
SL008190,7.612499946,,,,,,,
SL009868,9.381542951,,,,,,,
SL004737,10.15823098,,,,,,,
SL010388,10.82025876,,,,,,,
SL000142,8.398743692,,,,,,,
SL004782,10.50700173,,,,,,,
SL007464,17.07033796,,,,,,,
SL004852,11.31333656,,,,,,,
SL004853,12.45527584,,,,,,,
SL011100,10.28424575,,,,,,,
SL014270,10.87759089,,,,,,,
SL014208,9.769341987,,,,,,,
SL004556,11.38078572,,,,,,,
SL003739,8.947198584,,,,,,,
SL004857,15.73548463,,,,,,,
SL004791,12.94128608,,,,,,,
SL014294,8.798309782,,,,,,,
SL007179,13.76270385,,,,,,,
SL008414,10.59404462,,,,,,,
SL004859,9.826389591,,,,,,,
SL007429,12.32859079,,,,,,,
SL004849,10.14121308,,,,,,,
SL005174,11.17042585,,,,,,,
SL005181,7.615445725,,,,,,,
SL005183,11.82507803,,,,,,,
SL005185,11.74374047,,,,,,,
SL005189,8.766197597,,,,,,,
SL005190,12.14739574,,,,,,,
SL005191,13.74360374,,,,,,,
SL007328,10.81354072,,,,,,,
SL007774,9.98099637,,,,,,,
SL009202,9.161635793,,,,,,,
SL012698,10.87950667,,,,,,,
SL014269,8.832257114,,,,,,,
SL014289,9.325080544,,,,,,,
SL014209,9.112960712,,,,,,,
SL005195,12.78922796,,,,,,,
SL005197,8.681238412,,,,,,,
SL005200,10.22953986,,,,,,,
SL014288,10.66675659,,,,,,,
SL005207,12.80826035,,,,,,,
SL005208,11.60478486,,,,,,,
SL007356,9.155577222,,,,,,,
SL005703,14.29649326,,,,,,,
SL005209,9.098558518,,,,,,,
SL005210,14.26241055,,,,,,,
SL009054,9.11997861,,,,,,,
SL008728,9.631540867,,,,,,,
SL014268,11.81854224,,,,,,,
SL005212,11.91576736,,,,,,,
SL005213,10.39799543,,,,,,,
SL007680,11.59637614,,,,,,,
SL014148,8.282625134,,,,,,,
SL008309,15.35242626,,,,,,,
SL005214,14.20448709,,,,,,,
SL005169,9.013741392,,,,,,,
SL014292,12.39903754,,,,,,,
SL014228,9.019590728,,,,,,,
SL005221,12.72932334,,,,,,,
SL005222,8.586464526,,,,,,,
SL004863,10.13583752,,,,,,,
SL005223,10.36391572,,,,,,,
SL002078,9.875749351,,,,,,,
SL007547,13.01070293,,,,,,,
SL004366,9.242935895,,,,,,,
SL005230,11.74995321,,,,,,,
SL005231,6.454504938,,,,,,,
SL011406,8.968378801,,,,,,,
SL016548,9.236253425,,,,,,,
SL002542,10.72928085,,,,,,,
SL006476,12.70867439,,,,,,,
SL016554,9.50918118,,,,,,,
SL007373,10.79376586,,,,,,,
SL005308,8.820178962,,,,,,,
SL015728,9.634448062,,,,,,,
SL016550,14.44035661,,,,,,,
SL016551,9.818102797,,,,,,,
SL006921,11.30646048,,,,,,,
SL006189,10.54448152,,,,,,,
SL014735,11.31220228,,,,,,,
SL016557,8.659639187,,,,,,,
SL012707,10.07694917,,,,,,,
SL007145,8.902375114,,,,,,,
SL013928,11.75296597,,,,,,,
SL007237,14.31878992,,,,,,,
