,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
Cytidylate kinase,-0.030779378629359453,0.012949941146281752,-0.018987979964665235,0.021847221241372693,-0.0022266138516755228,0.040491473823986615,-0.029615666909190153,0.00951376837963927,-0.018747731642886956,-0.0008417693284652872,0.0028176101964868003,-0.02859168106528421,0.023185079682133406,-0.030413136569281938,0.04877651058564432,0.032652300556755685,-0.038627146880392996,-0.003414418376719619,-0.05179023741576839,-0.003847535352813263
Cytochrome P450 3A4,-0.010767637301120375,-0.04466379380369082,0.054591966791683495,-0.02011480469016601,-0.008452998134849442,0.005609875986231207,-0.008879972168676947,0.00839587991483776,-0.015073421607518898,-0.01790624609985329,-0.04577467410523259,-0.016518786836478547,-0.015354641440660744,0.035593253098169284,-0.01501749940363608,0.0021869941372696542,-0.03037343023391182,0.04360407243102172,0.04156473131367504,0.007376319365659758
Cytochrome c,-0.021825502221022162,-0.009101001509135858,-0.03274518281133668,0.012378687936318196,-0.020058722722757376,-0.03436597649366296,0.013739613819338423,0.03301563637226304,-0.03453096277083645,-0.0023382177876683824,-0.033937534204150605,0.04542530373973265,0.02853440280208472,-0.003833808158736769,-0.010758403077725976,0.013429945766830001,0.031437432508269685,0.010702387281633622,0.018906461492333507,-0.047760478491713006
D-dimer,-0.0279224119437276,-0.05372747014323633,0.023094525473051585,0.05687045593933902,0.019858773997599843,0.0005845398488999463,0.011080028991438081,0.012321053530559633,0.01141941078081071,-0.000804140510947879,-0.009722997018903619,0.003840976677968687,-0.008769364128050178,0.010197543380855163,0.010155263818908434,-0.0007748837171990935,-0.016133153612816264,-0.008628363960904745,-0.009642782842697008,-0.009718817340035164
DAF,0.01708409243952454,-0.0456183137349541,-0.029090812591313478,0.02131158276034751,-0.0009069293863928766,-0.04948369089277441,-0.02694481819417784,-0.014791268550750967,-0.030834599804248203,0.04605650858575147,0.01079790995326371,-0.029646172799614255,0.036793756291261075,0.01559513055557025,0.039995085299644975,0.04022534124955015,0.033269549057103234,-0.013533684821805354,-0.02595643088262786,-0.013026718637805157
DAN,-0.012724692787227794,-0.04570176040969298,-0.0016585019331123402,0.016497569455471123,0.01332613957873657,-0.07937335434673011,-0.0046227687200051885,-0.016670438966545607,-0.027915613998810387,0.01400205436218242,-0.037002177092561706,0.008850516624677004,0.026366043623546956,0.033061381461621575,-0.0014709949239629927,-0.025530307573137387,0.03852371518294639,-0.022355861078425326,0.02222678817582674,-0.02176664400895297
DAPK2,-0.007571334895987809,0.0033608847995522423,0.02723051106086318,0.01006213271460893,0.052559667146359235,0.003248017040694533,-0.036014429099510865,0.03511013463150779,-0.021523925283109285,0.0020734936995520713,-0.0198895461614114,-0.0060705575759712185,0.007596843396493162,-0.05091037779990021,-0.009199134775202653,0.06865221262000229,0.008669793316303914,-0.04783059261303747,-0.0013241264762150864,-0.058572246318735775
DBNL,0.019430305523192495,0.04324896788080791,-0.0025530831766436496,0.01975261837981604,0.030394181593055063,-0.004632906364155252,0.0025021742645485786,0.017950417433738645,-0.027374600316046372,0.022455524357634822,-0.009573782767559812,-0.01888678557604958,0.05921581093065843,-0.01007545430978401,-0.011279836360803422,0.024073876566156383,-0.005869538606842982,-0.021544843471478402,0.01651562791850268,0.01792480971352973
DC-SIGN,0.01360310362649176,-0.016431268760773547,-0.001771592837428656,-0.01968237744368023,0.062015862846019856,0.04020285052301564,-0.010149792776626245,-0.013127684492645009,0.022469543225082794,-0.0009165158037909202,-0.023677746837569753,0.03817274888613484,0.009732462404750947,0.02773611667094331,0.014305284608202415,0.013611252556172014,-0.0189108727913297,-0.013178265570510092,-0.0330905974520615,-0.025143615846271054
DC-SIGNR,-0.01592577429537267,-0.01962330641256328,0.0018563891112804945,-0.0029332235823847095,-0.023176418671829627,0.03045820318526968,0.022995566584274065,0.009834235228902378,0.0424456753873164,-0.023145862624427055,-0.0572093529415453,-0.030143095186116773,-0.031123074767801885,-0.018783707166969244,0.07348454668362066,0.0225397216009526,0.011954588782243616,-0.056582003774264346,-0.00024548983155913654,-2.9718739345077374e-05
DEAD-box protein 19B,0.030451946875301925,0.03995190010960379,0.038075716238118645,0.02220265252019165,0.07640807266321502,0.02164996431349855,0.011931628654131308,0.024824499099376097,-0.0032742795856056917,0.0021298070528284058,-0.01856250599702301,-0.009172891850441133,0.019578971494505448,-0.0052366090310297445,0.005986616242704768,0.011983606513579846,0.02104659676850149,-0.03125206419493077,-0.03554132024347012,0.02191920300580439
DERM,0.04249393194032855,-0.01866749164639587,-0.00773750046035841,-0.00025099405541880284,-0.032267219976682734,0.010355552579162309,0.020879292731615397,-0.040454689333280974,-0.0082796405443203,-0.007907056110469638,-0.026451817228201068,0.024483950562482232,0.05097765347844779,0.0333980322164972,0.021897390464512993,-0.002796976903479745,-0.016067709399573738,-0.013383703394783791,-0.010121105254224104,0.025794420628228572
DHH,-0.017106249592164377,0.02427680195795085,0.007695930833227308,0.09420835339919725,0.00937977916360265,0.028656177632582793,-0.03268766057448141,-0.03525233928959199,-0.05667478207042955,-0.03773994401236765,0.017819088834659446,0.005748425796467082,0.00348628139172377,0.01033250430094938,0.031005908725922782,0.016277876627704715,-0.006821649718643701,0.0602336233476918,0.008557891877909663,0.02557005833666051
DKK1,-0.024955195054975725,0.04628669064590927,0.0010789368709287729,0.04309277545213894,-0.03282528338784043,-0.028772579852666503,0.022390841783002977,-0.01981487432057611,0.017946871062778775,-0.014841287502769985,-0.021195357666838856,-0.01608465596712125,-0.014926298031175077,-0.007650978583233708,0.005512642788895692,-0.05495309878514932,-0.043973008101649655,0.013740162647818537,-0.06642815886091323,-0.002234008403109102
DKK3,-0.013217586761575834,-0.0456679446617644,-0.024548265479822296,0.027268415493755995,-0.011187678319516729,-0.038017001451107486,0.00834611481061814,-0.046197737515267304,0.02997121383460281,-0.0009166848849514515,-0.005673471988805701,-0.01076184700701411,-0.04684172913857571,0.007944555730521231,-0.012110533906067514,-0.025577355701562186,0.0391539075748684,0.01514940385878838,-0.003035828647991606,-0.003746870953698773
DLC8,-0.025163097139240392,-0.028429053263011626,0.003577544846028782,0.017505457402627125,0.008936419636794734,-0.011607878966230552,0.011022043829667415,-0.0019162375084790556,-0.046006709055263814,0.01794464126696491,0.006942207563999891,0.07117122951725342,-0.002326867614009588,0.00831396291815685,-0.0335241405788098,-0.007267739350668419,0.023368076591152285,-0.03862800919082694,0.020233655735686182,0.012365385793909528
DLL1,-0.007514812271645724,-0.04353757139409113,0.007658771582735894,0.020602327439486267,0.003809497216336473,-0.0029402283331331036,-0.011511052074568642,-0.030556064608295422,-0.022509552447639823,0.10897178804274722,-0.03962837987792125,-0.004692901354667525,0.035637096692830134,-0.01655361762738846,0.06720087878806234,0.025057804283265827,-0.00885164722424239,-0.015194505604014343,-0.019182528209089326,0.051541651131060254
DLL4,0.02438664751778886,-0.0402214426795856,-0.007785793083070278,0.008636774896392791,-0.0009006131891739447,-0.016629752486934653,-0.008626595531215244,0.038408192503072494,-0.07481492752386579,0.03462894953605426,-0.03842646498184923,-0.02041076200709992,-0.02017532420015364,0.02628132457996057,0.02520358629233415,0.008258375102417928,0.014888449821716124,-0.022982127143967364,-0.029154294853665382,-0.013460279933155371
DLRB1,0.009907551388123232,0.032045662901765026,0.06843668247850097,0.036829439857203404,0.008269911049996399,-0.03844034292996332,0.0261104673542502,0.03446973163493253,-0.0027954514439914807,0.029459384060891,-0.006912379758893532,0.03625168969791667,0.012817982009632448,-0.024625706912027638,-0.04350506882736903,-0.029903815369813364,0.009095723179534642,-0.009566705853000875,-0.04028532062340535,-0.020057487513277565
DMP1,0.052702665627076574,-0.025297485505092903,0.002619706262899247,0.022306219882500363,-4.9924598550466554e-05,0.018290591464488484,-0.004591257367429945,-6.681025340770227e-06,0.023438186317074686,-0.009429883763558175,0.012470517922464818,-0.015412660188348455,-0.0037158221214189506,-0.021382710832888063,-0.00422311167513096,0.008039180896284618,0.013033700685474645,-0.041598471897702334,-0.054956700609942004,0.013428892465612883
DPP2,-0.035420795066205234,0.035815860564183365,-0.0036649049041855247,0.030553368710437134,-0.009696430490186132,0.003523040094736878,0.0171092665303803,0.01027590542597726,0.04279643359882908,0.019816016939370445,-0.03536293311031211,-0.008064314927321795,0.0069916486273747845,-0.008538071650686471,-0.027818567710151332,0.007242090216437179,0.010132935737122088,-0.00726040980660749,-0.034873811613399947,-0.005605420727268876
DR3,0.0017261155415373142,-0.011337683705602028,-0.029836651636171146,-0.005907202622193749,0.03399259525420942,0.041198436534312585,0.03189127820287202,0.014174540164265868,0.021875060534696327,-0.01528793606972358,0.037224500463525635,-0.0418911920506432,-0.011412050174278217,0.0317802565265251,-0.0009267893725002792,0.050173715198883716,-0.06621240285871227,-0.05551586046141379,0.04892880145037876,0.025732028370555805
DR6,0.010267034594891719,-0.050837257814347024,-0.03634732579866234,0.006737991790120218,0.03896813603951157,-0.06664070224642489,-0.012148270344385216,0.017853309282452677,-0.04418720182971918,0.010817909298189663,-0.03144158328840096,-0.0003350107781555499,-0.00879703611438093,0.004017569889171616,0.00694942044840756,0.0013447492617643805,0.04007103654385377,-0.01901345776562595,-0.02193171855693191,0.01008114746766956
DRAK2,-0.023310856643171465,-0.0472532145285254,0.005967488783633328,0.011787863610809959,0.025766916556711074,-0.009789479858381231,-0.003806693846145476,-0.009395757704933592,-0.0051900320671183055,0.0056119240055091295,0.045942367928578975,0.007729735316648762,0.01593963250427391,0.005718790340038912,0.007672557965048713,0.015115050170669863,0.008804043268330137,-0.026829570829959515,0.021573023397148904,-0.03376041747308595
DRG-1,-0.0368162210441574,0.05040287703991441,0.03412038160542204,0.05080834588870541,-0.004210413408975493,-0.03362776504680797,-0.0031170035248089287,0.018943547448929104,0.004487406027017572,-0.006189477666427464,-0.013712234169306902,-0.010708489450789047,0.0318225232197921,0.005253184768152135,0.014690059197856075,0.02752569530255239,-0.005995867397897281,-0.0024034659538356186,-0.0025678958866429415,-0.01089452742042645
DRR1,-0.03315626240060394,-0.03847806816026981,0.04375267901186682,-0.017638980745560244,0.012738038717771792,0.02958828959003577,-0.004892160128951971,0.005531072731083622,0.00029651198851712445,-0.0010236725067118673,-0.035213772899994826,-0.002380668729646265,0.0011842171108392401,-0.034132672326078244,-0.01901893855093971,-0.008393559423369092,-0.011207335169940026,0.027484714977479518,-0.028680961909139945,0.00408253563794014
DSC3,0.05300353696001592,-0.021463131390805364,-0.014483541597838016,0.024212036738442192,-0.032214255762294586,0.002677558244121985,-0.008766155823571166,-0.00493555717362475,-0.002993193430372849,0.0017192981039047088,0.0079938997051587,0.0024896796684966845,0.038016684703813704,-0.0022971889171658154,-0.052015385742435326,-0.03095602010555082,0.024357476259384277,-0.013147643769093543,0.04883623036578152,0.02275103508904983
DUS3,-0.0051887556543869055,0.04747415984548609,-0.030908782327244328,0.015444737412724278,0.0016150272776350387,0.045634432778491545,0.04576106493631453,0.04262767209305426,-0.036738154895928334,-0.0315952343952666,-0.05425934066233506,-0.04530369137635819,0.041513273675554824,0.060062862517133275,-0.05327548427001221,-0.03604623911427529,0.0320554359929928,0.03292648131066126,-0.029470535453294644,-0.024046582269580494
DYRK3,-0.021991679793792074,-0.030125898405569704,0.030654880214701773,-0.02574723147445111,-0.007730844904373007,-0.005293263988699443,-0.005182521836826209,-0.0016960712652264406,0.013554112865103675,-0.008058527107620152,-0.020546143955039068,-0.0036726593179251484,6.917715483613182e-05,-0.03868282373775918,0.03070116485609701,0.055458080165068854,0.019801507970562366,0.00674343487178414,-0.00821268209683374,-0.006628674620335963
DcR3,0.018661463709428422,-0.04607970694255079,-0.015775794739474117,0.02479266135920236,-0.002081886461632598,0.02965689783954431,-0.035885035516681714,-0.013021469526271002,0.04044021371725421,0.011522810209755291,-0.0018869545250482728,0.035122721231445525,-0.041750995152126845,0.07152480893794642,-0.024535880053342358,-0.0054116773706469525,0.04071907191950628,-0.01642550332753024,-0.006853339091564379,-0.0051934810822858325
Desmoglein-1,-0.011378486324908168,-0.025626436108880435,0.08178195972595474,-0.048992861503950665,-0.01888116943606792,-0.0026765691709132165,0.0038858044745943873,-0.022617943334877336,-0.03641298490430471,-0.025430255265980542,-0.015053120608893486,-0.014709591614766824,-0.030151874664533177,0.006079575219393187,-0.028979028514156596,-0.006240433472996936,0.012565362628010605,0.026574892044217174,-0.010728922303415388,-0.00992814713619749
Desmoglein-2,-0.004898133771632187,-0.036972243425277954,-0.021371023796869865,0.022970012065953144,0.041887959299475544,-0.04374121561351309,-0.010848982223483863,0.018146139160834535,0.0018197810839714642,0.005152001656297074,-0.004186602022844901,-0.031472189259196995,-0.0334086736341453,0.01396658171579538,0.016145219208097365,0.040033099747932045,0.03432182032763642,-0.05432474314330936,-0.008572340056474606,0.04754249136751733
Discoidin domain receptor 2,-0.02457512680965861,-0.010895065547298122,0.01670754362158332,-0.023759864241646854,-0.018756796706587642,0.014439998400548965,-0.0022363857513341273,0.030405212478203793,0.039619025978122405,0.004520480244018394,0.034935308540200626,-0.05557541285269866,0.0567096903505854,-0.0031227510174626698,0.0018790500624654728,0.027200224105068897,-0.02943765479831079,0.012775719555964859,-0.006278667525353185,0.060485125274299306
Dkk-4,-0.025752781984544667,0.04650823355130095,-0.005835297330997462,0.04044022802743912,-0.03400404496086064,-0.03473982201290873,0.025716681728706597,-0.014706840608888432,0.01961224816499419,-0.007658279219623443,-0.020230257604091577,-0.025137327767589503,-0.023999354675974492,0.002110372671218103,-0.0027217111156970343,-0.04685948792057908,-0.046206012234281495,0.010446037327101192,-0.05498283229088459,-0.010869421718554565
DnaJ homolog,0.001322955731700349,0.010423075469546465,0.026479730846803818,0.053692521907634475,-0.01482170632116982,0.015047013435842136,-0.012566854616372745,0.008259747094881567,-0.003553487631756967,0.04491639105749,-0.01824474954799865,0.0038236439431596826,0.023927717583409155,-0.11379678218315278,-0.007535848075745598,-0.02257766285122321,0.06512527976102336,-0.005733299701848071,-0.057654736174606404,-0.04342650471256058
Dtk,-0.004708503540436778,-0.01330525063134675,0.0013687525448795592,-0.002511901966660059,-0.007509667950081139,-7.1676984203453e-05,0.0015635591086154957,-0.001111191638261004,-0.03265838653711713,-0.03017440823745868,-0.03724549880494494,0.007331550191400402,0.007704264063465607,-0.009391739824246436,-0.016662809909604025,0.024161249913766388,0.02892527556938269,0.012949717121371494,0.005725676382567696,-0.015977935817928605
Dynactin subunit 2,-0.04550360187278191,-0.028656052346258284,-0.026120479246073386,0.026113529029294685,-0.03574485156417264,-0.00034937956267417096,-0.007009044690169172,-0.015113967405674129,0.009600475269546983,0.022125621046185893,-0.027488224826881017,0.007725592550291606,0.011085165267543714,-0.013188004041784135,0.03294572873078753,-0.010213121157172178,0.016327543766258813,0.03026650314577724,0.010502815897097626,-0.019239474133824052
ECM1,-0.009817706618299326,-0.02599448393950378,-0.01694844384870742,0.017814962443599487,-0.023048628001224626,-0.05314889699533775,0.06732273588555474,-0.02759986347482957,0.055300986414069664,-0.06406524295850506,-0.016960258029443967,0.01638693880950433,-0.022087783871455414,0.02562226656743237,0.0034389341455642996,0.017416821483452347,0.06365405083137238,0.02611378725586758,-0.05156844306709153,0.006100680726274887
EDA,-0.007279842540511396,-0.03644904160625525,0.03047805792090518,-0.020863674544843523,-0.02685409784975565,-0.01911480609191905,0.05730437079933797,0.004270531724158912,-0.0294552497585626,0.014390301718069433,-0.0013699708378554119,-0.016890771832613595,-0.001962068628505609,-0.00013489056788984155,-0.008975587380648305,0.06064735365925088,0.014439639842069103,-0.01592580813996174,0.025573649370857727,-0.009353826030418066
EDAR,-0.026768109579540716,0.012547081632320536,0.004773524862180061,0.04426349533075889,0.007755230087493838,-0.021267934176059027,-0.001853794412725183,-0.01845184896445962,-0.015487181969446132,-0.02010057784852906,-0.02946010682122133,-0.02579747000457793,-0.007806049015673266,0.002292895665513675,-0.011265471512236109,0.025839433818170117,0.031443961806698874,0.04110135378269804,-0.002820218918095075,0.03529763040316503
EF-1-beta,-0.003995282386609315,0.008638549263490733,0.017146375770591554,0.06850836342506175,0.007875901364015225,0.021648303967137444,-0.03446854768828669,-0.04202952331120552,-0.036299868969833296,-0.04985466902113686,0.022251431809977563,-0.003715777412275826,-0.00822885786471329,0.005313799959165693,0.012666124506291655,0.03330639909903932,-0.03370319095781765,0.06860587030548275,0.010161078182787027,0.00670799041474038
EG-VEGF,-0.014307729346810362,-0.0251414212828507,0.012394756379869509,0.006404752224910085,0.02309639404381001,0.013905621956549052,0.018234783929421496,-0.0015244022022108355,-0.00741413554755508,0.004506664274481314,0.0002534196214570094,0.04922890365006122,-0.028861563928678568,0.03286797165275154,-0.03999848491019558,0.016764914616265916,0.018707675723598494,0.014583850183628493,0.01748443965781898,0.024422117320717848
EGFRvIII,0.004023971084855227,-0.017231749814318832,-0.0080864246986568,0.005342558772352837,0.006701296239339113,-0.003776606767392937,0.006731860173626848,0.017682282752032617,0.021864814792006936,-0.0498719641025216,-0.005031413108935527,0.029610424070847345,-0.0006754639728407216,-0.010321013608743492,0.03291655718387829,-0.011483098457573554,-0.016622012520779317,0.0233083357837489,0.053274639513186395,-0.029590211919056142
EMAP-2,-0.04676266936885072,-0.022890959430426225,-0.0023771593650216776,-0.005274430450717237,0.03959056185342374,-0.03120659831813839,-0.03559018557274852,0.05440513014396441,-0.025286840107544797,-0.03323118587652271,-0.0024377422405590303,0.026156321932604976,-0.012467476931093962,0.004944588627340648,0.02964918271142313,-0.01313023216732955,0.02399599185587282,0.024863512893372502,-0.043075987456769285,-0.013880762464848635
EMR2,0.024671794715291188,-0.03428050590189815,0.002626202058048893,0.04097930788757538,-0.03274762400529164,-0.015170557052616935,0.004199463773731663,0.012643885874747967,0.010716774975012892,-0.014706366878714083,-0.013641225989562623,-0.004535790163699243,-0.01051561325593525,0.00440235470640356,0.0007229698437370448,-0.011989842148236346,-0.02625610647785162,-0.0141791315156112,-0.014080877963764334,0.004282472562281744
ENA-78,-0.050305106669679335,-0.027070540024681504,0.026785305036574468,0.008807607412186454,-0.03218455408957276,0.00567235631157517,0.06314499607679867,0.03989975632758193,0.0020965947422371045,-0.002626277100514524,0.03712489314441612,-0.004494163841306037,0.0224040369621563,0.0033574566515217263,0.005674712028615988,0.0031806790885745696,0.010578223898642717,0.011807962639977878,0.003510679619575277,0.0012195691451118292
ENPP7,-0.0211149317139987,-0.0036097753118768485,-0.019840259667960217,-0.008727500132900152,-0.01481470405169815,0.007634146624483922,-0.004523753225506297,0.031054153797487258,-0.008222686722718834,-0.007416496629996686,-0.013327754184560062,0.03701748282846582,0.06450058472103441,-0.03023839340713429,0.020740302245600056,0.008348635760952018,-0.0477474354956072,-0.026589841644698964,-0.01924439473244053,-0.03914570803377937
ENTP3,0.005711886425589656,-0.029826916601325283,0.08841565799012718,-0.03088549114677557,-0.04412373800019641,0.002570408642079075,-0.010622032185288446,-0.026679025869482603,-0.03733145171271093,-0.015575106881824395,0.013247619348856255,-0.021698772608393323,-0.011403671607368578,0.0019331284783596523,0.03974472808205847,-0.05435517232923642,0.028033564401161556,0.00048469573234458487,0.0018280539696204643,0.019639205560850793
ENTP5,-0.035600004929802434,-0.03043950277877324,0.052887268032885064,-0.010779654509280027,-0.002470119881747919,-0.01077549953855174,0.03002224946645088,-0.02147011133514879,-0.0011353836771893302,0.02993245617027985,-0.019866741134715465,0.027334162964204933,-0.012097899763494367,-0.021872595948429895,0.013741776301599134,0.01007468304646681,-0.020286809700173998,0.01367086082663543,0.022952234409362456,-0.009151042182329016
EP15R,0.021043732583848628,0.0455755577378807,0.005885734177106198,0.056624705707555414,-0.020868178249323875,0.008500130244161441,-0.005451959249511975,0.053356055773419786,-0.02089514925873842,0.01075737110949027,-0.03922299539222833,0.007244595773638816,-0.035654045041301916,-0.06272196860014574,-0.008276908546025785,0.03840162388150548,0.0535809214727561,-0.03389022083815479,-0.002628419422677922,-0.024609770408070976
EPHA3,0.016949936538427763,-0.03593494709429075,-0.02462811230357952,0.01970219247796949,-0.024141767345435404,-0.006427589257738932,0.004837100081976825,-0.04128677278939625,-0.021543393083383943,0.01160769126631997,-0.034177842362718286,0.02720448825058976,-0.008227943365293424,-0.000864557826274332,-0.012763619524851933,-0.01975380731289579,-0.024000975950214488,-0.015512085963293018,-0.02855779060482691,0.01556280634026741
EPHAA,-0.014721714276225975,-0.023550866903103002,-0.022274922793866017,0.018794275912312815,0.00672942252703536,-0.0074338449006960275,-0.018244312187689772,-0.037805433521551905,-0.006259335416048678,-0.009206536269601695,0.03870464808635837,-0.05170984021011006,0.0465318352816404,0.02268568094347362,-0.038240386104616254,-0.0022149910563483443,0.010391003366986585,-0.01170731766099589,-0.01263868943798719,-0.066629400561202
EPHB2,0.015482272403104222,-0.045385888524443516,-0.030830201504707555,0.0064310601570951665,0.02724670745289937,-0.07077913087930852,-0.0007755863720151803,0.011803270971631882,-0.04287127666677259,-0.0025616518614864445,-0.01411705564474485,-0.005565096640658648,0.04752590908451186,0.005822666755756509,0.051358644473566605,0.013562122252393246,-0.02261866957939865,-0.023700943319981647,-0.03781827811694155,0.007807075421529305
EPI,0.021535117817082797,-0.001977105816156474,0.0028308625446316943,0.0226644921296464,0.02372796316010091,0.029862342661262854,0.007460287984793142,-0.03448604528192708,-0.009078624872285874,-0.017305637332999873,0.01199175414743497,0.010823707548063388,-0.09169933461760069,-0.027847258936526446,-0.04117048084187383,-0.0739001154899115,0.045742002576561976,0.043955798009290156,-0.0005359494165740701,-0.008173644950581446
EPO-R,-0.020602834445459416,0.0011198181874837285,-0.00033826017520730434,0.06764708328899811,-0.014806601856118356,0.03985098781708293,-0.053970008837510255,7.467033197040427e-05,-0.020165112017499206,0.04281958676570858,-0.0032053417694176346,0.016194777923259216,0.048867900226349736,-0.031698593569453246,-0.01825452493197558,0.044391104939815955,-0.011736820760894794,0.04018613953558983,0.0068265807909634255,0.05779138890904182
ER,-0.009326507337849392,-0.050540328289299684,0.020560064110507367,0.060816422594197006,0.0040216032771629336,0.006868045651530929,-0.017308357426068413,-0.007262107217804714,0.026002523458374865,-0.005907783532140588,0.02225341008770331,-0.0017682016137061057,-0.003648989680834243,-0.01777500540296701,0.030772005441479688,0.032544657157195955,-0.00717919084623869,-0.003207861053962352,-0.03554641708130859,0.0016110700091636814
ERAB,0.043728881328795224,0.02732680632200843,0.05770932405872029,0.03504613665562781,0.009510209568307549,-0.04199290858468411,0.0048410190586603355,0.01584412407289075,-0.0026943390587350438,0.0316455169092611,-0.00971587278318513,0.03251617859173836,-0.017988154897172058,-0.030204481342230593,-0.0023918054227681563,3.863334359542238e-05,0.017405224650510937,-0.015553022455009474,0.0006201744739437733,0.004129543869146433
ERBB1,-0.039627698464624675,-0.03936923187094942,-0.025181495191999293,-0.006058495744316716,0.020363383472848304,-0.02561288751844207,0.010931173980261203,-0.02403143561853697,0.008227450714354956,-0.01772758980920921,0.011169367550363143,0.025593413964025886,-0.03839484492358392,-0.024736693572871248,0.027928280322824184,0.022279768228453276,0.0022629513508810655,0.036698056757922884,-0.029017316181363367,-0.04875280514953026
ERBB2,0.00026042848163986275,-0.02437750268041304,-0.0035660940057086104,-0.004955512018307704,0.002876974596300073,-0.018225807503893503,-0.0048833981615571094,-0.00040997404431124685,0.02056572210291716,0.05438841194752636,0.012779515899698559,0.010852642716326607,0.05492266797843026,-0.04363028137527097,-0.055894373280506886,-0.04174695325547671,0.04979521159748208,0.04002796954222461,-0.04543128513308704,-0.08246755775678541
ERBB3,-0.02450833739565803,-0.03847005160206166,-0.0321906004520845,-0.0028830234501531615,0.03869419009490135,-0.04362998425398605,0.016697715719253367,0.034292730856687305,-0.022061784038473795,0.007813346170220385,0.003543080102325935,-0.016008527552508138,-0.03149633260914458,-0.03939789923528301,0.02763086917525594,-0.002109421120331887,-0.03562972447767417,0.02823381564865116,-0.008898480370811111,-0.0009850926245083488
ERBB4,0.013034595293465913,-0.040927461762877225,-0.0179594801545593,0.023381333048693817,-0.0374931599633156,0.005800987859060907,0.010830862554530866,0.004970975445538762,-0.0011748011287200716,0.03341912473789764,-0.004404832917065274,0.028217111644727535,0.06985976888558006,-0.024129762882878027,-0.028380521463364578,-0.03802935758322467,0.004110627297377296,0.027623596492007428,0.038007834522555226,0.005998245604362453
ERK-1,-0.011244634187377608,0.045596981387361665,0.06778600640715478,0.04139810030929483,0.0267470065765243,-0.04529488779733481,0.016623799859819977,0.014486464651401215,-0.005977364306409344,0.007100313601392618,-0.007174762540050321,0.010359694026975341,0.011871214168070214,0.015936572068305954,0.010393445120491203,-0.0004475904150904979,0.007627977789367787,-0.017670138784630307,0.03298214260110048,0.0017161031903807243
ERP29,0.04852674003207505,-0.006954651251772595,0.024171781437087255,0.014158927087685553,-0.040198487382811815,-0.04359948435718926,-0.01296539727684016,-0.009052612181927173,0.00449272201204595,0.05464625175666996,-0.030883473382616163,0.029198013572880537,0.026131348737083723,-0.02972859048682507,0.03450944196153702,0.021644902848181786,0.0024326650737204196,0.0023685703861793125,-0.005623848156039693,-0.0046282435668853214
ES1,0.003977961129143716,-0.023239796289363197,0.04880033243514838,-0.03795231556492699,-0.024088276231802867,-0.0038427505970149347,-0.017854523764196748,0.020256049954043828,0.005103052247611425,-0.0405055946470549,-0.024418345918101134,0.022947112281072827,-0.061790778945104034,0.032488370324729086,-0.007920119388499354,0.01849557242560459,0.035153494538558434,0.04281462106216109,-0.03449875734236019,0.01950392053372123
ESAM,-0.029255795236587452,0.016338929120438706,-0.005969596463397431,0.019264047572466726,0.0891025063052999,-0.009894680635670536,0.013555120492602489,0.01325626363699283,-0.04125226237834734,0.04335758351487442,-0.02687226754734593,-0.0430139842619563,0.03536706538375206,-0.014758087076733012,-0.006980271157326174,0.011716771263635885,0.041220924089383985,0.005958962564146062,-0.023638417242527025,0.0025793861875506702
ESPN,0.004846536300022924,-0.02881065354057284,-0.014335001925330507,0.009153639539634818,-0.0049724667751572275,0.018244917552647767,-0.016792112958471283,-0.041800556518483294,-0.049112274749147734,-0.015722779915581676,-0.03655658197437481,0.09260427977999694,0.047467631237333795,0.034913481496064075,0.007368084142261388,0.057694562407274955,-0.016870534423075744,-0.019072931213774773,-0.019248614628722707,-0.059493122039856496
ETHE1,0.01986278867830284,-0.014056892111549242,0.008121768601748281,0.016246698210809,0.015574015892957364,-0.052931445021057184,0.006543809078920713,-0.0019019047297435185,0.07475067265432987,0.0664339826427187,0.023005525848589843,-0.03034686099901371,0.03452484900181672,0.02046825906931127,0.03422693925356741,-0.022057037723583847,0.014014884145276137,0.03042147263510304,-0.018386839868488717,-0.04820318250425126
Elafin,-0.010225395215850181,-0.008851357190532599,-0.003728455087662913,0.015593526963956971,0.02555926698659042,0.026329360948056692,0.026915458176853858,-0.02131711705563122,-0.025020650372445663,0.004899449587210795,-0.018688664010945263,0.023756924383080785,-0.04183077443951283,0.014734469714569022,-0.04939774228381289,0.009353742294782046,0.03296495646467509,-0.011585792599135192,-0.03353107165155122,0.0315720451417752
Elastase,0.03149577396728924,-0.016156498095541018,0.0056310382900699165,0.00226139657122046,0.048202104431146295,0.03656162566580014,-0.016541451060565874,-0.06837801352077909,-0.01309589159619325,-0.023104807776895175,0.02988307513671933,-0.03682499851450836,0.010282100174582207,0.008741795423235919,-0.04051770787887637,0.017495501562815086,0.026753451665404316,-0.07428434912512619,0.03359725720770827,-0.01707766666169763
Endocan,-0.0012725107677599035,-0.029593053533089615,-0.043534085518050596,0.007640472914281251,0.010000394843793886,0.011615855031480476,0.002751199371220979,-0.06135797689609637,-0.04246736871561642,-0.027053282698557175,-0.035957637499257865,-0.026498354483762095,-0.057661442509341396,-0.02672661287892164,-0.06564875606243824,0.04295420922207247,-0.05120267745226968,-0.04844146600973311,0.04974525625532993,0.05671970134867348
