ID,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Units,Type,SPOT_ID
ADSL.5023.23,5023-23,1.0,SL009792,Adenylosuccinate lyase,PUR8,P30566,158,ADSL,Human,RFU,Protein,SL009792
RB1.5024.67,5024-67,1.0,SL002522,Retinoblastoma-associated protein,Rb,P06400,5925,RB1,Human,RFU,Protein,SL002522
RPS3.5026.66,5026-66,1.0,SL008059,40S ribosomal protein S3,RS3,P23396,6188,RPS3,Human,RFU,Protein,SL008059
CD163.5028.59,5028-59,1.0,SL005764,Scavenger receptor cysteine-rich type 1 protein M130,sCD163,Q86VB7,9332,CD163,Human,RFU,Protein,SL005764
FAP.5029.3,5029-3,1.0,SL006528,Prolyl endopeptidase FAP,SEPR,Q12884,2191,FAP,Human,RFU,Protein,SL006528
SIRT2.5030.52,5030-52,1.0,SL006629,NAD-dependent protein deacetylase sirtuin-2,SIRT2,Q8IXJ6,22933,SIRT2,Human,RFU,Protein,SL006629
SPTAN1.5031.10,5031-10,1.0,SL008190,"Spectrin alpha chain, non-erythrocytic 1",SPTA2,Q13813,6709,SPTAN1,Human,RFU,Protein,SL008190
SSRP1.5032.64,5032-64,1.0,SL009868,FACT complex subunit SSRP1,SSRP1,Q08945,6749,SSRP1,Human,RFU,Protein,SL009868
TPM1.5033.27,5033-27,1.0,SL004737,Tropomyosin alpha-1 chain,Tropomyosin 1 alpha chain,P09493,7168,TPM1,Human,RFU,Protein,SL004737
PRSS2.5034.79,5034-79,1.0,SL010388,Trypsin-2,Trypsin 2,P07478,5645,PRSS2,Human,RFU,Protein,SL010388
TYMS.5035.7,5035-7,1.0,SL000142,Thymidylate synthase,TS,P04818,7298,TYMS,Human,RFU,Protein,SL000142
TNFAIP6.5036.50,5036-50,1.0,SL004782,Tumor necrosis factor-inducible gene 6 protein,TSG-6,P98066,7130,TNFAIP6,Human,RFU,Protein,SL004782
CD274.5060.62,5060-62,3.0,SL004852,Programmed cell death 1 ligand 1,B7-H1,Q9NZQ7,29126,CD274,Human,RFU,Protein,SL004852
ICOSLG.5061.27,5061-27,3.0,SL004853,ICOS ligand,B7-H2,O75144,23308,ICOSLG,Human,RFU,Protein,SL004853
CD226.5062.60,5062-60,3.0,SL011100,CD226 antigen,CD226,Q15762,10666,CD226,Human,RFU,Protein,SL011100
CD244.5063.12,5063-12,2.0,SL014188,Natural killer cell receptor 2B4,CD244,Q9BZW8,51744,CD244,Human,RFU,Protein,SL014188
CD83.5065.8,5065-8,2.0,SL014229,CD83 antigen,CD83,Q01151,9308,CD83,Human,RFU,Protein,SL014229
CD300C.5066.134,5066-134,3.0,SL014270,CMRF35-like molecule 6,CLM6,Q08708,10871,CD300C,Human,RFU,Protein,SL014270
CD55.5069.9,5069-9,3.0,SL004556,Complement decay-accelerating factor,DAF,P08174,1604,CD55,Human,RFU,Protein,SL004556
TNFRSF6B.5070.76,5070-76,3.0,SL003739,Tumor necrosis factor receptor superfamily member 6B,DcR3,O95407,8771,TNFRSF6B,Human,RFU,Protein,SL003739
EPHA10.5076.53,5076-53,2.0,SL014294,Ephrin type-A receptor 10,EPHAA,Q5JZY3,284656,EPHA10,Human,RFU,Protein,SL014294
EPHB6.5078.82,5078-82,3.0,SL008414,Ephrin type-B receptor 6,EphB6,O15197,2051,EPHB6,Human,RFU,Protein,SL008414
GPNMB.5080.131,5080-131,3.0,SL007429,Transmembrane glycoprotein NMB,GPNMB,Q14956,10457,GPNMB,Human,RFU,Protein,SL007429
IL1RAPL2.5082.51,5082-51,3.0,SL004849,X-linked interleukin-1 receptor accessory protein-like 2,IL-1 sR9,Q9NP60,26280,IL1RAPL2,Human,RFU,Protein,SL004849
IL17RB.5084.154,5084-154,3.0,SL005174,Interleukin-17 receptor B,IL-17B R,Q9NRM6,55540,IL17RB,Human,RFU,Protein,SL005174
IL20RA.5085.18,5085-18,3.0,SL005181,Interleukin-20 receptor subunit alpha,IL-20 Ra,Q9UHF4,53832,IL20RA,Human,RFU,Protein,SL005181
IL22RA2.5087.5,5087-5,3.0,SL005183,Interleukin-22 receptor subunit alpha-2,IL-22BP,Q969J5,116379,IL22RA2,Human,RFU,Protein,SL005183
IL23R.5088.175,5088-175,3.0,SL005185,Interleukin-23 receptor,IL-23 R,Q5VWK5,149233,IL23R,Human,RFU,Protein,SL005185
IL7R.5089.11,5089-11,3.0,SL005189,Interleukin-7 receptor subunit alpha,IL-7 Ra,P16871,3575,IL7R,Human,RFU,Protein,SL005189
LILRB1.5090.49,5090-49,2.0,SL005190,Leukocyte immunoglobulin-like receptor subfamily B member 1,ILT-2,Q8NHL6,10859,LILRB1,Human,RFU,Protein,SL005190
LILRB2.5091.28,5091-28,3.0,SL005191,Leukocyte immunoglobulin-like receptor subfamily B member 2,ILT-4,Q8N423,10288,LILRB2,Human,RFU,Protein,SL005191
JAG1.5092.51,5092-51,3.0,SL007328,Protein jagged-1,JAG1,P78504,182,JAG1,Human,RFU,Protein,SL007328
JAG2.5093.47,5093-47,3.0,SL007774,Protein jagged-2,JAG2,Q9Y219,3714,JAG2,Human,RFU,Protein,SL007774
JAML.5094.62,5094-62,3.0,SL009202,Junctional adhesion molecule-like,JAML1,Q86YT9,120425,JAML,Human,RFU,Protein,SL009202
KIR2DL4.5095.21,5095-21,3.0,SL012698,Killer cell immunoglobulin-like receptor 2DL4,KI2L4,Q99706,3805,KIR2DL4,Human,RFU,Protein,SL012698
KIR3DL2.5096.51,5096-51,3.0,SL014269,Killer cell immunoglobulin-like receptor 3DL2,KI3L2,P43630,3812,KIR3DL2,Human,RFU,Protein,SL014269
KIR3DS1.5097.14,5097-14,3.0,SL014289,Killer cell immunoglobulin-like receptor 3DS1,KI3S1,Q14943,3813,KIR3DS1,Human,RFU,Protein,SL014289
KLRF1.5098.79,5098-79,3.0,SL014209,Killer cell lectin-like receptor subfamily F member 1,KLRF1,Q9NZS2,51348,KLRF1,Human,RFU,Protein,SL014209
LAG3.5099.14,5099-14,3.0,SL005195,Lymphocyte activation gene 3 protein,LAG-3,P18627,3902,LAG3,Human,RFU,Protein,SL005195
SCARB2.5100.53,5100-53,3.0,SL005197,Lysosome membrane protein 2,LIMP II,Q14108,950,SCARB2,Human,RFU,Protein,SL005197
MICB.5102.55,5102-55,3.0,SL005200,MHC class I polypeptide-related sequence B,MICB,Q29980,4277,MICB,Human,RFU,Protein,SL005200
CD200R1.5103.30,5103-30,3.0,SL014288,Cell surface glycoprotein CD200 receptor 1,MO2R1,Q8TD46,131450,CD200R1,Human,RFU,Protein,SL014288
NCR1.5104.57,5104-57,3.0,SL005207,Natural cytotoxicity triggering receptor 1,NKp46,O76036,9437,NCR1,Human,RFU,Protein,SL005207
RTN4R.5105.2,5105-2,3.0,SL005208,Reticulon-4 receptor,Nogo Receptor,Q9BZR6,65078,RTN4R,Human,RFU,Protein,SL005208
NOTCH2.5106.52,5106-52,3.0,SL007356,Neurogenic locus notch homolog protein 2,NOTC2,Q04721,4853,NOTCH2,Human,RFU,Protein,SL007356
NOTCH1.5107.7,5107-7,2.0,SL005703,Neurogenic locus notch homolog protein 1,Notch 1,P46531,4851,NOTCH1,Human,RFU,Protein,SL005703
NOTCH3.5108.72,5108-72,3.0,SL005209,Neurogenic locus notch homolog protein 3,Notch-3,Q9UM47,4854,NOTCH3,Human,RFU,Protein,SL005209
NRCAM.5109.24,5109-24,3.0,SL005210,Neuronal cell adhesion molecule,Nr-CAM,Q92823,4897,NRCAM,Human,RFU,Protein,SL005210
NRXN1.5110.84,5110-84,3.0,SL009054,Neurexin-1-beta,NRX1B,P58400,9378,NRXN1,Human,RFU,Protein,SL009054
NRXN3.5111.15,5111-15,3.0,SL008728,Neurexin-3-beta,NRX3B,Q9HDB5,9369,NRXN3,Human,RFU,Protein,SL008728
CD200.5112.73,5112-73,3.0,SL014268,OX-2 membrane glycoprotein,OX2G,P41217,4345,CD200,Human,RFU,Protein,SL014268
PRLR.5114.65,5114-65,3.0,SL005212,Prolactin receptor,Prolactin Receptor,P16471,5618,PRLR,Human,RFU,Protein,SL005212
RELT.5115.31,5115-31,3.0,SL005213,Tumor necrosis factor receptor superfamily member 19L,RELT,Q969Z4,84957,RELT,Human,RFU,Protein,SL005213
ROBO2.5116.62,5116-62,2.0,SL007680,Roundabout homolog 2,ROBO2,Q9HCK4,6092,ROBO2,Human,RFU,Protein,SL007680
ROBO3.5117.14,5117-14,3.0,SL014148,Roundabout homolog 3,ROBO3,Q96MS0,64221,ROBO3,Human,RFU,Protein,SL014148
SEMA6B.5121.3,5121-3,2.0,SL014248,Semaphorin-6B,SEM6B,Q9H3T3,10501,SEMA6B,Human,RFU,Protein,SL014248
SEMA6A.5122.92,5122-92,2.0,SL005214,Semaphorin-6A,Semaphorin-6A,Q9H2E6,57556,SEMA6A,Human,RFU,Protein,SL005214
ICAM5.5124.62,5124-62,3.0,SL005169,Intercellular adhesion molecule 5,sICAM-5,Q9UMF0,7087,ICAM5,Human,RFU,Protein,SL005169
ICAM5.5124.69,5124-69,3.0,SL005169,Intercellular adhesion molecule 5,sICAM-5,Q9UMF0,7087,ICAM5,Human,RFU,Protein,SL005169
SIGLEC14.5125.6,5125-6,3.0,SL014292,Sialic acid-binding Ig-like lectin 14,SIG14,Q08ET2,100049587,SIGLEC14,Human,RFU,Protein,SL014292
SLAMF6.5128.53,5128-53,3.0,SL014228,SLAM family member 6,SLAF6,Q96DU3,114836,SLAMF6,Human,RFU,Protein,SL014228
SCARF1.5129.12,5129-12,3.0,SL005221,Scavenger receptor class F member 1,SREC-I,Q14162,8578,SCARF1,Human,RFU,Protein,SL005221
TNFRSF19.5131.15,5131-15,3.0,SL004863,Tumor necrosis factor receptor superfamily member 19,TAJ,Q9NS68,55504,TNFRSF19,Human,RFU,Protein,SL004863
IL27RA.5132.71,5132-71,3.0,SL005223,Interleukin-27 receptor subunit alpha,TCCR,Q6UWB1,9466,IL27RA,Human,RFU,Protein,SL005223
TGFBR2.5133.17,5133-17,3.0,SL002078,TGF-beta receptor type-2,TGF-b R II,P37173,7048,TGFBR2,Human,RFU,Protein,SL002078
HAVCR2.5134.52,5134-52,2.0,SL007547,Hepatitis A virus cellular receptor 2,TIMD3,Q8TDQ0,84868,HAVCR2,Human,RFU,Protein,SL007547
TNFRSF12A.5138.50,5138-50,3.0,SL004366,Tumor necrosis factor receptor superfamily member 12A,TWEAKR,Q9NP84,51330,TNFRSF12A,Human,RFU,Protein,SL004366
UNC5C.5139.32,5139-32,3.0,SL005230,Netrin receptor UNC5C,UNC5H3,O95185,8633,UNC5C,Human,RFU,Protein,SL005230
UNC5D.5140.56,5140-56,3.0,SL005231,Netrin receptor UNC5D,UNC5H4,Q6UXZ4,137970,UNC5D,Human,RFU,Protein,SL005231
PDE7A.5178.5,5178-5,3.0,SL011406,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",PDE7A,Q13946,5150,PDE7A,Human,RFU,Protein,SL011406
PRKAA1.PRKAB1.PRKAG1.5183.53,5183-53,3.0,SL016548,AMP Kinase (alpha1beta1gamma1),AMPK a1b1g1,Q13131|Q9Y478|P54619,5562|5564|5571,PRKAA1|PRKAB1|PRKAG1,Human,RFU,Protein,SL016548
KRAS.5193.51,5193-51,3.0,SL002542,GTPase KRas,K-ras,P01116,3845,KRAS,Human,RFU,Protein,SL002542
NMT1.5196.7,5196-7,3.0,SL006476,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,P30419,4836,NMT1,Human,RFU,Protein,SL006476
PDE9A.5201.50,5201-50,4.0,SL016554,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",PDE9A,O76083,5152,PDE9A,Human,RFU,Protein,SL016554
PPID.5202.4,5202-4,3.0,SL007373,Peptidyl-prolyl cis-trans isomerase D,PPID,Q08752,5481,PPID,Human,RFU,Protein,SL007373
PSME3.5204.13,5204-13,3.0,SL005308,Proteasome activator complex subunit 3,PSME3,P61289,10197,PSME3,Human,RFU,Protein,SL005308
GCKR.5223.59,5223-59,3.0,SL015728,Glucokinase regulatory protein,GCKR,Q14397,2646,GCKR,Human,RFU,Protein,SL015728
CSNK2A1.5224.20,5224-20,3.0,SL007324,Casein kinase II subunit alpha,CSK21,P68400,1457,CSNK2A1,Human,RFU,Protein,SL007324
CSNK2A1.CSNK2B.5225.50,5225-50,3.0,SL016550,Casein kinase II 2-alpha:2-beta heterotetramer,CK2-A1:B,P68400|P67870,1457|1460,CSNK2A1|CSNK2B,Human,RFU,Protein,SL016550
CSNK2A2.CSNK2B.5226.36,5226-36,3.0,SL016551,Casein kinase II 2-alpha':2-beta heterotetramer,CK2-A2:B,P19784|P67870,1459|1460,CSNK2A2|CSNK2B,Human,RFU,Protein,SL016551
PDK1.5227.60,5227-60,3.0,SL006921,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",PDK1,Q15118,5163,PDK1,Human,RFU,Protein,SL006921
KIF23.5228.25,5228-25,2.0,SL006189,Kinesin-like protein KIF23,KIF23,Q02241,9493,KIF23,Human,RFU,Protein,SL006189
IMPDH1.5229.90,5229-90,3.0,SL014735,Inosine-5'-monophosphate dehydrogenase 1,IMDH1,P20839,3614,IMPDH1,Human,RFU,Protein,SL014735
HMGCR.5230.99,5230-99,3.0,SL016557,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGR,P04035,3156,HMGCR,Human,RFU,Protein,SL016557
PCSK9.5231.79,5231-79,3.0,SL012707,Proprotein convertase subtilisin/kexin type 9,PCSK9,Q8NBP7,255738,PCSK9,Human,RFU,Protein,SL012707
NR1D1.5236.2,5236-2,3.0,SL007145,Nuclear receptor subfamily 1 group D member 1,NR1D1,P20393,9572,NR1D1,Human,RFU,Protein,SL007145
PPIE.5238.26,5238-26,3.0,SL013928,Peptidyl-prolyl cis-trans isomerase E,PPIE,Q9UNP9,10450,PPIE,Human,RFU,Protein,SL013928
MAP2K4.5242.37,5242-37,3.0,SL007237,Dual specificity mitogen-activated protein kinase kinase 4,MP2K4,P45985,6416,MAP2K4,Human,RFU,Protein,SL007237
PRKAA2.PRKAB2.PRKAG1.5245.40,5245-40,5.0,SL016549,AMP Kinase (alpha2beta2gamma1),AMPK a2b2g1,P54646|O43741|P54619,5563|5565|5571,PRKAA2|PRKAB2|PRKAG1,Human,RFU,Protein,SL016549
PDE2A.5246.64,5246-64,3.0,SL005730,"cGMP-dependent 3',5'-cyclic phosphodiesterase",cGMP-stimulated PDE,O00408,5138,PDE2A,Human,RFU,Protein,SL005730
PPIF.5248.68,5248-68,2.0,SL005793,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",Cyclophilin F,P30405,10105,PPIF,Human,RFU,Protein,SL005793
STK17B.5249.31,5249-31,3.0,SL016566,Serine/threonine-protein kinase 17B,DRAK2,O94768,9262,STK17B,Human,RFU,Protein,SL016566
IMPDH2.5250.53,5250-53,3.0,SL010928,Inosine-5'-monophosphate dehydrogenase 2,IMDH2,P12268,3615,IMPDH2,Human,RFU,Protein,SL010928
PDE11A.5252.33,5252-33,3.0,SL016555,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",PDE11,Q9HCR9,50940,PDE11A,Human,RFU,Protein,SL016555
PDE1A.5253.1,5253-1,2.0,SL011400,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",PDE1A,P54750,5136,PDE1A,Human,RFU,Protein,SL011400
PDE3A.5254.69,5254-69,3.0,SL016553,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",PDE3A,Q14432,5139,PDE3A,Human,RFU,Protein,SL016553
PDE4D.5255.22,5255-22,3.0,SL011404,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,Q08499,5144,PDE4D,Human,RFU,Protein,SL011404
PDE5A.5256.86,5256-86,3.0,SL011405,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A,O76074,8654,PDE5A,Human,RFU,Protein,SL011405
MAP3K7.TAB1.5259.2,5259-2,3.0,SL016567,Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion,TAK1-TAB1,O43318|Q15750,6885|10454,MAP3K7|TAB1,Human,RFU,Protein,SL016567
TYK2.5260.80,5260-80,3.0,SL007181,Non-receptor tyrosine-protein kinase TYK2,TYK2,P29597,7297,TYK2,Human,RFU,Protein,SL007181
ABL2.5261.13,5261-13,3.0,SL010488,Abelson tyrosine-protein kinase 2,ABL2,P42684,27,ABL2,Human,RFU,Protein,SL010488
BCAR3.5262.57,5262-57,3.0,SL014470,Breast cancer anti-estrogen resistance protein 3,BCAR3,O75815,8412,BCAR3,Human,RFU,Protein,SL014470
CALR.5264.65,5264-65,3.0,SL003520,Calreticulin,calreticulin,P27797,811,CALR,Human,RFU,Protein,SL003520
GRAP2.5265.12,5265-12,3.0,SL005725,GRB2-related adapter protein 2,GRB2-related adapter protein 2,O75791,9402,GRAP2,Human,RFU,Protein,SL005725
MMP16.5268.49,5268-49,3.0,SL003331,Matrix metalloproteinase-16,MMP-16,P51512,4325,MMP16,Human,RFU,Protein,SL003331
SHC1.5272.55,5272-55,2.0,SL014469,SHC-transforming protein 1,SHC1,P29353,6464,SHC1,Human,RFU,Protein,SL014469
VAV1.5275.28,5275-28,2.0,SL014488,Proto-oncogene vav,VAV,P15498,7409,VAV1,Human,RFU,Protein,SL014488
SLC25A18.5280.68,5280-68,5.0,SL016563,Mitochondrial glutamate carrier 2,GHC2,Q9H1K4,83733,SLC25A18,Human,RFU,Protein,SL016563
CCL11.5301.7,5301-7,3.0,SL000406,Eotaxin,Eotaxin,P51671,6356,CCL11,Human,RFU,Protein,SL000406
F9.5307.12,5307-12,3.0,SL004400,Coagulation factor IXab,Coagulation Factor IXab,P00740,2158,F9,Human,RFU,Protein,SL004400
APOE.5312.49,5312-49,3.0,SL000277,Apolipoprotein E (isoform E2),Apo E2,P02649,348,APOE,Human,RFU,Protein,SL000277
TNNT2.5315.22,5315-22,3.0,SL000052,"Troponin T, cardiac muscle",Troponin T,P45379,7139,TNNT2,Human,RFU,Protein,SL000052
F2.5316.54,5316-54,3.0,SL000558,Prothrombin,Prothrombin,P00734,2147,F2,Human,RFU,Protein,SL000558
ANXA6.5335.73,5335-73,3.0,SL003647,Annexin A6,annexin VI,P08133,309,ANXA6,Human,RFU,Protein,SL003647
CD86.5337.64,5337-64,3.0,SL004131,T-lymphocyte activation antigen CD86,B7-2,P42081,942,CD86,Human,RFU,Protein,SL004131
S100A9.5339.49,5339-49,3.0,SL004477,Protein S100-A9,calgranulin B,P06702,6280,S100A9,Human,RFU,Protein,SL004477
CASP10.5340.24,5340-24,3.0,SL003717,Caspase-10,Caspase-10,Q92851,843,CASP10,Human,RFU,Protein,SL003717
CPE.5343.74,5343-74,3.0,SL008703,Carboxypeptidase E,CBPE,P16870,1363,CPE,Human,RFU,Protein,SL008703
CKAP2.5345.51,5345-51,3.0,SL006675,Cytoskeleton-associated protein 2,CKAP2,Q8WWK9,26586,CKAP2,Human,RFU,Protein,SL006675
CPNE1.5346.24,5346-24,3.0,SL011808,Copine-1,CPNE1,Q99829,8904,CPNE1,Human,RFU,Protein,SL011808
CCNB1.5347.59,5347-59,3.0,SL000130,G2/mitotic-specific cyclin-B1,Cyclin B1,P14635,891,CCNB1,Human,RFU,Protein,SL000130
DLL1.5349.69,5349-69,3.0,SL006970,Delta-like protein 1,DLL1,O00548,28514,DLL1,Human,RFU,Protein,SL006970
GPC6.5350.14,5350-14,2.0,SL012881,Glypican-6,GPC6,Q9Y625,10082,GPC6,Human,RFU,Protein,SL012881
HNRNPA2B1.5351.52,5351-52,3.0,SL004891,Heterogeneous nuclear ribonucleoproteins A2/B1,hnRNP A2/B1,P22626,3181,HNRNPA2B1,Human,RFU,Protein,SL004891
TNFRSF14.5352.11,5352-11,3.0,SL004145,Tumor necrosis factor receptor superfamily member 14,HVEM,Q92956,8764,TNFRSF14,Human,RFU,Protein,SL004145
IL1RN.5353.89,5353-89,2.0,SL001990,Interleukin-1 receptor antagonist protein,IL-1Ra,P18510,3557,IL1RN,Human,RFU,Protein,SL001990
KRT18.5354.11,5354-11,3.0,SL000655,"Keratin, type I cytoskeletal 18",Keratin 18,P05783,3875,KRT18,Human,RFU,Protein,SL000655
TNFSF14.5355.69,5355-69,3.0,SL004648,Tumor necrosis factor ligand superfamily member 14,LIGHT,O43557,8740,TNFSF14,Human,RFU,Protein,SL004648
MIF.5356.2,5356-2,3.0,SL003080,Macrophage migration inhibitory factor,MIF,P14174,4282,MIF,Human,RFU,Protein,SL003080
NLGN4X.5357.60,5357-60,3.0,SL014113,"Neuroligin-4, X-linked",NLGNX,Q8N0W4,57502,NLGN4X,Human,RFU,Protein,SL014113
OMD.5358.3,5358-3,3.0,SL008574,Osteomodulin,OMD,Q99983,4958,OMD,Human,RFU,Protein,SL008574
PIM1.5359.65,5359-65,3.0,SL002702,Serine/threonine-protein kinase pim-1,PIM1,P11309,5292,PIM1,Human,RFU,Protein,SL002702
AKT2.5360.9,5360-9,2.0,SL003722,RAC-beta serine/threonine-protein kinase,PKB beta,P31751,208,AKT2,Human,RFU,Protein,SL003722
SEMA3E.5363.51,5363-51,3.0,SL010470,Semaphorin-3E,Semaphorin 3E,O15041,9723,SEMA3E,Human,RFU,Protein,SL010470
SET.5364.7,5364-7,3.0,SL007336,Protein SET,SET,Q01105,6418,SET,Human,RFU,Protein,SL007336
TNFRSF13C.5383.14,5383-14,3.0,SL004671,Tumor necrosis factor receptor superfamily member 13C,BAFF Receptor,Q96RJ3,115650,TNFRSF13C,Human,RFU,Protein,SL004671
BRF1.5384.67,5384-67,3.0,SL016130,Transcription factor IIIB 90 kDa subunit,BRF-1,Q92994,2972,BRF1,Human,RFU,Protein,SL016130
FAS.5392.73,5392-73,2.0,SL002731,Tumor necrosis factor receptor superfamily member 6,"Fas, soluble",P25445,355,FAS,Human,RFU,Protein,SL002731
LEPR.5400.52,5400-52,3.0,SL003184,"Leptin receptor, soluble",sLeptin R,P48357,3953,LEPR,Human,RFU,Protein,SL003184
TNFRSF21.5404.53,5404-53,3.0,SL004871,Tumor necrosis factor receptor superfamily member 21,DR6,O75509,27242,TNFRSF21,Human,RFU,Protein,SL004871
CDH15.5410.53,5410-53,3.0,SL007295,Cadherin-15,CAD15,P55291,1013,CDH15,Human,RFU,Protein,SL007295
CD27.5412.53,5412-53,3.0,SL004134,CD27 antigen,CD27,P26842,939,CD27,Human,RFU,Protein,SL004134
TNFRSF11A.5424.55,5424-55,3.0,SL003690,Tumor necrosis factor receptor superfamily member 11A,RANK,Q9Y6Q6,8792,TNFRSF11A,Human,RFU,Protein,SL003690
SIRPA.5430.66,5430-66,3.0,SL008967,Tyrosine-protein phosphatase non-receptor type substrate 1,SHPS1,P78324,140885,SIRPA,Human,RFU,Protein,SL008967
FABP3.5437.63,5437-63,3.0,SL001774,"Fatty acid-binding protein, heart",FABP,P05413,2170,FABP3,Human,RFU,Protein,SL001774
TNNI2.5440.26,5440-26,3.0,SL004594,"Troponin I, fast skeletal muscle","Troponin I, skeletal, fast twitch",P48788,7136,TNNI2,Human,RFU,Protein,SL004594
TNNI3.5441.67,5441-67,3.0,SL001761,"Troponin I, cardiac muscle",Troponin I,P19429,7137,TNNI3,Human,RFU,Protein,SL001761
NPPA.5443.62,5443-62,2.0,SL002505,Atrial natriuretic factor,ANP,P01160,4878,NPPA,Human,RFU,Protein,SL002505
ALCAM.5451.1,5451-1,3.0,SL003166,CD166 antigen,ALCAM,Q13740,214,ALCAM,Human,RFU,Protein,SL003166
ASGR1.5452.71,5452-71,3.0,SL008835,Asialoglycoprotein receptor 1,ASGR1,P07306,432,ASGR1,Human,RFU,Protein,SL008835
CNDP1.5456.59,5456-59,2.0,SL006694,Beta-Ala-His dipeptidase,CNDP1,Q96KN2,84735,CNDP1,Human,RFU,Protein,SL006694
COLEC12.5457.5,5457-5,2.0,SL007471,Collectin-12,COLEC12,Q5KU26,81035,COLEC12,Human,RFU,Protein,SL007471
CST1.5459.33,5459-33,3.0,SL010456,Cystatin-SN,CYTN,P01037,1469,CST1,Human,RFU,Protein,SL010456
DDX19B.5460.60,5460-60,3.0,SL004750,ATP-dependent RNA helicase DDX19B,DEAD-box protein 19B,Q9UMR2,11269,DDX19B,Human,RFU,Protein,SL004750
FCN3.5462.62,5462-62,3.0,SL002086,Ficolin-3,Ficolin-3,O75636,8547,FCN3,Human,RFU,Protein,SL002086
GAS1.5463.22,5463-22,3.0,SL000658,Growth arrest-specific protein 1,GAS1,P54826,2619,GAS1,Human,RFU,Protein,SL000658
GRB2.5464.52,5464-52,3.0,SL003792,Growth factor receptor-bound protein 2,GRB2 adapter protein,P62993,2885,GRB2,Human,RFU,Protein,SL003792
HS6ST1.5465.32,5465-32,3.0,SL014129,Heparan-sulfate 6-O-sulfotransferase 1,H6ST1,O60243,9394,HS6ST1,Human,RFU,Protein,SL014129
HSP90AB1.5467.15,5467-15,3.0,SL000454,Heat shock protein HSP 90-beta,HSP 90b,P08238,3326,HSP90AB1,Human,RFU,Protein,SL000454
IL17RC.5468.67,5468-67,3.0,SL011068,Interleukin-17 receptor C,IL-17 RC,Q8NAC3,84818,IL17RC,Human,RFU,Protein,SL011068
PRKCB.5475.10,5475-10,3.0,SL000553,Protein kinase C beta type (splice variant beta-II),PKC-B-II,P05771,5579,PRKCB,Human,RFU,Protein,SL000553
PRKCG.5476.66,5476-66,3.0,SL000556,Protein kinase C gamma type,PKC-G,P05129,5582,PRKCG,Human,RFU,Protein,SL000556
FOLH1.5478.50,5478-50,2.0,SL000158,Glutamate carboxypeptidase 2,PSMA,Q04609,2346,FOLH1,Human,RFU,Protein,SL000158
CCL5.5480.49,5480-49,3.0,SL000563,C-C motif chemokine 5,RANTES,P13501,6352,CCL5,Human,RFU,Protein,SL000563
RASA1.5481.16,5481-16,3.0,SL013754,Ras GTPase-activating protein 1,RASA1,P20936,5921,RASA1,Human,RFU,Protein,SL013754
RGMA.5483.1,5483-1,3.0,SL010467,Repulsive guidance molecule A,RGMA,Q96B86,56963,RGMA,Human,RFU,Protein,SL010467
RPS3A.5484.63,5484-63,3.0,SL011588,40S ribosomal protein S3a,RS3A,P61247,6189,RPS3A,Human,RFU,Protein,SL011588
ICAM2.5486.73,5486-73,3.0,SL003177,Intercellular adhesion molecule 2,sICAM-2,P13598,3384,ICAM2,Human,RFU,Protein,SL003177
SLAMF7.5487.7,5487-7,3.0,SL016928,SLAM family member 7,SLAF7,Q9NQ25,57823,SLAMF7,Human,RFU,Protein,SL016928
SRC.5488.74,5488-74,3.0,SL010516,Proto-oncogene tyrosine-protein kinase Src isoform 2,SRCN1,P12931,6714,SRC,Human,RFU,Protein,SL010516
STIP1.5489.18,5489-18,3.0,SL010250,Stress-induced-phosphoprotein 1,Stress-induced-phosphoprotein 1,P31948,10963,STIP1,Human,RFU,Protein,SL010250
SPOCK1.5490.53,5490-53,3.0,SL010384,Testican-1,Testican-1,Q08629,6695,SPOCK1,Human,RFU,Protein,SL010384
SPOCK2.5491.12,5491-12,3.0,SL010471,Testican-2,Testican-2,Q92563,9806,SPOCK2,Human,RFU,Protein,SL010471
WNK3.5493.17,5493-17,3.0,SL010524,Serine/threonine-protein kinase WNK3,WNK3,Q9BYP7,65267,WNK3,Human,RFU,Protein,SL010524
SNRPF.5494.52,5494-52,3.0,SL009790,Small nuclear ribonucleoprotein F,RUXF,P62306,6636,SNRPF,Human,RFU,Protein,SL009790
SPON1.5496.49,5496-49,3.0,SL005115,Spondin-1,Spondin-1,Q9HCB6,10418,SPON1,Human,RFU,Protein,SL005115
