target,trimester,contrast,estimate,se,df,t_ratio,p_value
PDK1,Third,Control - sPTD,113.63200992555895,11.509040880594496,323,9.873282326866608,8.674913891357542e-20
PPID,Second,Control - sPTD,129.36063672780932,13.25050029738547,369,9.762698300028278,1.0590139530333992e-19
GRN,Second,Control - sPTD,-129.54237824162192,13.273839985813227,369,-9.759224036154858,1.0882456899089216e-19
CD22,Second,Control - sPTD,-130.2631246046824,13.385099514055234,369,-9.731950402602353,1.3473306373133756e-19
FAM107B,Second,Control - sPTD,129.31815306768138,13.296935240653406,369,9.725410459420026,1.4180514833355531e-19
OLR1,Third,Control - sPTD,114.55347394540851,11.739512158652415,323,9.75794159052672,2.0931971309545018e-19
HDAC8,Second,Control - sPTD,129.5767446763667,13.415547034739014,369,9.658700039650489,2.386900588612917e-19
KIF23,Third,Control - sPTD,-113.25297766749208,11.650707327025438,323,-9.720695446943896,2.77868699152009e-19
BCAM,Second,Control - sPTD,-125.86675100147906,13.251656705417775,369,-9.498189833880922,8.284225721484174e-19
LRIG3,Second,Control - sPTD,127.28705460678955,13.415562981872425,369,9.4880143888694235,8.960518804731345e-19
GP1BA,Second,Control - sPTD,125.22707147375391,13.259296562900465,369,9.444473232776124,1.2529265379697538e-18
FCAR,Second,Control - sPTD,127.20472274931606,13.47755614937903,369,9.438263238486076,1.3141906796304293e-18
SPHK2,Second,Control - sPTD,124.52793590554815,13.29450304947774,369,9.36687407134335,2.272058684467649e-18
BCAM,Third,Control - sPTD,110.40918114143948,11.734912664587085,323,9.408606974521904,2.916058679436543e-18
PRL,Third,Control - sPTD,109.18436724565537,11.625349634796901,323,9.39192116156624,3.3027214344044335e-18
ERBB4,Third,Control - sPTD,108.46526054590358,11.6461717078508,323,9.313383253038085,5.924991132227446e-18
JAG1,Third,Control - sPTD,109.48362282878247,11.78433163459336,323,9.29060944851459,7.015623585801452e-18
DKK1,Second,Control - sPTD,-122.74225173940503,13.347167042930034,369,-9.19612763851797,8.331240669779643e-18
RASA1,Third,Control - sPTD,108.86985111662545,11.813413894905159,323,9.215782337362988,1.2202744130639456e-17
CAMK1D,Second,Control - sPTD,-123.34145055872004,13.543940459974833,369,-9.106762608948241,1.6351010078205716e-17
LGMN,Third,Control - sPTD,-108.99838709677388,11.886869268793479,323,-9.1696463241946,1.7144745487357977e-17
TYK2,Second,Control - sPTD,-122.77197975964745,13.578505059469572,369,-9.041641861305415,2.6658442115832703e-17
HCK,Second,Control - sPTD,-121.34081804765208,13.426799155535148,369,-9.03721107629958,2.7557824898325186e-17
PAK6,Second,Control - sPTD,120.74636306135311,13.37145323831034,369,9.030160066327317,2.905145372239203e-17
SHC1,Second,Control - sPTD,120.72696605524229,13.371927874875869,369,9.028388964172677,2.9439065401971475e-17
PDE9A,Second,Control - sPTD,-122.17741935483991,13.602831307580171,369,-8.98176391313157,4.1706800490788075e-17
CRP,Second,Control - sPTD,121.97649167193842,13.582565399447947,369,8.9803721229935,4.214201928082634e-17
TBK1,Third,Control - sPTD,-107.75831265508666,11.918019187349628,323,-9.041629398404277,4.3821567360457776e-17
PPIB,Third,Control - sPTD,105.8686104218369,11.741804717018477,323,9.016383168797876,5.268361738768885e-17
CBX5,Third,Control - sPTD,105.46650124069276,11.761972362172514,323,8.966736019537151,7.561310552637777e-17
RBM39,Third,Control - sPTD,105.08945409429359,11.741603979198576,323,8.950178721788783,8.527446571787773e-17
ERBB3,Second,Control - sPTD,-119.33533628505437,13.49487277792983,369,-8.843013064948725,1.1682312834997033e-16
NID2,Third,Control - sPTD,-105.33238213399322,11.834156538728491,323,-8.900708875134631,1.220432650894177e-16
FCN1,Third,Control - sPTD,-106.37034739454046,11.969869242128969,323,-8.886508719757858,1.352423547070118e-16
LYN,Second,Control - sPTD,119.70577693443028,13.628538881347142,369,8.78346372832872,1.8120682475428434e-16
ASGR1,Third,Control - sPTD,104.05533498759098,11.77349803022028,323,8.838098475109197,1.9179775829093146e-16
RELT,Second,Control - sPTD,118.49209361164104,13.50601974897358,369,8.773280049486534,1.952972746694578e-16
PDE3A,Second,Control - sPTD,-117.68985873919512,13.661022439292957,369,-8.615011011231916,6.209408846581691e-16
PDE7A,Third,Control - sPTD,-103.57965260545808,12.044071757460342,323,-8.600052763825385,1.0514561968056038e-15
PIM1,Third,Control - sPTD,-100.87468982630358,11.855498729141049,323,-8.50868378724141,2.0054021167921368e-15
OMD,Third,Control - sPTD,99.9693548387076,11.930715274229998,323,8.379158545057104,4.9725539000695625e-15
BMPR1A,Second,Control - sPTD,-113.45561880666344,13.80045806313112,369,-8.221148768225888,1.0409588882669619e-14
RSPO2,Second,Control - sPTD,-112.01591819523736,13.757788824213032,369,-8.142000115461494,1.8151878389806623e-14
ABL1,Second,Control - sPTD,111.45888678052117,13.696554760036156,369,8.137731621804354,1.870254885740724e-14
PIM1,Second,PPROM - sPTD,-338.9999999999971,41.669747853554746,369,-8.135398399610853,1.9010498905717154e-14
DLL4,Second,Control - sPTD,111.34777566941007,13.717059967217741,369,8.117466566124152,2.1550570956882606e-14
IL22RA1,Third,Control - sPTD,-97.40049627791359,11.953474109770568,323,-8.14830026680696,2.4557019893115177e-14
CRTAM,Second,Control - sPTD,111.89784946236728,13.825861491434676,369,8.093372664820173,2.549844921368136e-14
HINT1,Third,Control - sPTD,-98.9310173697268,12.161772216789426,323,-8.134588907458053,2.6976632938158347e-14
ALCAM,Third,Control - sPTD,96.95955334987391,11.956204737790992,323,8.109559469436451,3.2016669951565366e-14
ING1,Second,Control - sPTD,109.81583386042877,13.630861983315553,369,8.05641154571483,3.2983763237707273e-14
RTN4,Second,Control - sPTD,-110.52877925363936,13.75044631658793,369,-8.03819575807531,3.743398814726173e-14
NR1D1,Second,PPROM - sPTD,334.7338709677405,41.81102047901574,369,8.005876611783199,4.683627162946438e-14
SBDS,Second,Control - sPTD,109.2753531520133,13.73697198395847,369,7.954835554707473,6.663957439454528e-14
HIPK3,Second,PPROM - sPTD,-333.64516129032,42.34090508804998,369,-7.879972348169899,1.1146980133858048e-13
NR1D1,Third,PPROM - sPTD,278.4838709677397,35.146906596602825,323,7.923424788531943,1.132352814131911e-13
OSM,Third,Control - sPTD,96.462158808933,12.203554582456778,323,7.904431299680684,1.286773293819714e-13
MAPKAPK3,Second,PPROM - sPTD,333.8387096774167,42.65988593021356,369,7.8255884280501045,1.616436391872585e-13
ROBO3,Second,Control - sPTD,106.76112165296514,13.690083365726492,369,7.798427431073547,1.944825550114843e-13
CD22,Third,Control - sPTD,-94.21215880893092,12.030677309792985,323,-7.830993748975556,2.105505286724576e-13
FGFR4,Third,PPROM - sPTD,279.6370967741921,35.80969957296603,323,7.80897634185403,2.4390423130561237e-13
HCK,Third,Control - sPTD,94.13002481389438,12.223840973059716,323,7.70052760186825,5.012604214993067e-13
MIF,Second,Control - sPTD,-104.92230655703347,13.916888478102294,369,-7.5392072532682,1.1110086679615195e-12
RBM39,Second,PPROM - sPTD,325.6451612903206,43.210929450826825,369,7.536175810818841,1.1336074935840806e-12
SSRP1,Third,PPROM - sPTD,-281.7903225806436,37.410751524133126,323,-7.532335253913966,1.5118918278920134e-12
PLCG1,Second,Control - sPTD,-103.80423782416166,13.88248940537896,369,-7.477350408345443,1.6736941825882368e-12
BMPER,Third,Control - sPTD,90.88709677419148,12.10299060798394,323,7.509474287638981,1.7544625818442726e-12
PRL,Second,PPROM - sPTD,-325.9838709677398,43.73692015043256,369,-7.4532882024276645,1.9616563047094723e-12
TFF3,Third,Control - sPTD,90.95210918113956,12.149787710240956,323,7.485901099693847,2.0447624773323865e-12
FGFR4,Second,PPROM - sPTD,321.48387096774053,43.194313664963296,369,7.442735945785138,2.1028556519265756e-12
EPHA3,Second,Control - sPTD,102.33860425891076,13.781308808147369,369,7.425898779541841,2.3491596210509354e-12
CCL28,Second,Control - sPTD,-102.80518659076519,13.90112983438664,369,-7.39545546409187,2.8687462975383175e-12
CDC37,Second,Control - sPTD,-103.40290955091854,14.012870672123928,369,-7.379138220166403,3.1922801375052857e-12
GREM1,Third,PPROM - sPTD,278.4032258064492,37.617148904262734,323,7.400965621158515,3.5405711756910957e-12
PTK6,Third,Control - sPTD,89.81526054590385,12.143287174115262,323,7.396288933803267,3.6487853821500175e-12
FETUB,Third,PPROM - sPTD,278.27419354838503,37.735579002619616,323,7.374318902833507,4.202393938353649e-12
GDF2,Second,PPROM - sPTD,-310.3064516129013,42.4459548030959,369,-7.310624841693238,4.990783004074718e-12
PPIB,Second,Control - sPTD,-100.65348935273315,13.830914960477077,369,-7.277428112338075,6.190647229040262e-12
BGN,Third,PPROM - sPTD,266.20967741935334,36.51352032399759,323,7.290715194185036,7.174869519322412e-12
PDE7A,Second,Control - sPTD,-101.1706725701053,14.007206530602064,369,-7.222758681331212,8.813769263272791e-12
PDE3A,Third,Control - sPTD,-89.23101736972552,12.309218081044367,323,-7.249121494332544,9.348032527712956e-12
BPI,Third,Control - sPTD,89.57754342431727,12.393144471755715,323,7.227991542297173,1.0688602524260553e-11
PDE9A,Third,Control - sPTD,87.7686104218342,12.1830674661327,323,7.204147121882007,1.2429631013654441e-11
IDE,Second,Control - sPTD,100.43021294539346,14.033299561228521,369,7.156564463489688,1.3483987679814534e-11
FETUB,Second,PPROM - sPTD,320.99999999999807,44.89030814844475,369,7.150764012100445,1.399397404912928e-11
FGF23,Third,Control - sPTD,87.23933002481479,12.18746457072848,323,7.158119682607639,1.661668587243884e-11
FGF23,Second,PPROM - sPTD,316.2903225806429,44.50711886338834,369,7.1065108382206255,1.8562428664170192e-11
SHBG,Third,Control - sPTD,87.00192307692404,12.191065224001155,323,7.136531671214344,1.903222976066564e-11
RASA1,Second,Control - sPTD,-98.34166139574361,13.940407969988145,369,-7.054432094631678,2.5841567853934536e-11
GFAP,Second,PPROM - sPTD,315.9677419354822,45.09644855284672,369,7.006488361610389,3.498773219031125e-11
DLL4,Third,PPROM - sPTD,258.91129032257913,36.90016100710256,323,7.016535517900417,4.0260494203267486e-11
HINT1,Second,Control - sPTD,-97.50073792957988,13.965020568894985,369,-6.98178262241506,4.087647496043675e-11
C6,Second,Control - sPTD,97.01655070630345,13.93146730299656,369,6.963842974776668,4.575305959677058e-11
HRG,Third,Control - sPTD,-85.4522332506184,12.237976439098933,323,-6.982545985103249,4.9698972588918276e-11
CSK,Second,PPROM - sPTD,316.5645161290296,45.590374416248466,369,6.943670022069519,5.192186872065259e-11
GFAP,Third,PPROM - sPTD,272.7580645161268,39.11729676612947,323,6.9728249921477214,5.277765685389967e-11
SSRP1,Second,PPROM - sPTD,-316.419354838707,45.612712140337045,369,-6.937087052950869,5.410660309472247e-11
BPI,Second,Control - sPTD,96.52224330592395,13.946449734107617,369,6.920918595495161,5.986344066735134e-11
DBNL,Second,Control - sPTD,97.2290744254694,14.088933867908665,369,6.901095238081482,6.77480580492654e-11
ENPP7,Second,Control - sPTD,-97.08486190175003,14.07308641036868,369,-6.8986190428149765,6.880201119936578e-11
ZAP70,Third,Control - sPTD,85.8955334987595,12.406789374570243,323,6.923268454513828,7.16344178185956e-11
TEC,Second,Control - sPTD,95.67900063251102,14.067536640190239,369,6.801404046758333,1.2572182922627706e-10
TBP,Second,PPROM - sPTD,-310.85483870967516,45.74881907399384,369,-6.794816675090576,1.3093387810822377e-10
FCRL3,Second,Control - sPTD,94.70493358634053,13.947010229862377,369,6.790339436588701,1.345969173397963e-10
CRP,Third,Control - sPTD,83.6966501240702,12.358204959470946,323,6.772557211873046,1.796754727586104e-10
TBP,Third,PPROM - sPTD,-268.75806451612715,39.8083090862632,323,-6.751305711924059,2.0431501284328697e-10
PAK3,Second,Control - sPTD,-93.72728231077598,14.090618092255133,369,-6.651750952095771,3.1409458547523155e-10
LRP8,Third,PPROM - sPTD,243.604838709676,36.47918093606546,323,6.677914154285025,3.177456263286521e-10
MICA,Second,PPROM - sPTD,286.8790322580632,43.55241829139739,369,6.586982847625903,4.6463765293606356e-10
MIA,Third,Control - sPTD,82.26439205955191,12.447472501063347,323,6.608923382037946,4.797187677757804e-10
ACE2,Third,Control - sPTD,81.2926799007425,12.342622395597987,323,6.586337756693881,5.486116261595363e-10
PSME3,Third,Control - sPTD,81.41923076922903,12.373301110542132,323,6.580235140310238,5.688359591793636e-10
RSPO2,Third,Control - sPTD,-81.29081885855915,12.391889339809635,323,-6.560002000454269,6.412655168590646e-10
ADAM12,Third,Control - sPTD,-81.55024813895727,12.568157266694808,323,-6.488640013684638,9.765461170539276e-10
MATN3,Second,Control - sPTD,91.91176470588334,14.23375761345669,369,6.457308547884034,1.0088593224440646e-9
MAPKAPK3,Third,Control - sPTD,-79.50124069478703,12.34862852755446,323,-6.4380623740838665,1.3130127589692228e-9
IDE,Third,Control - sPTD,-79.4266749379633,12.357406450019988,323,-6.427455086081984,1.3968225865549802e-9
CHST2,Second,PPROM - sPTD,-301.21774193548043,47.112594526310346,369,-6.393571505964575,1.470554273246785e-9
GCKR,Second,PPROM - sPTD,-303.2096774193519,47.5018350178638,369,-6.3831150376680235,1.5639097697103357e-9
EDA,Second,Control - sPTD,-90.56567573265875,14.20413806472584,369,-6.376006436995077,1.6306659631082483e-9
BTK,Second,Control - sPTD,-88.24657389837921,14.044978598855625,369,-6.283140503010056,2.806117440996575e-9
TBK1,Second,Control - sPTD,-89.47259118701365,14.27041884951856,369,-6.269794329830212,3.0322768373502843e-9
LBP,Third,Control - sPTD,77.48833746898077,12.391422922576561,323,6.253384938367397,3.814848724760219e-9
ARSB,Third,PPROM - sPTD,-241.66935483870807,39.15071874431281,323,-6.172794844891932,6.032433736622847e-9
STAB2,Third,Control - sPTD,-76.01476426798817,12.422864289438115,323,-6.118940245738313,8.173648739834492e-9
FST,Third,PPROM - sPTD,-251.17741935483798,41.738767752953514,323,-6.017844629279076,1.4379030888867804e-8
FGF7,Second,Control - sPTD,-85.24857685009484,14.270261545045626,369,-5.973862257604632,1.6370153045006162e-8
CD48,Second,PPROM - sPTD,267.0645161290311,44.94184370801414,369,5.942446817806175,1.950672941870274e-8
GPNMB,Third,Control - sPTD,74.47320099255674,12.498082452639517,323,5.95877017732656,1.9936892788689742e-8
PDK1,Third,PPROM - sPTD,249.94354838709546,42.00875812050151,323,5.949796175124626,2.094718208714852e-8
LCK,Third,PPROM - sPTD,-247.12096774193412,41.68952085159914,323,-5.927651906137342,2.365898699964326e-8
OSM,Second,Control - sPTD,-84.32405650432386,14.30914040394771,369,-5.893020413795082,2.5664496719018625e-8
TNFSF18,Second,Control - sPTD,-84.12903225806433,14.277369969936677,369,-5.89247406456593,2.5742188805084508e-8
FST,Second,Control - sPTD,-82.25458570524904,14.171260164292638,369,-5.8043240157643945,4.180248273259587e-8
PSME1,Second,Control - sPTD,-82.48872021927276,14.252431654875803,369,-5.787694494297266,4.5776848045610466e-8
PAK6,Second,PPROM - sPTD,286.4032258064493,49.52875210324943,369,5.782564947515794,4.707549426800793e-8
CBX5,Second,Control - sPTD,-82.83681214421283,14.361493148148089,369,-5.76798048014211,5.0967255136631246e-8
RBM39,Third,PPROM - sPTD,247.85483870967573,42.85762876562066,323,5.783214000595824,5.1902245264883706e-8
SPINT2,Second,PPROM - sPTD,-268.71774193548185,46.65269685328746,369,-5.759961589799202,5.3238907750653784e-8
TFPI,Second,PPROM - sPTD,-277.8387096774169,48.259454452231,369,-5.757187121798734,5.404763395529471e-8
JAK2,Third,Control - PPROM,193.9999999999978,34.156623930409026,323,5.679718241335998,9.03070971257514e-8
FYN,Third,Control - PPROM,-193.99999999999764,34.15662393040903,323,-5.6797182413359915,9.030709712575498e-8
CDON,Third,Control - PPROM,193.99999999999744,34.15662393040903,323,5.679718241335986,9.030709712575752e-8
PCSK7,Third,Control - PPROM,193.99615384615126,34.16032790939374,323,5.678989802460423,9.065736685688571e-8
PDPK1,Third,Control - PPROM,-193.9923076923054,34.16403102729778,323,-5.6782616646525534,9.100881502306354e-8
LYVE1,Third,Control - PPROM,193.9615384615368,34.1936250051836,323,5.672447376729818,9.386322295943936e-8
NACA,Third,Control - PPROM,-193.95384615384387,34.20101490840323,323,-5.670996801506881,9.458884281413486e-8
DKK1,Second,PPROM - sPTD,-279.2177419354815,49.438794420334574,369,-5.647745767454172,9.751588784955532e-8
PIM1,Third,PPROM - sPTD,-244.45161290322454,43.27335211313226,323,-5.649010325433982,1.0628006748956989e-7
SHC1,Third,Control - PPROM,-193.8307692307671,34.31878810626711,323,-5.64794912426907,1.0687862360850624e-7
MBD4,Second,PPROM - sPTD,-256.6048387096755,45.584920361451836,369,-5.629160623184269,1.0769995133687583e-7
PPIB,Third,PPROM - sPTD,241.90322580644988,42.85836147189997,323,5.644248111656192,1.0899194296066966e-7
PDE5A,Third,Control - sPTD,-71.28325062034608,12.672491210002143,323,-5.625038474209684,1.2063194280447538e-7
SIRT2,Third,Control - PPROM,-193.6999999999975,34.44296950288378,323,-5.6237892027219,1.2142950609228075e-7
XPNPEP1,Third,Control - PPROM,-193.68846153845925,34.45387990831523,323,-5.621673438633938,1.227919895902481e-7
ESAM,Third,Control - sPTD,-70.37258064515932,12.518960669698618,323,-5.621279793257268,1.230471223795006e-7
ABL2,Third,Control - sPTD,71.05260545905588,12.691605503872138,323,5.598393791658442,1.3880202730616828e-7
AIF1,Third,Control - PPROM,-193.47692307691932,34.652572670772884,323,-5.583335035903528,1.502225979348711e-7
MDM2,Third,Control - PPROM,-193.43846153845908,34.688429272337395,323,-5.57645490430777,1.5574023390734682e-7
DSC3,Third,Control - PPROM,193.4230769230748,34.70274887290566,323,5.57371053317597,1.5799575234202773e-7
BTK,Third,Control - PPROM,-193.3230769230748,34.795506680978825,323,-5.555978209932377,1.7335518690791256e-7
CHST2,Third,Control - PPROM,-193.2769230769203,34.83813193973176,323,-5.547855534024608,1.8086736348851463e-7
MRC2,Third,Control - PPROM,193.24230769230496,34.87002414577131,323,5.54178875484775,1.8668394692242335e-7
HTRA2,Second,Control - sPTD,78.53700189753569,14.226361209974598,369,5.520526348119901,1.914845444422375e-7
MATK,Third,Control - PPROM,190.22692307692043,34.42780095777549,323,5.525386977525145,2.033358172413698e-7
FCRL3,Third,Control - PPROM,192.97307692307527,35.115849889276866,323,5.495326968634822,2.376843384418231e-7
TLR2,Third,Control - sPTD,-69.55037220843529,12.664459113925728,323,-5.491775967909937,2.4209698721546597e-7
PTH,Third,Control - PPROM,192.93846153845945,35.14717253233317,323,5.489444744409192,2.4503710760323316e-7
AREG,Second,Control - sPTD,-78.79179843980621,14.418548862210107,369,-5.4646136163059635,2.566028366993004e-7
DKK3,Second,Control - sPTD,-77.89521399957772,14.26829797315399,369,-5.459320666426977,2.6378056986895707e-7
FCAR,Third,Control - PPROM,192.83846153845974,35.237301061799776,323,5.472566165049257,2.673851200319301e-7
ALCAM,Second,Control - sPTD,-78.11026776302121,14.33574179807037,369,-5.4486380170110955,2.788665759628438e-7
GPC5,Second,PPROM - sPTD,228.74999999999886,42.41982232306706,369,5.3925261227605175,3.7294900158728515e-7
GNS,Third,Control - sPTD,69.11116625310169,12.784743300722504,323,5.405753140870338,3.769613723952724e-7
TF,Third,Control - PPROM,192.13076923076648,35.64397895013283,323,5.39027277228404,4.079941999480758e-7
C9,Third,PPROM - sPTD,214.44354838709557,39.820039194394234,323,5.385317360945351,4.184425872481182e-7
CAMK2D,Third,Control - PPROM,-185.81923076922828,34.587797923893966,323,-5.372392633324035,4.469325612987973e-7
PCNA,Third,Control - PPROM,192.14999999999776,35.84361746367771,323,5.360787040948471,4.7411423431413276e-7
RELT,Third,Control - PPROM,192.14999999999714,35.843617463677724,323,5.360787040948451,4.741142343141798e-7
NANOG,Third,Control - sPTD,67.8021091811398,12.651756564616862,323,5.359106368736322,4.78181359681873e-7
TEC,Third,Control - PPROM,-191.31923076922862,35.70031936721672,323,-5.359034153204672,4.783568742465768e-7
ETHE1,Third,Control - PPROM,192.1038461538437,35.88339659968393,323,5.353558034011079,4.918500670024807e-7
CAMK2B,Second,Control - PPROM,217.0000000000009,40.65040559408041,369,5.338200119498952,4.930526949416682e-7
CAMK2D,Second,Control - PPROM,217.00000000000068,40.65040559408042,369,5.3382001194989455,4.93052694941682e-7
SHBG,Second,Control - sPTD,75.97807294960904,14.235976096716831,369,5.337046959999565,4.959710689665697e-7
WNT7A,Third,Control - sPTD,67.21650124069289,12.572540671462912,323,5.346294197580968,5.103198587443909e-7
PCSK7,Second,Control - PPROM,216.74346405228874,40.65717337093674,369,5.331001790872778,5.11546468541608e-7
CNTF,Third,Control - PPROM,190.4153846153823,35.61960388498668,323,5.345802980578359,5.115929101605496e-7
CRK,Third,Control - PPROM,-191.43461538461327,35.81635996218376,323,-5.344893104344971,5.139591237773875e-7
CAMK2A,Second,Control - PPROM,216.9313725490202,40.715523054300455,369,5.327977053363864,5.195169182007026e-7
DMP1,Third,Control - PPROM,191.30384615384457,35.92904490769026,323,5.324490162356024,5.698987559335837e-7
AURKB,Second,Control - sPTD,-76.61416824794445,14.436633647784193,369,-5.306927509357666,5.784200776614477e-7
C3,Second,Control - sPTD,-75.91819523508259,14.321361474123224,369,-5.301045949594706,5.960051067984622e-7
CAMK2A,Third,Control - PPROM,-183.56923076922828,34.59298335683087,323,-5.3065452284265024,6.239515563771137e-7
LIN7B,Second,Control - PPROM,215.62908496732086,40.767742123599106,369,5.289208421540232,6.329842210862474e-7
CFC1,Second,PPROM - sPTD,251.83064516128806,47.623094372331664,369,5.287994165024229,6.369009604900548e-7
NXPH1,Third,Control - PPROM,191.31153846153694,36.13467906091916,323,5.294402591455326,6.633166595129992e-7
BDNF,Third,Control - PPROM,-191.63461538461286,36.28180588484724,323,-5.281837844368361,7.065853442527078e-7
BMPER,Second,PPROM - sPTD,-258.21774193548157,49.02955073716108,369,-5.266573689808869,7.099883806714207e-7
PTN,Second,Control - PPROM,216.45751633987,41.158439700913625,369,5.2591283321914934,7.372488031203367e-7
TNFSF15,Third,Control - sPTD,66.35372208436533,12.587521962266486,323,5.271388783532879,7.446437702140434e-7
PA2G4,Second,Control - PPROM,-215.3937908496739,40.988567847125466,369,-5.254972353584671,7.529042062201551e-7
PDPK1,Second,Control - PPROM,214.60457516339955,41.02676041529129,369,5.23084379539295,8.503681156666302e-7
LSAMP,Third,Control - PPROM,191.37692307692032,36.496031138969094,323,5.243773558505523,8.550536099119432e-7
SHBG,Third,PPROM - sPTD,233.24999999999903,44.49819194663147,323,5.241786009637098,8.635856987831318e-7
FGF23,Third,PPROM - sPTD,232.93548387096573,44.485049324759046,323,5.2362644845112225,8.87724061850093e-7
DSC3,Second,Control - PPROM,216.17973856209224,41.41273599349815,369,5.220126933802025,8.97482314286223e-7
PPID,Second,PPROM - sPTD,255.91129032257854,49.08073436572605,369,5.214088453030278,9.2513372163247e-7
EPHA3,Third,Control - PPROM,191.26153846153636,36.59092215397084,323,5.227021545309174,9.296035278861621e-7
CD70,Third,Control - PPROM,189.41153846153676,36.26735474293172,323,5.222645539056081,9.500934890848617e-7
CSK,Third,Control - PPROM,-191.22307692307476,36.62241212328421,323,-5.221476845363138,9.55639412079919e-7
COMMD7,Third,Control - PPROM,-189.18076923076757,36.25206783429434,323,-5.218482159293633,9.699941019757374e-7
PRKACA,Third,Control - PPROM,-191.19999999999757,36.64127254966634,323,-5.218159378630497,9.715537424424945e-7
LCK,Second,Control - sPTD,-74.51201771030931,14.343024619886382,369,-5.195000335354619,1.0180821960089299e-6
C9,Second,PPROM - sPTD,253.12096774193475,48.79637179574089,369,5.18729074369476,1.0581360064741e-6
FYN,Second,Control - PPROM,215.8888888888895,41.67486286592499,369,5.180314320012046,1.0956938969365665e-6
MICB,Third,Control - PPROM,187.71153846153595,36.231282816566875,323,5.180924435159779,1.1687687497935705e-6
PIGR,Third,Control - sPTD,66.38548387096725,12.839728110483085,323,5.170318506726506,1.2317081215146925e-6
PARK7,Third,Control - PPROM,177.7769230769211,34.40721890499621,323,5.16684953723785,1.2529982169814638e-6
PA2G4,Third,Control - PPROM,-176.49999999999767,34.194750796445824,323,-5.161610945804669,1.285826552830978e-6
CHST6,Third,Control - PPROM,184.00769230769015,35.77642636222065,323,5.143266419197179,1.4074857394899824e-6
CAMK2B,Third,Control - PPROM,-187.34615384615142,36.53584982484232,323,-5.127734943741929,1.5191451124678844e-6
MAPK14,Third,Control - PPROM,-190.43076923076683,37.255812331262476,323,-5.111437848611091,1.6455240222110358e-6
PTN,Third,Control - PPROM,176.56923076922868,34.60598030620294,323,5.102275075200791,1.7209902102097406e-6
CHL1,Third,Control - PPROM,190.34230769230538,37.3247571329612,323,5.099626154679398,1.7434246698654192e-6
JAG2,Third,Control - PPROM,190.30769230768948,37.35164037018484,323,5.095029038124885,1.783032972634913e-6
DHH,Second,Control - sPTD,-73.737929580435,14.51446859201672,369,-5.080305152955617,1.7990256920485573e-6
BMX,Third,Control - PPROM,-189.47307692307484,37.226705638852614,323,-5.089708414201614,1.8299633062696944e-6
BMP10,Third,PPROM - sPTD,186.84677419354696,36.72760129986843,323,5.087366655611574,1.8509957319669157e-6
DKK1,Third,PPROM - sPTD,-197.39516129032097,38.87145557309077,323,-5.078152036760109,1.936052337609212e-6
ETHE1,Second,Control - sPTD,73.49905123339767,14.515798869608522,369,5.0633831381668815,1.9549762530847063e-6
KLRF1,Third,Control - PPROM,189.76153846153682,37.5805093235996,323,5.049466914552204,2.225761818404489e-6
ADAM12,Second,PPROM - sPTD,-240.81451612903123,47.82203992982723,369,-5.035638723952302,2.2393711369132227e-6
ERP29,Second,Control - PPROM,214.73529411764753,42.67435751850382,369,5.03195142479971,2.2800566096780855e-6
CAMK1,Second,PPROM - sPTD,-214.71370967741836,42.677601935835824,369,-5.031063132371692,2.2899643316350447e-6
DAPK2,Third,Control - PPROM,-181.8961538461515,36.09288860701423,323,-5.039667393393448,2.3340279124029823e-6
IL24,Second,Control - PPROM,213.89379084967362,42.753106523396355,369,5.002999974577793,2.625317409002721e-6
JAG1,Second,Control - sPTD,-71.90965633565473,14.376763565570037,369,-5.001797240921902,2.6407032604781395e-6
NMT1,Third,Control - PPROM,-187.84999999999843,37.52090264415111,323,-5.006542667205293,2.7390346079069574e-6
HIPK3,Third,Control - sPTD,-63.24143920595641,12.63622905922239,323,-5.004771511307834,2.7625045320029817e-6
ROBO3,Third,Control - PPROM,189.599999999998,37.88971707351905,323,5.003996193270828,2.772839524343002e-6
FER,Second,Control - PPROM,203.4150326797397,40.75485542489363,369,4.991185235698101,2.780287797777802e-6
ERP29,Third,Control - PPROM,188.69999999999845,37.81919961177424,323,4.989529179280953,2.9726863466530117e-6
C5,Third,Control - sPTD,-63.925930521092056,12.813337472283978,323,-4.989014818299112,2.9800422061805165e-6
LRP8,Second,PPROM - sPTD,238.66129032257933,48.07603155098396,369,4.9642468944110405,3.1674063627174737e-6
FSTL3,Third,Control - PPROM,188.71923076922803,37.98997587687434,323,4.967605964817346,3.3023198394580375e-6
TSLP,Second,Control - sPTD,71.01380982500773,14.340140266866074,369,4.952100084340893,3.358542421199738e-6
CDON,Second,Control - PPROM,210.98202614379127,42.687279034756706,369,4.942503502554148,3.517383231245067e-6
PPIE,Second,Control - PPROM,-209.57189542483735,42.403299550421956,369,-4.942348771128871,3.5200028365999974e-6
GCKR,Third,Control - sPTD,-62.6022332506214,12.646079438380431,323,-4.950327376611735,3.5867538322245327e-6
CRTAM,Third,Control - sPTD,62.922084367244,12.720478463492695,323,4.946518682282908,3.652563618502203e-6
FGR,Second,Control - PPROM,213.89542483660165,43.36349469182912,369,4.932615010775537,3.68863867870457e-6
FER,Third,Control - PPROM,-185.56538461538247,37.55608265395835,323,-4.941020774855073,3.7496231482277246e-6
PCNA,Second,Control - PPROM,208.9967320261448,42.468729254925336,369,4.921191090310438,3.896519243840483e-6
