target,trimester,contrast,estimate,se,df,t_ratio,p_value
Testican-2,Third,Control - sPTD,147.00210918113973,10.478224792135089,323,14.029295238204748,9.091748223652835e-35
FGF23,Second,Control - sPTD,165.80666244992622,12.015745064868556,369,13.799116205844705,9.690915815651634e-35
FGR,Second,Control - sPTD,165.5728441914435,12.000559328404968,369,13.79709392374216,9.871884473203712e-35
PH,Second,Control - sPTD,165.57284419143994,12.000559328404968,369,13.797093923741865,9.871884473230226e-35
CD226,Third,Control - sPTD,147.68796526054493,10.53619726452531,323,14.017198193298896,1.0108109419463378e-34
IGFBP-5,Second,Control - sPTD,165.97480497575708,12.033107112411491,369,13.793179386275318,1.0231819594734618e-34
FN1.4,Second,Control - sPTD,-168.1647691334617,12.198445522435708,369,-13.78575399825892,1.0950926292039038e-34
MSP R,Third,Control - sPTD,147.363275434242,10.52123872186431,323,14.006266688731683,1.112372526805007e-34
CYTT,Third,Control - sPTD,147.4619106699741,10.538964333634135,323,13.992068480520706,1.2596352978376064e-34
Stanniocalcin-1,Second,Control - sPTD,165.35947712418664,12.00852944234343,369,13.77016877196557,1.262840385527195e-34
MDHC,Second,Control - sPTD,-166.85536580223564,12.120908069237041,369,-13.765912986809616,1.3129457201375843e-34
GFRa-2,Second,Control - sPTD,165.87634408602165,12.0514555742024,369,13.76400909124206,1.3359985376975501e-34
tPA,Third,Control - sPTD,144.8570719602982,10.367685898763137,323,13.97197729317587,1.5018544327090126e-34
AMPK a1b1g1,Second,Control - sPTD,167.88330170778158,12.211080230845843,369,13.748439821376275,1.540316093798209e-34
ERAB,Third,Control - sPTD,-144.64032258064267,10.357906407002854,323,-13.964243052326976,1.607034095842891e-34
IL-16,Third,Control - sPTD,144.89751861041933,10.381723938870886,323,13.956980503777329,1.7124817847743838e-34
GHC2,Second,Control - sPTD,-167.44960995150896,12.19964100501302,369,-13.725781757241982,1.8945862480339243e-34
TCPTP,Second,Control - sPTD,-166.7481551760518,12.158077201711798,369,-13.715010392644526,2.0904393804905515e-34
a1-Antichymotrypsin,Third,Control - sPTD,-145.3331265508688,10.435860613105666,323,-13.92631925040807,2.2393112111724668e-34
CD48,Second,Control - sPTD,166.175627240144,12.133109276252837,369,13.696046368377003,2.4855942123099395e-34
PYY,Second,Control - sPTD,167.02076744676492,12.198781142644899,369,13.691594717023674,2.5886679120405676e-34
Transketolase,Second,Control - sPTD,-165.04121863799287,12.060368298735764,369,-13.684591925380374,2.7595061664381966e-34
IL-2,Second,Control - sPTD,-167.2292852624942,12.2270741431382,369,-13.676966648341034,2.95834255497358e-34
IL-18 Rb,Second,Control - sPTD,166.52414083913405,12.178343703303389,369,13.67379217536488,3.045275168531323e-34
DRG-1,Second,Control - sPTD,-167.01001475859283,12.216451879353556,369,-13.67091004883738,3.126406665169634e-34
Topoisomerase I,Second,Control - sPTD,164.9598355471256,12.067890671959285,369,13.669318030069917,3.172142484762186e-34
NPS-PLA2,Second,Control - sPTD,165.35526038372683,12.098091883247196,369,13.66787936308387,3.2140465280136337e-34
ARSB,Second,Control - sPTD,-167.15675732658798,12.23341072852713,369,-13.663953662308959,3.3312205187219464e-34
Kallistatin,Second,Control - sPTD,-166.8518869913582,12.217726141907931,369,-13.65654173725836,3.5641914351482937e-34
"gp130, soluble",Third,Control - sPTD,143.97878411910438,10.396981376131345,323,13.84813331008178,4.434856304126872e-34
PTP-1C,Third,Control - sPTD,-144.0970223325039,10.406960292522854,323,-13.84621621320436,4.509735194762846e-34
Apo E,Second,Control - sPTD,164.88382880034072,12.104564193971468,369,13.621624550717748,4.899987450498496e-34
DERM,Second,Control - sPTD,164.16582331857825,12.069611818034007,369,13.60158270154863,5.881493472351247e-34
AMPK a1b1g1,Third,Control - sPTD,143.62158808932756,10.40170161566583,323,13.807508943827179,6.3228597133181194e-34
Ephrin-A5,Third,Control - sPTD,144.7271712158788,10.485320668588116,323,13.802836917468047,6.585991169853082e-34
B7-2,Third,Control - sPTD,143.56166253101492,10.404262446141571,323,13.798350750394121,6.848932925334642e-34
LGMN,Second,Control - sPTD,-165.89542483660387,12.219287451661648,369,-13.576521993845432,7.388967697623356e-34
Nectin-like protein 2,Second,Control - sPTD,164.02941176470944,12.088610086395791,369,13.56892236513641,7.918134764323635e-34
CD226,Second,Control - sPTD,166.30371073160643,12.264665408697015,369,13.559579914318622,8.620717529783283e-34
BCL2-like 1 protein,Second,Control - sPTD,166.1567573265887,12.263347506693133,369,13.54905397860601,9.487047671173392e-34
GIIE,Second,Control - sPTD,-165.61121652962527,12.226671594815476,369,-13.545077680817897,9.836454553650085e-34
LRRT1,Third,Control - sPTD,-143.64057071960087,10.444687207531656,323,-13.75250094766091,1.0216601700594232e-33
ERAB,Second,Control - sPTD,165.87592241197797,12.250999800645781,369,13.539786557113015,1.0321378559771814e-33
PRKACA,Second,Control - sPTD,-166.0020029517203,12.267011759570693,369,-13.53239127876485,1.1039348720397309e-33
TSH,Third,Control - sPTD,143.12220843672503,10.422990052423128,323,13.731396433929447,1.2280150878193308e-33
4EBP2,Second,Control - sPTD,164.55112797807604,12.171041719252573,369,13.519888582567537,1.2368236674620199e-33
NKG2D,Second,Control - sPTD,163.33238456673337,12.085900243679172,369,13.514291966140867,1.3013677781338517e-33
RAD51,Third,Control - sPTD,145.4847394540936,10.61578673424913,323,13.704565012098836,1.5514472482988985e-33
IL-10,Second,Control - sPTD,165.44676365169974,12.260125481175514,369,13.494703941303912,1.554887034082454e-33
IGFBP-7,Second,Control - sPTD,-163.58549441282224,12.126602515188964,369,-13.48980427188292,1.6256546684393027e-33
Fractalkine/CX3CL-1,Third,Control - sPTD,142.92704714639967,10.435130529122816,323,13.69671867040979,1.6611887323796927e-33
AIF1,Second,Control - sPTD,-163.07063040270222,12.093054935517927,369,-13.484651419531335,1.703546837853562e-33
C1s,Third,Control - sPTD,145.14702233250472,10.60075967055828,323,13.692134039754217,1.728861459169769e-33
IL-19,Third,Control - sPTD,143.86141439205747,10.508014411534518,323,13.690637332410066,1.7515442718587105e-33
Angiostatin,Second,Control - sPTD,-163.1026776301956,12.098315475029958,369,-13.481436979125535,1.754011220107795e-33
IL-18 BPa,Third,Control - sPTD,143.84602977667294,10.511686732230995,323,13.684390853811443,1.8494609943114378e-33
BSSP4,Second,Control - sPTD,164.9942019818689,12.244944305634553,369,13.474475494833102,1.868470335643887e-33
BMX,Second,Control - sPTD,-162.9865064305327,12.097742263744387,369,-13.472473034822826,1.902752912440586e-33
BMX,Third,Control - sPTD,-142.74727047146177,10.442746331890103,323,-13.669514314978576,2.1052168521694048e-33
TCPTP,Third,Control - sPTD,-144.74776674937794,10.596777191643074,323,-13.659602738795927,2.2949123459661266e-33
ERBB1,Second,Control - sPTD,-164.44096563356817,12.228805727794123,369,-13.447017582413638,2.3973179768954672e-33
IL-23 R,Third,Control - sPTD,142.69652605458822,10.452515358687862,323,13.651883891850256,2.4543767626361927e-33
LYNB,Second,Control - sPTD,164.96226017288885,12.274144646879131,369,13.439817186351373,2.5591608913043497e-33
hnRNP A/B,Third,Control - sPTD,-145.15012406947815,10.641611295331808,323,-13.639863366664375,2.725003425787258e-33
MAPK14,Third,Control - sPTD,-142.46302729528287,10.450911271553187,323,-13.631636858601938,2.9271787130340156e-33
Activated Protein C,Second,Control - sPTD,-164.77640733712929,12.274125546638055,369,-13.424696261336708,2.9353683923651493e-33
IP-10,Second,Control - sPTD,162.50811722538833,12.113558451861438,369,13.415390520563047,3.193810217618703e-33
Angiopoietin-2,Third,Control - sPTD,142.38312655086605,10.45428185030809,323,13.619598992031191,3.250297405987818e-33
PKC-G,Second,Control - sPTD,-162.4111321948133,12.117082881729507,369,-13.403484467346638,3.557815302322629e-33
FETUB,Second,Control - sPTD,162.35294117647052,12.11919603807039,369,13.396345819183583,3.795610865529049e-33
Lipocalin 2,Third,Control - sPTD,143.1651364764272,10.541923053192834,323,13.580552215571972,4.564075878816106e-33
BCAR3,Second,Control - sPTD,-163.87476280835193,12.255623319428693,369,-13.371393566622045,4.758348868962206e-33
PTP-1B,Third,Control - sPTD,-142.38908188585384,10.491336554452976,323,-13.572063115773153,4.913496544210725e-33
CHL1,Third,Control - sPTD,142.003598014886,10.47025150224744,323,13.562577554551094,5.335594960182091e-33
IGFBP-3,Second,Control - sPTD,-162.00379506641713,12.131851361912073,369,-13.353592146292508,5.5905985507505666e-33
JAG2,Third,Control - sPTD,141.8238213399481,10.47779272358542,323,13.535658232740557,6.740970838771547e-33
ENA-78,Third,Control - sPTD,-142.5248138957794,10.531220115026928,323,-13.533551890384638,6.865391514822805e-33
BMP-14,Third,Control - sPTD,-144.1173697270457,10.655608464309742,323,-13.525024892736754,7.392930524546456e-33
Thrombopoietin Receptor,Third,Control - sPTD,-141.72394540942696,10.481975821832254,323,-13.520728135456961,7.673891258948972e-33
DPP2,Third,Control - sPTD,-144.10235732009872,10.660741865427779,323,-13.517104075788104,7.919130181681662e-33
PSA1,Second,Control - sPTD,-163.98787687118104,12.320234817471555,369,-13.310450596171007,8.259933741671163e-33
SORC2,Third,Control - sPTD,-141.94615384615432,10.50719675307165,323,-13.50942189263355,8.465142041614414e-33
Siglec-7,Second,Control - sPTD,161.8407126291376,12.17734290430501,369,13.290314143319613,9.909138212535594e-33
kallikrein 5,Third,Control - sPTD,141.464267990072,10.492830298330398,323,13.481993320008382,1.0739545615088058e-32
GFRa-1,Second,Control - sPTD,161.97469955724534,12.202211126869766,369,13.274208901415454,1.1461422389511891e-32
ALK-1,Second,Control - sPTD,-163.65528146742838,12.32917436602953,369,-13.273823259272445,1.1501423408502983e-32
annexin VI,Second,Control - sPTD,-163.87929580434474,12.354703094908777,369,-13.264527244841473,1.250892840344923e-32
BAFF,Second,Control - sPTD,161.40122285473666,12.181817861674668,369,13.249354463139904,1.434579057971737e-32
DKK1,Third,Control - sPTD,-143.21823821339936,10.649521463967845,323,-13.44832617108398,1.4380278821295111e-32
Aurora kinase A,Second,Control - sPTD,162.44887202193013,12.262414306561668,369,13.247707014352228,1.4560759069143835e-32
GFAP,Second,Control - sPTD,161.1638203668564,12.174848495702296,369,13.237439498630888,1.597482003355592e-32
TSP2,Third,Control - sPTD,143.69131513647497,10.695426503372614,323,13.434837319593047,1.6163617658202593e-32
Semaphorin 3A,Second,Control - sPTD,-162.61068943706812,12.301638351442088,369,-13.218620543986786,1.89314701189854e-32
MK08,Second,Control - sPTD,163.26133248998642,12.36182826878406,369,13.206892131178684,2.1043970087603306e-32
Lymphotoxin a1/b2,Third,Control - sPTD,142.87481389578144,10.663318607368236,323,13.398719400267805,2.2101199870445463e-32
IL-20 Ra,Second,Control - sPTD,160.66540164453215,12.17999036313988,369,13.190930111960633,2.430146381557594e-32
NMT1,Third,Control - sPTD,-140.89032258064287,10.525273771404592,323,-13.385905738947931,2.4694334200221865e-32
kallikrein 14,Second,Control - sPTD,-161.24720640944867,12.230388725005307,369,-13.184144023139272,2.5834361089946574e-32
prostatic binding protein,Third,Control - sPTD,-143.23362282878293,10.705638762564643,323,-13.379269187527665,2.615452584531306e-32
PDGF Rb,Third,Control - sPTD,141.83374689826329,10.602657784557838,323,13.377188039100535,2.662993104360967e-32
FER,Third,Control - sPTD,-140.85570719602742,10.535142383522306,323,-13.370081017256638,2.8319353011446095e-32
Arylsulfatase A,Third,Control - sPTD,-141.03995037220608,10.554726775720173,323,-13.362728696743796,3.017967002164398e-32
Angiopoietin-4,Third,Control - sPTD,-140.74354838709448,10.537919660717115,323,-13.355913967702117,3.2012643093065976e-32
MED-1,Third,Control - sPTD,-142.19069478908003,10.64708593878246,323,-13.354893123492543,3.22966255105291e-32
B7-H1,Third,Control - sPTD,141.9903225806432,10.636103925860642,323,13.34984347373738,3.3738749715855294e-32
MBD4,Second,Control - sPTD,-161.80255112797875,12.306722965977261,369,-13.147492762719406,3.594121359855758e-32
Cadherin-2,Third,Control - sPTD,140.50545905706963,10.532639761322256,323,13.340004238351614,3.673582930616551e-32
JAG2,Second,Control - sPTD,160.25806451613255,12.194524629757073,369,13.14180498066082,3.782972459012218e-32
Histone H2A.z,Second,Control - sPTD,160.25806451613255,12.194524629757078,369,13.141804980660815,3.782972459012435e-32
Somatostatin-28,Third,Control - sPTD,140.4455334987571,10.535113887850612,323,13.331183221542847,3.964782250990557e-32
TMA,Second,Control - sPTD,-160.30602993886075,12.20471602167402,369,-13.13476115742289,4.0306152794886697e-32
ENTP5,Second,Control - sPTD,-160.7175838077199,12.237999441837964,369,-13.132668012573674,4.107273258082532e-32
C4b,Third,Control - sPTD,-141.33151364764058,10.60847939246938,323,-13.32250442490064,4.2737460867741494e-32
Moesin,Third,Control - sPTD,-140.8009925558289,10.568995424876471,323,-13.322079052510762,4.289491989241473e-32
HSP 90a/b,Third,Control - sPTD,-141.20099255582903,10.5999135389704,323,-13.320957009385596,4.3313045929612114e-32
STRATIFIN,Second,Control - sPTD,-162.7187434113447,12.396288436537846,369,-13.126408299094914,4.3453075525523694e-32
Esterase D,Third,Control - sPTD,-141.6638957816358,10.63706706110456,323,-13.317947040086192,4.4454893882876516e-32
Keratin 18,Second,Control - sPTD,-160.2219059666911,12.209276218184455,369,-13.122965121229475,4.4820519712022754e-32
Angiotensinogen,Third,Control - sPTD,-142.01389578163577,10.66604744312949,323,-13.314575670026079,4.5769529720658097e-32
KLRF1,Third,Control - sPTD,140.30186104218126,10.541994494403975,323,13.308853568141963,4.8090183550222015e-32
IL-17 sR,Third,Control - sPTD,-140.9346153846158,10.599704520824872,323,-13.296089066230708,5.369863827481352e-32
GFRa-3,Second,Control - sPTD,160.18553658022682,12.228260223402426,369,13.099617905878711,5.529525224730985e-32
Fibrinogen g-chain dimer,Second,Control - sPTD,-161.91324056504553,12.387606858245311,369,-13.07058275402682,7.178598895996783e-32
HDGR2,Third,Control - sPTD,-141.48684863523386,10.688841429209479,323,-13.236874133859978,8.954358409740465e-32
DC-SIGN,Third,Control - sPTD,140.14615384615428,10.595033240328283,323,13.227533190996569,9.705985564334685e-32
IgM,Second,Control - sPTD,160.87803078220583,12.340563632474376,369,13.036522121149547,9.747575178206257e-32
DEAD-box protein 19B,Second,Control - sPTD,159.34640522875813,12.226857837574046,369,13.032490223209656,1.0106835864371097e-31
MFRP,Third,Control - sPTD,-139.9697270471441,10.601376505727563,323,-13.202976705102701,1.1995855745824483e-31
IL-3 Ra,Third,Control - sPTD,-141.23734491315153,10.70129354041549,323,-13.198156314443818,1.250498674246711e-31
TS,Third,Control - sPTD,139.48672456575432,10.574478198948551,323,13.190884877858451,1.3314063500151122e-31
FGF-16,Third,Control - sPTD,-141.93449131513574,10.761610058851911,323,-13.188964340738977,1.3536338889898769e-31
Stanniocalcin-1,Third,Control - sPTD,139.32692307692082,10.580998527963708,323,13.16765357340372,1.626557984127769e-31
TARC,Third,Control - sPTD,-140.526923076921,10.672750622315116,323,-13.166889028878868,1.637308896326171e-31
CD36 ANTIGEN,Second,Control - sPTD,-158.89373814042065,12.244407163725015,369,-12.976842081105847,1.6648860983099257e-31
Lymphotoxin a1/b2,Second,Control - sPTD,161.33870967742115,12.445927345991016,369,12.963173027792926,1.881824441980312e-31
CATC,Third,Control - sPTD,141.1699751861026,10.738494778331216,323,13.146160434976782,1.9574134525361464e-31
SLAF6,Third,Control - sPTD,-141.5779156327531,10.777019204269108,323,-13.137019889198095,2.1177212820422755e-31
CAPG,Third,Control - sPTD,139.5761786600474,10.651164636119963,323,13.104311446536103,2.8063601996430867e-31
DHH,Third,Control - sPTD,-141.4069478908177,10.797189945869095,323,-13.096643534081633,2.9977509458061428e-31
SPINT2,Third,Control - sPTD,-141.22605459057002,10.786195858368695,323,-13.093221785046378,3.087306558321607e-31
HSP 90a/b,Second,Control - sPTD,-160.70946658233404,12.458371446077411,369,-12.89971705193734,3.320912340119097e-31
ULBP-3,Third,Control - sPTD,-140.98449131513587,10.77574502921072,323,-13.083502897753922,3.356492678221243e-31
IL-22,Third,Control - sPTD,-139.40570719603008,10.655630965048807,323,-13.082820496814337,3.376249918271605e-31
ERP29,Third,Control - sPTD,138.73225806451364,10.60895132253362,323,13.076905892653462,3.55242551509498e-31
CLC1B,Second,Control - sPTD,157.98861480076255,12.274515632960119,369,12.871270812228543,4.282478066990903e-31
Angiopoietin-1,Second,Control - sPTD,-158.3433480919251,12.313007911734736,369,-12.85984295852017,4.74281925781771e-31
TIMP-2,Second,Control - sPTD,157.81404174573402,12.280600129368242,369,12.850678312400401,5.147376972146684e-31
Semaphorin 3E,Third,Control - sPTD,138.36811414391826,10.619880099299634,323,13.029159731572058,5.354793993147417e-31
IL-1 R AcP,Third,Control - sPTD,138.30285359801562,10.630989223720322,323,13.009405868781084,6.344818248963766e-31
RPS6KA3,Second,Control - sPTD,157.5618806662486,12.289371663642493,369,12.82098751495878,6.709516503401815e-31
ROBO3,Third,Control - sPTD,138.14838709677193,10.628732712058484,323,12.997634886428196,7.019492050415782e-31
Histone H1.2,Second,Control - sPTD,157.66129032258397,12.303920700871041,369,12.813906571376272,7.147069589587012e-31
HPG-,Second,Control - sPTD,-159.88319628926962,12.481882026783914,369,-12.809221874248491,7.452069081602653e-31
sICAM-3,Second,Control - sPTD,158.32005060088858,12.360960981427972,369,12.808069764054785,7.5290443100621366e-31
C3d,Third,Control - sPTD,138.06848635235508,10.63194653075491,323,12.986190812093152,7.743937864386004e-31
Thrombopoietin Receptor,Second,Control - sPTD,157.7892683955334,12.327924952081025,369,12.799337196556966,8.138843976360042e-31
ART,Second,Control - sPTD,-159.90702087286687,12.496735982343589,369,-12.795902954083097,8.391929540888592e-31
MATN3,Third,Control - sPTD,140.26972704714487,10.820348226491335,323,12.963513198560847,9.407101752478431e-31
MICB,Second,Control - sPTD,157.80392156863076,12.357661609044383,369,12.769723476902497,1.0597367116525673e-30
IL-1F7,Third,Control - sPTD,140.10769230769094,10.822605295230334,323,12.945837761397273,1.0946648963422573e-30
HMG-1,Second,Control - sPTD,157.21009909340074,12.314923086867047,369,12.765820621409619,1.097232299522286e-30
C1r,Second,Control - sPTD,158.4265232974941,12.415177332062186,369,12.76071368617166,1.148299814846651e-30
CSK,Second,Control - sPTD,157.01876449504508,12.308195416535277,369,12.757253129414924,1.1842438302138201e-30
RANK,Second,Control - sPTD,-157.34988403964076,12.337287436779413,369,-12.754009732362706,1.2189495415533305e-30
SSRP1,Second,Control - sPTD,-156.84419144001674,12.31422601129926,369,-12.736829037902991,1.4204176179914167e-30
ARSB,Third,Control - sPTD,-138.49243176178692,10.726030539642485,323,-12.911806585850266,1.4653447928677781e-30
FSTL3,Third,Control - sPTD,137.51761786600272,10.656857071520623,323,12.904143965063087,1.5647492863171922e-30
cIAP-2,Third,Control - sPTD,138.4327543424295,10.734354736202322,323,12.896234356365722,1.6744146861176146e-30
DPP2,Second,Control - sPTD,-158.98250052709363,12.50064905943807,369,-12.717939666265636,1.6804054079257262e-30
Integrin aVb5,Third,Control - sPTD,138.85856079404476,10.772740240963842,323,12.889808691945312,1.7691226564972363e-30
FCG3B,Second,Control - sPTD,156.64716424204067,12.324974323837251,369,12.709735543957727,1.807615885961382e-30
STK16,Second,Control - sPTD,-159.1483238456688,12.524170680135091,369,-12.707294391803368,1.8472883499239174e-30
MFRP,Second,Control - sPTD,-157.65538688594006,12.417692912720993,369,-12.696028802937619,2.041913023096317e-30
PPase,Second,Control - sPTD,158.66034155597924,12.527016407859227,369,12.665453320268549,2.679364136975014e-30
MMP-14,Third,Control - sPTD,137.00595533498512,10.675359883699794,323,12.833848865758567,2.855602164368954e-30
IL-1b,Second,Control - sPTD,-157.84208306978974,12.471126226585454,369,-12.656602154607995,2.8984725904290733e-30
Kallikrein 7,Third,Control - sPTD,137.50421836228065,10.720348872809206,323,12.826468615311814,3.0415904174943722e-30
TBP,Second,Control - sPTD,-156.2306557031415,12.350971283924103,369,-12.649260702799117,3.0936915848524965e-30
FCG3B,Third,Control - sPTD,138.68064516129022,10.818174478659179,323,12.819227997742416,3.2357912732691266e-30
UB2L3,Third,Control - sPTD,-139.0553349875928,10.85203508902569,323,-12.813756484091627,3.3907015096777685e-30
6-Phosphogluconate dehydrogenase,Second,Control - sPTD,158.2545857052509,12.52178053461379,369,12.638345263102948,3.408427786562961e-30
GIIE,Third,Control - sPTD,-139.1663771712147,10.869975954136752,323,-12.802822909488828,3.722754759973491e-30
COLEC12,Third,Control - sPTD,-139.25136476426678,10.878505198966673,323,-12.800597344706329,3.79421763952213e-30
FLRT1,Second,Control - sPTD,-158.0885515496546,12.522784032048504,369,-12.624073939554648,3.868534535367334e-30
SIG14,Third,Control - sPTD,136.69019851116687,10.68694166665187,323,12.790394368643613,4.13974807259125e-30
UFC1,Second,Control - sPTD,158.08169934640654,12.539246166258218,369,12.606953978763702,4.502814985529232e-30
Angiopoietin-2,Second,Control - sPTD,155.69650010542205,12.354423946859727,369,12.60248966484571,4.684602668143165e-30
iC3b,Third,Control - sPTD,-138.1303970223325,10.821668557142997,323,-12.764242066086707,5.1754944779968455e-30
SREC-I,Second,Control - sPTD,156.8619017499503,12.467829618299547,369,12.581331839802946,5.650714422908023e-30
AIP,Second,Control - sPTD,157.897533206833,12.552406011766237,369,12.579065165580586,5.765327978816976e-30
AREG,Third,Control - sPTD,-138.91464019850997,10.897244838950472,323,-12.747684598402492,5.960979773650366e-30
Elastase,Second,Control - sPTD,155.52951718321742,12.383316103281588,369,12.559601635461924,6.84985970471452e-30
NSF1C,Second,Control - sPTD,155.28262702930965,12.370108756118114,369,12.553052692645782,7.258704072519935e-30
Ferritin,Second,Control - sPTD,155.13071895425173,12.374485515338757,369,12.536336865234512,8.415887177454843e-30
IL-23,Third,Control - sPTD,138.43387096774083,10.912194355077325,323,12.686162513530476,1.0071851347720929e-29
GFAP,Third,Control - sPTD,135.93114143920653,10.716873998710737,323,12.683842457750211,1.0272889292441985e-29
MP2K2,Third,Control - sPTD,135.93114143920366,10.716873998710737,323,12.683842457749943,1.0272889292465926e-29
CD27,Second,Control - sPTD,-156.94781783681447,12.557834937723857,369,-12.497999743995814,1.1811562531380143e-29
SE6L2,Third,Control - sPTD,-138.2322580645157,10.913701615726826,323,-12.665937088230514,1.1965156946592171e-29
SARP-2,Third,Control - sPTD,-137.83151364764134,10.89743817176069,323,-12.64806567150929,1.3931194204175304e-29
Hemoglobin,Second,Control - sPTD,154.49715370019334,12.394372112137901,369,12.465105315733833,1.5793362797374122e-29
kallikrein 13,Second,Control - sPTD,-154.50653594771575,12.401109611220077,369,-12.459089613071704,1.6654583434633537e-29
IgM,Third,Control - sPTD,137.15632754342414,10.871937607099191,323,12.61562864873906,1.8358156857605118e-29
EphB6,Third,Control - sPTD,135.46017369726798,10.738130491862963,323,12.614874982187606,1.8476187069346557e-29
Bcl-2,Third,Control - sPTD,-137.3585607940432,10.890000228587912,323,-12.613274371974393,1.8729370867450878e-29
Stress-induced-phosphoprotein 1,Second,Control - sPTD,-155.68005481762884,12.534759218422089,369,-12.419867993062757,2.3537939643985046e-29
KPCI,Second,Control - sPTD,154.14758591609024,12.415538429739206,369,12.415698826790887,2.4418949264729837e-29
CATE,Second,Control - sPTD,155.86148007590393,12.563854617079857,369,12.405546293413725,2.6704189912723136e-29
PDGF-CC,Third,Control - sPTD,135.01228287840965,10.752774443212823,323,12.55604156782343,3.0458875032266436e-29
CK-MB,Third,Control - sPTD,134.99230769230536,10.753549419291812,323,12.55327914801134,3.1181659935533493e-29
Endothelin-converting enzyme 1,Second,Control - sPTD,-153.88256377820295,12.422894274261017,369,-12.38701387783941,3.1438937109793495e-29
TSG-6,Third,Control - sPTD,137.41575682382037,10.95548408164985,323,12.543102230780306,3.399509949923266e-29
Neurotrophin-5,Second,Control - sPTD,-153.9360109635283,12.453456606471665,369,-12.360906359406485,3.956032663116574e-29
TXD12,Third,Control - sPTD,136.46377171215704,10.898885537331305,323,12.520892273318752,4.1044774009506137e-29
Epo,Third,Control - sPTD,136.6403225806449,10.920171254137873,323,12.512653822060631,4.401527816435685e-29
HDAC8,Third,Control - sPTD,-134.63275434242948,10.767497113871555,323,-12.503625765451542,4.75170851831145e-29
b-NGF,Third,Control - sPTD,134.47295285359576,10.773677730720227,323,12.481620131457762,5.726022561606252e-29
PBEF,Third,Control - sPTD,-134.52667493796292,10.782720704949831,323,-12.476134606380759,5.998434560722287e-29
IL-34,Third,Control - sPTD,136.75545905707145,10.963341641810619,323,12.47388465351938,6.113868914936821e-29
TLR2,Second,Control - sPTD,-155.3462998102479,12.628915374884091,369,-12.300842566353303,6.706909553115621e-29
LRRT1,Second,Control - sPTD,-153.90037950664436,12.518254731395043,369,-12.294076355601815,7.117388086484638e-29
HCC-1,Third,Control - sPTD,136.038089330023,10.92155904496499,323,12.455922160008713,7.118475680699585e-29
Peroxiredoxin-5,Second,Control - sPTD,153.9995783259572,12.532620610240773,369,12.28789916453065,7.513944746939315e-29
Granzyme B,Third,Control - sPTD,134.19330024813672,10.784467646873718,323,12.443201152078904,7.927911487113874e-29
ATS15,Second,Control - sPTD,-155.30181319839926,12.654641550091908,369,-12.272320206278094,8.614564878378543e-29
CFC1,Third,Control - sPTD,-136.54751861042075,10.99045263878638,323,-12.424194261893385,9.311332845243711e-29
C9,Third,Control - sPTD,135.49354838709684,10.909402692661343,323,12.419886973119263,9.65687709006467e-29
Sorting nexin 4,Second,Control - sPTD,-153.61627661817676,12.57473191841517,369,-12.216266526780753,1.4079182368406493e-28
Esterase D,Second,Control - sPTD,-154.58886780518793,12.66652552804567,369,-12.204520289554068,1.560391592393053e-28
MIP-1a,Third,Control - sPTD,133.71476426799055,10.822113004862265,323,12.355698393457347,1.6612719895118955e-28
BGH3,Third,Control - sPTD,133.53870967741705,10.81331214345451,323,12.349473307144878,1.7509249989328522e-28
KI2L4,Third,Control - sPTD,-133.99627791563066,10.855356252908237,323,-12.343793680629503,1.8369220318862488e-28
GV,Second,Control - sPTD,-154.31340923466388,12.666660461253741,369,-12.182643539447175,1.8895402780589391e-28
RUXF,Third,Control - sPTD,135.68114143920485,11.018580168991457,323,12.313849820781755,2.364932478397812e-28
SPARCL1,Third,Control - sPTD,-135.59764267989948,11.01295841183563,323,-12.312553776120016,2.3909250068373634e-28
EDA,Third,Control - sPTD,133.50781637716898,10.845108267461514,323,12.310418032223001,2.434380553163551e-28
CYTN,Third,Control - sPTD,135.04379652605448,10.977008824863834,323,12.302422151667502,2.6041770285108705e-28
IL-6,Second,Control - sPTD,-153.7139995783267,12.660295675061608,369,-12.141422564175516,2.7090118628010453e-28
hnRNP K,Third,Control - sPTD,133.09466501240462,10.826535996027731,323,12.293374821017286,2.8105743732601314e-28
MAPK2,Second,Control - sPTD,151.9554079696395,12.53207020872921,369,12.125323704601895,3.117844702381736e-28
DRR1,Second,Control - sPTD,-151.4995783259572,12.51043636692724,369,-12.109855634329715,3.5684071157962567e-28
CAMK1D,Third,Control - sPTD,133.56972704714437,10.897980574205635,323,12.25637411790674,3.838620079832942e-28
"Haptoglobin, Mixed Type",Third,Control - sPTD,134.34367245657572,10.980651095422239,323,12.234581655415926,4.611510930303338e-28
Nogo Receptor,Third,Control - sPTD,132.63523573200754,10.843977638029601,323,12.23123471472853,4.743232685330517e-28
SPINT2,Second,Control - sPTD,-152.05597722960192,12.594994380524176,369,-12.072730851291867,4.932188605432667e-28
VEGF sR3,Second,Control - sPTD,152.71094244149322,12.649297798949197,369,12.072681414313704,4.934313486292361e-28
CK-MM,Second,Control - sPTD,-153.1999789162988,12.701536850106981,369,-12.061530878053425,5.437639911854268e-28
Phosphoglycerate mutase 1,Third,Control - sPTD,-134.9699751861033,11.052030466915635,323,-12.212233362017711,5.5653337176249515e-28
ATS13,Third,Control - sPTD,134.40359801488677,11.018707262942803,323,12.197764656739883,6.285261559363063e-28
