chromosome,gene,transcript,canonical,lof.oe_ci.upper,lof.oe_ci.upper_bin_decile,leiden,rowsum,norm_rank
NA,CACNA1D,NM_001128840.3,TRUE,0.253,NA,9,31051725,0.7182985553772071
NA,CACNA1D,NM_001128840.3,TRUE,0.253,NA,11,16363078,0.00923891611740183
chr3,CACNA1D,ENST00000350061,TRUE,0.253,0,1,24063516,0.2358859698155394
chr3,CACNA1D,ENST00000350061,TRUE,0.253,0,9,31051725,0.7182985553772071
chr3,CACNA1D,ENST00000350061,TRUE,0.253,0,11,16363078,0.00923891611740183
NA,CACNA2D1,NM_000722.4,TRUE,0.437,NA,1,15878137,0.0193963107881498
NA,CACNA2D1,NM_000722.4,TRUE,0.437,NA,15,30415682,0.1983580967797884
NA,CACNA2D1,NM_000722.4,TRUE,0.437,NA,9,23475160,0.06136560069144339
NA,CACNA2D1,NM_000722.4,TRUE,0.437,NA,11,18846798,0.05312376767506056
NA,CACNA2D1,NM_000722.4,TRUE,0.437,NA,0,31654417,0.9019988721097814
chr7,CACNA2D1,ENST00000356860,TRUE,0.437,1,1,15878137,0.0193963107881498
chr7,CACNA2D1,ENST00000356860,TRUE,0.437,1,15,30415682,0.1983580967797884
chr7,CACNA2D1,ENST00000356860,TRUE,0.437,1,9,23475160,0.06136560069144339
chr7,CACNA2D1,ENST00000356860,TRUE,0.437,1,11,18846798,0.05312376767506056
chr7,CACNA2D1,ENST00000356860,TRUE,0.437,1,0,31654417,0.9019988721097814
NA,CACNA2D2,NM_006030.4,TRUE,0.396,NA,1,18525892,0.07093348239239798
NA,CACNA2D2,NM_006030.4,TRUE,0.396,NA,15,25375873,0.01072440307567786
NA,CACNA2D2,NM_006030.4,TRUE,0.396,NA,9,25101963,0.140387702185455
NA,CACNA2D2,NM_006030.4,TRUE,0.396,NA,11,18503323,0.0430116613148555
NA,CACNA2D2,NM_006030.4,TRUE,0.396,NA,6,176172529,0.5000376704588262
chr3,CACNA2D2,ENST00000424201,TRUE,0.396,0,1,18525892,0.07093348239239798
chr3,CACNA2D2,ENST00000424201,TRUE,0.396,0,15,25375873,0.01072440307567786
chr3,CACNA2D2,ENST00000424201,TRUE,0.396,0,9,25101963,0.140387702185455
chr3,CACNA2D2,ENST00000424201,TRUE,0.396,0,11,18503323,0.0430116613148555
chr3,CACNA2D2,ENST00000424201,TRUE,0.396,0,6,176172529,0.5000376704588262
NA,CACNA2D3,NM_018398.3,TRUE,0.454,NA,1,40184760,0.7645053102291783
NA,CACNA2D3,NM_018398.3,TRUE,0.454,NA,15,32780806,0.5609065155807366
NA,CACNA2D3,NM_018398.3,TRUE,0.454,NA,9,32177925,0.8011482899123349
NA,CACNA2D3,NM_018398.3,TRUE,0.454,NA,11,29057006,0.5094924229620866
NA,CACNA2D3,NM_018398.3,TRUE,0.454,NA,0,23532428,0.15326774860580236
NA,CACNA2D3,NM_018398.3,TRUE,0.454,NA,6,176172529,0.5000376704588262
chr3,CACNA2D3,ENST00000474759,TRUE,0.454,1,1,40184760,0.7645053102291783
chr3,CACNA2D3,ENST00000474759,TRUE,0.454,1,15,32780806,0.5609065155807366
chr3,CACNA2D3,ENST00000474759,TRUE,0.454,1,9,32177925,0.8011482899123349
chr3,CACNA2D3,ENST00000474759,TRUE,0.454,1,11,29057006,0.5094924229620866
chr3,CACNA2D3,ENST00000474759,TRUE,0.454,1,0,23532428,0.15326774860580236
chr3,CACNA2D3,ENST00000474759,TRUE,0.454,1,6,176172529,0.5000376704588262
NA,CACNB1,NM_000723.5,TRUE,0.556,NA,1,16009431,0.02079373951928451
NA,CACNB1,NM_000723.5,TRUE,0.556,NA,15,35106305,0.8517372954847662
NA,CACNB1,NM_000723.5,TRUE,0.556,NA,9,39230757,0.9917891097666378
NA,CACNB1,NM_000723.5,TRUE,0.556,NA,11,38435203,0.7676187257055941
NA,CACNB1,NM_000723.5,TRUE,0.556,NA,0,23415745,0.14712701297073752
chr17,CACNB1,ENST00000394303,TRUE,0.556,1,1,16009431,0.02079373951928451
chr17,CACNB1,ENST00000394303,TRUE,0.556,1,15,35106305,0.8517372954847662
chr17,CACNB1,ENST00000394303,TRUE,0.556,1,9,39230757,0.9917891097666378
chr17,CACNB1,ENST00000394303,TRUE,0.556,1,11,38435203,0.7676187257055941
chr17,CACNB1,ENST00000394303,TRUE,0.556,1,0,23415745,0.14712701297073752
NA,CACNG8,NM_031895.6,TRUE,0.409,NA,1,20712473,0.1291224147568474
NA,CACNG8,NM_031895.6,TRUE,0.409,NA,15,30526731,0.21026767647568945
NA,CACNG8,NM_031895.6,TRUE,0.409,NA,9,26649605,0.27416965057414494
NA,CACNG8,NM_031895.6,TRUE,0.409,NA,11,16383960,0.00952059038927384
NA,CACNG8,NM_031895.6,TRUE,0.409,NA,6,176172529,0.5000376704588262
chr19,CACNG8,ENST00000270458,TRUE,0.409,1,1,20712473,0.1291224147568474
chr19,CACNG8,ENST00000270458,TRUE,0.409,1,15,30526731,0.21026767647568945
chr19,CACNG8,ENST00000270458,TRUE,0.409,1,9,26649605,0.27416965057414494
chr19,CACNG8,ENST00000270458,TRUE,0.409,1,11,16383960,0.00952059038927384
chr19,CACNG8,ENST00000270458,TRUE,0.409,1,6,176172529,0.5000376704588262
NA,CACTIN,NM_001080543.2,TRUE,0.465,NA,1,27821642,0.37076579094466183
NA,CACTIN,NM_001080543.2,TRUE,0.465,NA,15,26679301,0.02043707001214083
NA,CACTIN,NM_001080543.2,TRUE,0.465,NA,9,25375182,0.15779725892085442
NA,CACTIN,NM_001080543.2,TRUE,0.465,NA,11,27223531,0.4392991944115824
NA,CACTIN,NM_001080543.2,TRUE,0.465,NA,0,21989183,0.08678488627106962
NA,CACTIN,NM_001080543.2,TRUE,0.465,NA,6,176172529,0.5000376704588262
chr19,CACTIN,ENST00000429344,TRUE,0.465,1,1,27821642,0.37076579094466183
chr19,CACTIN,ENST00000429344,TRUE,0.465,1,15,26679301,0.02043707001214083
chr19,CACTIN,ENST00000429344,TRUE,0.465,1,9,25375182,0.15779725892085442
chr19,CACTIN,ENST00000429344,TRUE,0.465,1,11,27223531,0.4392991944115824
chr19,CACTIN,ENST00000429344,TRUE,0.465,1,0,21989183,0.08678488627106962
chr19,CACTIN,ENST00000429344,TRUE,0.465,1,6,176172529,0.5000376704588262
NA,CAD,NM_004341.5,TRUE,0.409,NA,1,29698079,0.4435438792621576
NA,CAD,NM_004341.5,TRUE,0.409,NA,15,34304967,0.7734867318032028
NA,CAD,NM_004341.5,TRUE,0.409,NA,9,27610377,0.38714656130386466
NA,CAD,NM_004341.5,TRUE,0.409,NA,11,34847522,0.6868908793870768
NA,CAD,NM_004341.5,TRUE,0.409,NA,0,28155434,0.6381352215051068
NA,CAD,NM_004341.5,TRUE,0.409,NA,6,176172529,0.5000376704588262
chr2,CAD,ENST00000264705,TRUE,0.409,1,1,29698079,0.4435438792621576
chr2,CAD,ENST00000264705,TRUE,0.409,1,15,34304967,0.7734867318032028
chr2,CAD,ENST00000264705,TRUE,0.409,1,9,27610377,0.38714656130386466
chr2,CAD,ENST00000264705,TRUE,0.409,1,11,34847522,0.6868908793870768
chr2,CAD,ENST00000264705,TRUE,0.409,1,0,28155434,0.6381352215051068
chr2,CAD,ENST00000264705,TRUE,0.409,1,6,176172529,0.5000376704588262
NA,CADM1,NM_001301043.2,TRUE,0.422,NA,1,33732415,0.5837898267188374
NA,CADM1,NM_001301043.2,TRUE,0.422,NA,15,33324582,0.6449095218824074
NA,CADM1,NM_001301043.2,TRUE,0.422,NA,9,26598026,0.26879861711322384
NA,CADM1,NM_001301043.2,TRUE,0.422,NA,11,34332208,0.6748352205509549
NA,CADM1,NM_001301043.2,TRUE,0.422,NA,0,27537473,0.5740334607431543
NA,CADM1,NM_001301043.2,TRUE,0.422,NA,6,176172529,0.5000376704588262
chr11,CADM1,ENST00000331581,TRUE,0.422,1,1,33732415,0.5837898267188374
chr11,CADM1,ENST00000331581,TRUE,0.422,1,15,33324582,0.6449095218824074
chr11,CADM1,ENST00000331581,TRUE,0.422,1,9,26598026,0.26879861711322384
chr11,CADM1,ENST00000331581,TRUE,0.422,1,11,34332208,0.6748352205509549
chr11,CADM1,ENST00000331581,TRUE,0.422,1,0,27537473,0.5740334607431543
chr11,CADM1,ENST00000331581,TRUE,0.422,1,6,176172529,0.5000376704588262
NA,CADM2,NM_001167675.2,TRUE,0.516,NA,1,15739473,0.01738401341531582
NA,CADM2,NM_001167675.2,TRUE,0.516,NA,15,32046557,0.4356535815459328
NA,CADM2,NM_001167675.2,TRUE,0.516,NA,9,24220355,0.08973330040745771
NA,CADM2,NM_001167675.2,TRUE,0.516,NA,11,16507717,0.01019660864176666
NA,CADM2,NM_001167675.2,TRUE,0.516,NA,0,19511944,0.00485619399711761
chr3,CADM2,ENST00000383699,TRUE,0.516,1,1,15739473,0.01738401341531582
chr3,CADM2,ENST00000383699,TRUE,0.516,1,15,32046557,0.4356535815459328
chr3,CADM2,ENST00000383699,TRUE,0.516,1,9,24220355,0.08973330040745771
chr3,CADM2,ENST00000383699,TRUE,0.516,1,11,16507717,0.01019660864176666
chr3,CADM2,ENST00000383699,TRUE,0.516,1,0,19511944,0.00485619399711761
NA,CADPS,NM_003716.4,TRUE,0.445,NA,1,15291964,0.01319172722191168
NA,CADPS,NM_003716.4,TRUE,0.445,NA,15,26275816,0.01734404810082673
NA,CADPS,NM_003716.4,TRUE,0.445,NA,11,19147091,0.0627006929187088
chr3,CADPS,ENST00000383710,TRUE,0.445,1,1,15291964,0.01319172722191168
chr3,CADPS,ENST00000383710,TRUE,0.445,1,15,26275816,0.01734404810082673
chr3,CADPS,ENST00000383710,TRUE,0.445,1,11,19147091,0.0627006929187088
NA,CALD1,NM_033138.4,TRUE,0.498,NA,1,43475233,0.8323085522638345
NA,CALD1,NM_033138.4,TRUE,0.498,NA,15,32428843,0.49933514482280167
NA,CALD1,NM_033138.4,TRUE,0.498,NA,9,38115481,0.9835782195332756
NA,CALD1,NM_033138.4,TRUE,0.498,NA,11,33897541,0.6637935890935722
NA,CALD1,NM_033138.4,TRUE,0.498,NA,0,36115715,0.9969296321824676
NA,CALD1,NM_033138.4,TRUE,0.498,NA,6,176172529,0.5000376704588262
chr7,CALD1,ENST00000361675,TRUE,0.498,1,1,43475233,0.8323085522638345
chr7,CALD1,ENST00000361675,TRUE,0.498,1,15,32428843,0.49933514482280167
chr7,CALD1,ENST00000361675,TRUE,0.498,1,9,38115481,0.9835782195332756
chr7,CALD1,ENST00000361675,TRUE,0.498,1,11,33897541,0.6637935890935722
chr7,CALD1,ENST00000361675,TRUE,0.498,1,0,36115715,0.9969296321824676
chr7,CALD1,ENST00000361675,TRUE,0.498,1,6,176172529,0.5000376704588262
NA,CALM1,NM_006888.6,TRUE,0.276,NA,1,42229049,0.8092230296254891
NA,CALM1,NM_006888.6,TRUE,0.276,NA,15,34464946,0.7908307799040296
NA,CALM1,NM_006888.6,TRUE,0.276,NA,9,26730981,0.283923941227312
NA,CALM1,NM_006888.6,TRUE,0.276,NA,11,43678903,0.858261506394006
NA,CALM1,NM_006888.6,TRUE,0.276,NA,0,27764484,0.5962779622783383
NA,CALM1,NM_006888.6,TRUE,0.276,NA,6,176172529,0.5000376704588262
chr14,CALM1,ENST00000356978,TRUE,0.276,0,1,42229049,0.8092230296254891
chr14,CALM1,ENST00000356978,TRUE,0.276,0,15,34464946,0.7908307799040296
chr14,CALM1,ENST00000356978,TRUE,0.276,0,9,26730981,0.283923941227312
chr14,CALM1,ENST00000356978,TRUE,0.276,0,11,43678903,0.858261506394006
chr14,CALM1,ENST00000356978,TRUE,0.276,0,0,27764484,0.5962779622783383
chr14,CALM1,ENST00000356978,TRUE,0.276,0,6,176172529,0.5000376704588262
NA,CALM2,NM_001743.6,TRUE,0.262,NA,1,46994097,0.8905533817775293
NA,CALM2,NM_001743.6,TRUE,0.262,NA,15,37105791,0.958547725039024
NA,CALM2,NM_001743.6,TRUE,0.262,NA,9,28259202,0.45610569206074825
NA,CALM2,NM_001743.6,TRUE,0.262,NA,11,27267356,0.4416652582953073
NA,CALM2,NM_001743.6,TRUE,0.262,NA,0,37145153,0.998997430916724
NA,CALM2,NM_001743.6,TRUE,0.262,NA,6,176172529,0.5000376704588262
chr2,CALM2,ENST00000272298,TRUE,0.262,0,1,46994097,0.8905533817775293
chr2,CALM2,ENST00000272298,TRUE,0.262,0,15,37105791,0.958547725039024
chr2,CALM2,ENST00000272298,TRUE,0.262,0,9,28259202,0.45610569206074825
chr2,CALM2,ENST00000272298,TRUE,0.262,0,11,27267356,0.4416652582953073
chr2,CALM2,ENST00000272298,TRUE,0.262,0,0,37145153,0.998997430916724
chr2,CALM2,ENST00000272298,TRUE,0.262,0,6,176172529,0.5000376704588262
NA,CALM3,NM_005184.4,TRUE,0.556,NA,1,39318279,0.7444382336500839
NA,CALM3,NM_005184.4,TRUE,0.556,NA,15,30149936,0.17060761981846562
NA,CALM3,NM_005184.4,TRUE,0.556,NA,9,37205261,0.9709223360908754
NA,CALM3,NM_005184.4,TRUE,0.556,NA,11,34254616,0.6731451749197228
NA,CALM3,NM_005184.4,TRUE,0.556,NA,0,32051732,0.919167867660881
NA,CALM3,NM_005184.4,TRUE,0.556,NA,6,176172529,0.5000376704588262
chr19,CALM3,ENST00000291295,TRUE,0.556,1,1,39318279,0.7444382336500839
chr19,CALM3,ENST00000291295,TRUE,0.556,1,15,30149936,0.17060761981846562
chr19,CALM3,ENST00000291295,TRUE,0.556,1,9,37205261,0.9709223360908754
chr19,CALM3,ENST00000291295,TRUE,0.556,1,11,34254616,0.6731451749197228
chr19,CALM3,ENST00000291295,TRUE,0.556,1,0,32051732,0.919167867660881
chr19,CALM3,ENST00000291295,TRUE,0.556,1,6,176172529,0.5000376704588262
NA,CALR,NM_004343.4,TRUE,0.423,NA,1,43632787,0.8353828954723309
NA,CALR,NM_004343.4,TRUE,0.423,NA,15,36216700,0.9258831011158004
NA,CALR,NM_004343.4,TRUE,0.423,NA,9,25082657,0.1389060377824423
NA,CALR,NM_004343.4,TRUE,0.423,NA,11,56127055,0.982874204270182
NA,CALR,NM_004343.4,TRUE,0.423,NA,0,30926971,0.8664703302211918
NA,CALR,NM_004343.4,TRUE,0.423,NA,6,176172529,0.5000376704588262
chr19,CALR,ENST00000316448,TRUE,0.423,1,1,43632787,0.8353828954723309
chr19,CALR,ENST00000316448,TRUE,0.423,1,15,36216700,0.9258831011158004
chr19,CALR,ENST00000316448,TRUE,0.423,1,9,25082657,0.1389060377824423
chr19,CALR,ENST00000316448,TRUE,0.423,1,11,56127055,0.982874204270182
chr19,CALR,ENST00000316448,TRUE,0.423,1,0,30926971,0.8664703302211918
chr19,CALR,ENST00000316448,TRUE,0.423,1,6,176172529,0.5000376704588262
NA,CALU,NM_001219.5,TRUE,0.556,NA,1,46582393,0.8837898267188373
NA,CALU,NM_001219.5,TRUE,0.556,NA,15,34242216,0.7668381800312193
NA,CALU,NM_001219.5,TRUE,0.556,NA,9,26116947,0.2183602913939993
NA,CALU,NM_001219.5,TRUE,0.556,NA,11,56930094,0.98681764407639
NA,CALU,NM_001219.5,TRUE,0.556,NA,0,27586546,0.5790463061595338
NA,CALU,NM_001219.5,TRUE,0.556,NA,6,176172529,0.5000376704588262
chr7,CALU,ENST00000249364,TRUE,0.556,1,1,46582393,0.8837898267188373
chr7,CALU,ENST00000249364,TRUE,0.556,1,15,34242216,0.7668381800312193
chr7,CALU,ENST00000249364,TRUE,0.556,1,9,26116947,0.2183602913939993
chr7,CALU,ENST00000249364,TRUE,0.556,1,11,56930094,0.98681764407639
chr7,CALU,ENST00000249364,TRUE,0.556,1,0,27586546,0.5790463061595338
chr7,CALU,ENST00000249364,TRUE,0.556,1,6,176172529,0.5000376704588262
NA,CAMK1D,NM_153498.4,TRUE,0.365,NA,1,18510879,0.07054220234768027
NA,CAMK1D,NM_153498.4,TRUE,0.365,NA,15,37905895,0.9790137017979996
NA,CAMK1D,NM_153498.4,TRUE,0.365,NA,9,31746398,0.7722867020619829
NA,CAMK1D,NM_153498.4,TRUE,0.365,NA,11,18750419,0.0505886992282125
NA,CAMK1D,NM_153498.4,TRUE,0.365,NA,6,176172529,0.5000376704588262
chr10,CAMK1D,ENST00000619168,TRUE,0.365,0,1,18510879,0.07054220234768027
chr10,CAMK1D,ENST00000619168,TRUE,0.365,0,15,37905895,0.9790137017979996
chr10,CAMK1D,ENST00000619168,TRUE,0.365,0,9,31746398,0.7722867020619829
chr10,CAMK1D,ENST00000619168,TRUE,0.365,0,11,18750419,0.0505886992282125
chr10,CAMK1D,ENST00000619168,TRUE,0.365,0,6,176172529,0.5000376704588262
NA,CAMK2D,NM_001321571.2,TRUE,0.447,NA,1,42156155,0.8074343208496366
NA,CAMK2D,NM_001321571.2,TRUE,0.447,NA,15,30451413,0.20165346591894548
NA,CAMK2D,NM_001321571.2,TRUE,0.447,NA,9,36234190,0.9565995801950858
NA,CAMK2D,NM_001321571.2,TRUE,0.447,NA,11,21597794,0.16866655399695793
NA,CAMK2D,NM_001321571.2,TRUE,0.447,NA,0,25258504,0.31649852747665896
NA,CAMK2D,NM_001321571.2,TRUE,0.447,NA,6,176172529,0.5000376704588262
chr4,CAMK2D,ENST00000511664,TRUE,0.447,1,1,42156155,0.8074343208496366
chr4,CAMK2D,ENST00000511664,TRUE,0.447,1,15,30451413,0.20165346591894548
chr4,CAMK2D,ENST00000511664,TRUE,0.447,1,9,36234190,0.9565995801950858
chr4,CAMK2D,ENST00000511664,TRUE,0.447,1,11,21597794,0.16866655399695793
chr4,CAMK2D,ENST00000511664,TRUE,0.447,1,0,25258504,0.31649852747665896
chr4,CAMK2D,ENST00000511664,TRUE,0.447,1,6,176172529,0.5000376704588262
NA,CAMK2G,NM_001367534.1,TRUE,0.404,NA,1,34742197,0.6168809390721073
NA,CAMK2G,NM_001367534.1,TRUE,0.404,NA,15,35505635,0.8824073538763948
NA,CAMK2G,NM_001367534.1,TRUE,0.404,NA,9,34214632,0.8992468205951352
NA,CAMK2G,NM_001367534.1,TRUE,0.404,NA,11,27020263,0.43096163596417103
NA,CAMK2G,NM_001367534.1,TRUE,0.404,NA,0,28112007,0.6328717338179084
NA,CAMK2G,NM_001367534.1,TRUE,0.404,NA,6,176172529,0.5000376704588262
chr10,CAMK2G,ENST00000423381,TRUE,0.404,1,1,34742197,0.6168809390721073
chr10,CAMK2G,ENST00000423381,TRUE,0.404,1,15,35505635,0.8824073538763948
chr10,CAMK2G,ENST00000423381,TRUE,0.404,1,9,34214632,0.8992468205951352
chr10,CAMK2G,ENST00000423381,TRUE,0.404,1,11,27020263,0.43096163596417103
chr10,CAMK2G,ENST00000423381,TRUE,0.404,1,0,28112007,0.6328717338179084
chr10,CAMK2G,ENST00000423381,TRUE,0.404,1,6,176172529,0.5000376704588262
NA,CAMKK1,NM_032294.3,TRUE,0.471,NA,1,25115046,0.2723868082727781
NA,CAMKK1,NM_032294.3,TRUE,0.471,NA,15,30156367,0.1707810602994739
NA,CAMKK1,NM_032294.3,TRUE,0.471,NA,11,18014024,0.02906878485719114
NA,CAMKK1,NM_032294.3,TRUE,0.471,NA,0,22416867,0.10238736762955072
chr17,CAMKK1,ENST00000348335,TRUE,0.471,1,1,25115046,0.2723868082727781
chr17,CAMKK1,ENST00000348335,TRUE,0.471,1,15,30156367,0.1707810602994739
chr17,CAMKK1,ENST00000348335,TRUE,0.471,1,11,18014024,0.02906878485719114
chr17,CAMKK1,ENST00000348335,TRUE,0.471,1,0,22416867,0.10238736762955072
NA,CAMKV,NM_024046.5,TRUE,0.202,NA,1,26105601,0.3096143096702068
NA,CAMKV,NM_024046.5,TRUE,0.202,NA,15,28520195,0.06324796207434816
NA,CAMKV,NM_024046.5,TRUE,0.202,NA,9,23156002,0.04568465242622546
NA,CAMKV,NM_024046.5,TRUE,0.202,NA,11,32852732,0.6348374739451299
chr3,CAMKV,ENST00000477224,TRUE,0.202,0,1,26105601,0.3096143096702068
chr3,CAMKV,ENST00000477224,TRUE,0.202,0,15,28520195,0.06324796207434816
chr3,CAMKV,ENST00000477224,TRUE,0.202,0,9,23156002,0.04568465242622546
chr3,CAMKV,ENST00000477224,TRUE,0.202,0,11,32852732,0.6348374739451299
NA,CAMSAP1,NM_015447.4,TRUE,0.544,NA,1,28336803,0.390217998882057
NA,CAMSAP1,NM_015447.4,TRUE,0.544,NA,15,33845319,0.7194311152222929
NA,CAMSAP1,NM_015447.4,TRUE,0.544,NA,9,29279083,0.5652549697493517
NA,CAMSAP1,NM_015447.4,TRUE,0.544,NA,11,24202107,0.2999267646893133
NA,CAMSAP1,NM_015447.4,TRUE,0.544,NA,0,24936313,0.2733880568957955
NA,CAMSAP1,NM_015447.4,TRUE,0.544,NA,6,176172529,0.5000376704588262
chr9,CAMSAP1,ENST00000389532,TRUE,0.544,1,1,28336803,0.390217998882057
chr9,CAMSAP1,ENST00000389532,TRUE,0.544,1,15,33845319,0.7194311152222929
chr9,CAMSAP1,ENST00000389532,TRUE,0.544,1,9,29279083,0.5652549697493517
chr9,CAMSAP1,ENST00000389532,TRUE,0.544,1,11,24202107,0.2999267646893133
chr9,CAMSAP1,ENST00000389532,TRUE,0.544,1,0,24936313,0.2733880568957955
chr9,CAMSAP1,ENST00000389532,TRUE,0.544,1,6,176172529,0.5000376704588262
NA,CAMSAP2,NM_001297707.3,TRUE,0.199,NA,1,42931754,0.8220234768026831
NA,CAMSAP2,NM_001297707.3,TRUE,0.199,NA,15,31087383,0.2852517777649303
NA,CAMSAP2,NM_001297707.3,TRUE,0.199,NA,9,35074285,0.9262871959501172
NA,CAMSAP2,NM_001297707.3,TRUE,0.199,NA,11,52031581,0.9543124331023604
NA,CAMSAP2,NM_001297707.3,TRUE,0.199,NA,0,25815419,0.3700106522965098
NA,CAMSAP2,NM_001297707.3,TRUE,0.199,NA,6,176172529,0.5000376704588262
chr1,CAMSAP2,ENST00000358823,TRUE,0.196,0,1,42931754,0.8220234768026831
chr1,CAMSAP2,ENST00000358823,TRUE,0.196,0,15,31087383,0.2852517777649303
chr1,CAMSAP2,ENST00000358823,TRUE,0.196,0,9,35074285,0.9262871959501172
chr1,CAMSAP2,ENST00000358823,TRUE,0.196,0,11,52031581,0.9543124331023604
chr1,CAMSAP2,ENST00000358823,TRUE,0.196,0,0,25815419,0.3700106522965098
chr1,CAMSAP2,ENST00000358823,TRUE,0.196,0,6,176172529,0.5000376704588262
NA,CAMSAP3,NM_020902.2,TRUE,0.51,NA,1,42379631,0.8120178870877586
NA,CAMSAP3,NM_020902.2,TRUE,0.51,NA,15,34266912,0.7701913626640458
NA,CAMSAP3,NM_020902.2,TRUE,0.51,NA,9,35392781,0.9347450302506484
NA,CAMSAP3,NM_020902.2,TRUE,0.51,NA,11,40597656,0.8071657934764238
NA,CAMSAP3,NM_020902.2,TRUE,0.51,NA,0,26259829,0.42483864903816027
NA,CAMSAP3,NM_020902.2,TRUE,0.51,NA,6,176172529,0.5000376704588262
chr19,CAMSAP3,ENST00000160298,TRUE,0.51,1,1,42379631,0.8120178870877586
chr19,CAMSAP3,ENST00000160298,TRUE,0.51,1,15,34266912,0.7701913626640458
chr19,CAMSAP3,ENST00000160298,TRUE,0.51,1,9,35392781,0.9347450302506484
chr19,CAMSAP3,ENST00000160298,TRUE,0.51,1,11,40597656,0.8071657934764238
chr19,CAMSAP3,ENST00000160298,TRUE,0.51,1,0,26259829,0.42483864903816027
chr19,CAMSAP3,ENST00000160298,TRUE,0.51,1,6,176172529,0.5000376704588262
NA,CAMTA1,NM_015215.4,TRUE,0.227,NA,1,26748784,0.33314700950251536
NA,CAMTA1,NM_015215.4,TRUE,0.227,NA,15,32328745,0.4825692316586691
NA,CAMTA1,NM_015215.4,TRUE,0.227,NA,9,32271672,0.8074453636251389
NA,CAMTA1,NM_015215.4,TRUE,0.227,NA,11,37428179,0.7472818432764351
NA,CAMTA1,NM_015215.4,TRUE,0.227,NA,0,28637443,0.6865091797731687
NA,CAMTA1,NM_015215.4,TRUE,0.227,NA,6,176172529,0.5000376704588262
chr1,CAMTA1,ENST00000303635,TRUE,0.227,0,1,26748784,0.33314700950251536
chr1,CAMTA1,ENST00000303635,TRUE,0.227,0,15,32328745,0.4825692316586691
chr1,CAMTA1,ENST00000303635,TRUE,0.227,0,9,32271672,0.8074453636251389
chr1,CAMTA1,ENST00000303635,TRUE,0.227,0,11,37428179,0.7472818432764351
chr1,CAMTA1,ENST00000303635,TRUE,0.227,0,0,28637443,0.6865091797731687
chr1,CAMTA1,ENST00000303635,TRUE,0.227,0,6,176172529,0.5000376704588262
NA,CAMTA2,NM_015099.4,TRUE,0.512,NA,1,33411834,0.574399105645612
NA,CAMTA2,NM_015099.4,TRUE,0.512,NA,15,31481191,0.3428918309533445
NA,CAMTA2,NM_015099.4,TRUE,0.512,NA,9,30962565,0.709470304975923
NA,CAMTA2,NM_015099.4,TRUE,0.512,NA,11,41579858,0.8253056165849811
NA,CAMTA2,NM_015099.4,TRUE,0.512,NA,0,27575484,0.577793094805439
NA,CAMTA2,NM_015099.4,TRUE,0.512,NA,6,176172529,0.5000376704588262
chr17,CAMTA2,ENST00000348066,TRUE,0.512,1,1,33411834,0.574399105645612
chr17,CAMTA2,ENST00000348066,TRUE,0.512,1,15,31481191,0.3428918309533445
chr17,CAMTA2,ENST00000348066,TRUE,0.512,1,9,30962565,0.709470304975923
chr17,CAMTA2,ENST00000348066,TRUE,0.512,1,11,41579858,0.8253056165849811
chr17,CAMTA2,ENST00000348066,TRUE,0.512,1,0,27575484,0.577793094805439
chr17,CAMTA2,ENST00000348066,TRUE,0.512,1,6,176172529,0.5000376704588262
NA,CAND1,NM_018448.5,TRUE,0.076,NA,1,46860239,0.8881498043599776
NA,CAND1,NM_018448.5,TRUE,0.076,NA,15,34600143,0.8045325779036827
NA,CAND1,NM_018448.5,TRUE,0.076,NA,9,28805300,0.5139523397950364
NA,CAND1,NM_018448.5,TRUE,0.076,NA,11,51131449,0.9458622049462002
NA,CAND1,NM_018448.5,TRUE,0.076,NA,0,29554906,0.7741086534244
NA,CAND1,NM_018448.5,TRUE,0.076,NA,6,176172529,0.5000376704588262
chr12,CAND1,ENST00000545606,TRUE,0.076,0,1,46860239,0.8881498043599776
chr12,CAND1,ENST00000545606,TRUE,0.076,0,15,34600143,0.8045325779036827
chr12,CAND1,ENST00000545606,TRUE,0.076,0,9,28805300,0.5139523397950364
chr12,CAND1,ENST00000545606,TRUE,0.076,0,11,51131449,0.9458622049462002
chr12,CAND1,ENST00000545606,TRUE,0.076,0,0,29554906,0.7741086534244
chr12,CAND1,ENST00000545606,TRUE,0.076,0,6,176172529,0.5000376704588262
NA,CANX,NM_001746.4,TRUE,0.268,NA,1,37816691,0.7053102291783119
NA,CANX,NM_001746.4,TRUE,0.268,NA,15,35882494,0.9090593744579984
NA,CANX,NM_001746.4,TRUE,0.268,NA,9,32789469,0.8354735152487961
NA,CANX,NM_001746.4,TRUE,0.268,NA,11,38368022,0.7667173680356036
NA,CANX,NM_001746.4,TRUE,0.268,NA,0,33034641,0.9617770537001066
NA,CANX,NM_001746.4,TRUE,0.268,NA,6,176172529,0.5000376704588262
chr5,CANX,ENST00000247461,TRUE,0.268,0,1,37816691,0.7053102291783119
chr5,CANX,ENST00000247461,TRUE,0.268,0,15,35882494,0.9090593744579984
chr5,CANX,ENST00000247461,TRUE,0.268,0,9,32789469,0.8354735152487961
chr5,CANX,ENST00000247461,TRUE,0.268,0,11,38368022,0.7667173680356036
chr5,CANX,ENST00000247461,TRUE,0.268,0,0,33034641,0.9617770537001066
chr5,CANX,ENST00000247461,TRUE,0.268,0,6,176172529,0.5000376704588262
NA,CAP1,NM_006367.4,TRUE,0.361,NA,1,58512680,0.9926215762996088
