"hyperedge_id","protein_id"
"C3a","ARTS1"
"C3a","ASAH2"
"C3a","ATS15"
"C3a","Activin A"
"C3a","Activin AB"
"C3a","Adiponectin"
"C3a","Aggrecan"
"C3a","Alkaline phosphatase, bone"
"C3a","Alkaline phosphatase, liver"
"C3a","Angiopoietin-1"
"C3a","Angiopoietin-2"
"C3a","Angiostatin"
"C3a","Antithrombin III"
"C3a","Apo B"
"C3a","Apo E"
"C3a","Apo E3"
"C3a","Apo E4"
"C3a","B7"
"C3a","B7-2"
"C3a","B7-H1"
"C3a","B7-H2"
"C3a","BAFF"
"C3a","BCMA"
"C3a","BDNF"
"C3a","BGH3"
"C3a","BMP RII"
"C3a","BMP-14"
"C3a","BMPER"
"C3a","BMPR1A"
"C3a","BMX"
"C3a","BNP"
"C3a","BPSA"
"C3a","BSP"
"C3a","BSSP4"
"C3a","BST1"
"C3a","BTG"
"C3a","C3"
"C3a","C3a"
"C3a","C3b"
"C3a","C3d"
"C3a","C6"
"C3a","C9"
"C3a","CAD15"
"C3a","CAMK2A"
"C3a","CAMK2B"
"C3a","CAMK2D"
"C3a","CAPG"
"C3a","CATZ"
"C3a","CD23"
"C3a","CD30"
"C3a","CD30 Ligand"
"C3a","CD36 ANTIGEN"
"C3a","CG073"
"C3a","CK-BB"
"C3a","CK-MB"
"C3a","CK-MM"
"C3a","CK094"
"C3a","CK2-A1:B"
"C3a","CK2-A2:B"
"C3a","CKAP2"
"C3a","CLC4K"
"C3a","CNTN2"
"C3a","CO8A1"
"C3a","COMMD7"
"C3a","COX-2"
"C3a","CRDL1"
"C3a","CRTAM"
"C3a","CS084"
"C3a","CSF-1"
"C3a","CTACK"
"C3a","CTAP-III"
"C3a","CTGF"
"C3a","Cadherin E"
"C3a","Cadherin-5"
"C3a","Calpastatin"
"C3a","Carbonic Anhydrase IV"
"C3a","Carbonic Anhydrase X"
"C3a","Carbonic anhydrase I"
"C3a","Carbonic anhydrase XIII"
"C3a","Cathepsin D"
"C3a","Cathepsin S"
"C3a","Cathepsin V"
"C3a","Coactosin-like protein"
"C3a","Coagulation Factor IX"
"C3a","Coagulation Factor IXab"
"C3a","Cofilin-1"
"C3a","Collectin Kidney 1"
"C3a","Corticotropin-lipotropin"
"C3a","Cyclin B1"
"C3a","Cystatin C"
"C3a","Cytochrome P450 3A4"
"C3a","DAF"
"C3a","DAN"
"C3a","DAPK2"
"C3a","DC-SIGN"
"C3a","DKK1"
"C3a","DKK3"
"C3a","DPP2"
"C3a","DR3"
"C3a","DRAK2"
"C3a","DUS3"
"C3a","Dkk-4"
"C3a","Dtk"
"C3a","EGFRvIII"
"C3a","EMAP-2"
"C3a","EPHB2"
"C3a","ER"
"C3a","ERAB"
"C3a","ERBB1"
"C3a","ERBB3"
"C3a","ES1"
"C3a","ESPN"
"C3a","Endoglin"
"C3a","Endostatin"
"C3a","Enterokinase"
"C3a","Eotaxin"
"C3a","EphA5"
"C3a","Esterase D"
"C3a","F229A"
"C3a","FABPE"
"C3a","FER"
"C3a","FGF-12"
"C3a","FGF-8"
"C3a","FGF-8A"
"C3a","FGF-8F"
"C3a","FGF7"
"C3a","FGFR4"
"C3a","FGR"
"C3a","FN1.2"
"C3a","FSH"
"C3a","FYN"
"C3a","Factor D"
"C3a","Factor H"
"C3a","Fas ligand, soluble"
"C3a","Fibrinogen"
"C3a","Fibrinogen g-chain dimer"
"C3a","Ficolin-3"
"C3a","Fractalkine/CX3CL-1"
"C3a","GAPDH, liver"
"C3a","GAS1"
"C3a","GCKR"
"C3a","GCP-2"
"C3a","GDF2"
"C3a","GITR"
"C3a","GM-CSF"
"C3a","GNS"
"C3a","GNT2C"
"C3a","GOT1"
"C3a","GP1BA"
"C3a","GPC5"
"C3a","GRN"
"C3a","GV"
"C3a","Galectin-2"
"C3a","Galectin-8"
"C3a","Gelsolin"
"C3a","Glucocorticoid receptor"
"C3a","Glypican 3"
"C3a","Granulysin"
"C3a","Granzyme H"
"C3a","Gro-a"
"C3a","HGFA"
"C3a","HINT1"
"C3a","HMG-1"
"C3a","HPT"
"C3a","HSP 60"
"C3a","HSP 70"
"C3a","HVEM"
"C3a","Histone H1.2"
"C3a","I-309"
"C3a","ICOS"
"C3a","IDS"
"C3a","IFN-aA"
"C3a","IFN-g R1"
"C3a","IFN-lambda 1"
"C3a","IFNL4"
"C3a","IGF-I sR"
"C3a","IGF-II receptor"
"C3a","IGFBP-1"
"C3a","IGFBP-2"
"C3a","IGFBP-5"
"C3a","IGFBP-7"
"C3a","IL-1 R AcP"
"C3a","IL-1 R4"
"C3a","IL-1 sR9"
"C3a","IL-10 Rb"
"C3a","IL-16"
"C3a","IL-17D"
"C3a","IL-22"
"C3a","IL-34"
"C3a","IL-4"
"C3a","IL-7"
"C3a","IL-8"
"C3a","ILT-2"
"C3a","ILT-4"
"C3a","ING1"
"C3a","IP-10"
"C3a","IR"
"C3a","ISM1"
"C3a","IgG"
"C3a","Inhibin bA chain"
"C3a","Insulin"
"C3a","Integrin a1b1"
"C3a","JAG2"
"C3a","JAM-B"
"C3a","KI3S1"
"C3a","KIAP"
"C3a","KIRR3"
"C3a","KLRF1"
"C3a","Kallikrein 11"
"C3a","Kallikrein 6"
"C3a","Kallistatin"
"C3a","Karyopherin-a2"
"C3a","Kininogen, HMW, Two Chain"
"C3a","Kininostatin"
"C3a","Ku70"
"C3a","L-VEGF165"
"C3a","LBP"
"C3a","LD78-beta"
"C3a","LEAP-1"
"C3a","LG3BP"
"C3a","LIF sR"
"C3a","LRIG3"
"C3a","LRP8"
"C3a","LSAMP"
"C3a","LYN"
"C3a","Lactoferrin"
"C3a","Laminin"
"C3a","Lipocalin 2"
"C3a","Luteinizing hormone"
"C3a","Lymphotactin"
"C3a","M2-PK"
"C3a","MAPK14"
"C3a","MAPK2"
"C3a","MATK"
"C3a","MATN2"
"C3a","MATN3"
"C3a","MCP-4"
"C3a","MFGM"
"C3a","MIA"
"C3a","MIF"
"C3a","MIP-1a"
"C3a","MIP-3b"
"C3a","MK08"
"C3a","MK11"
"C3a","MMP-1"
"C3a","MMP-12"
"C3a","MMP-16"
"C3a","MMP-2"
"C3a","MMP-8"
"C3a","MOZ"
"C3a","MSP R"
"C3a","Macrophage mannose receptor"
"C3a","Mn SOD"
"C3a","Moesin"
"C3a","Myoglobin"
"C3a","N-terminal pro-BNP"
"C3a","NADPH-P450 Oxidoreductase"
"C3a","NAP-2"
"C3a","NCAM-120"
"C3a","NCAM-L1"
"C3a","NCAM1"
"C3a","NKp30"
"C3a","NKp46"
"C3a","NR1D1"
"C3a","NRX1A"
"C3a","NRX3A"
"C3a","NRX3B"
"C3a","NXPH1"
"C3a","Nectin-like protein 2"
"C3a","Noggin"
"C3a","NovH"
"C3a","Nr-CAM"
"C3a","Nucleoside diphosphate kinase A"
"C3a","OLR1"
"C3a","Oxidized PARK7"
"C3a","P-Cadherin"
"C3a","PACA"
"C3a","PAFAH"
"C3a","PAK3"
"C3a","PAL4D"
"C3a","PARC"
"C3a","PBP"
"C3a","PCSK9"
"C3a","PD-L2"
"C3a","PDE11"
"C3a","PDE3A"
"C3a","PDGF-AA"
"C3a","PDGF-BB"
"C3a","PDGF-CC"
"C3a","PDK1"
"C3a","PDPK1"
"C3a","PH"
"C3a","PKC-A"
"C3a","PLPP"
"C3a","PP13G"
"C3a","PPase"
"C3a","PRKACA"
"C3a","PSA"
"C3a","PSA1"
"C3a","PSME1"
"C3a","PTK6"
"C3a","PTP-1B"
"C3a","PUR8"
"C3a","Parathyroid Hormone1-34"
"C3a","Periostin"
"C3a","Peroxiredoxin-1"
"C3a","Peroxiredoxin-6"
"C3a","Phosphoglycerate mutase 1"
"C3a","PlGF"
"C3a","Protein C"
"C3a","Protein disulfide-isomerase"
"C3a","Proteinase-3"
"C3a","RANTES"
"C3a","RASA1"
"C3a","RBP"
"C3a","RET"
"C3a","ROBO3"
"C3a","RPS6KA3"
"C3a","RS7"
"C3a","RSK-like protein kinase"
"C3a","SAA"
"C3a","SARP-2"
"C3a","SCGF-alpha"
"C3a","SCGF-beta"
"C3a","SE6L2"
"C3a","SHBG"
"C3a","SHC1"
"C3a","SLAF6"
"C3a","SLAF7"
"C3a","SLIK5"
"C3a","SMAC"
"C3a","SORC2"
"C3a","SP-D"
"C3a","SPARCL1"
"C3a","Semaphorin 3E"
"C3a","Semaphorin-6A"
"C3a","Siglec-9"
"C3a","Somatostatin-28"
"C3a","Stanniocalcin-1"
"C3a","TARC"
"C3a","TCCR"
"C3a","TCP2L"
"C3a","TEC"
"C3a","TECK"
"C3a","TGF-b R III"
"C3a","TIG2"
"C3a","TIMD3"
"C3a","TIMP-2"
"C3a","TLR2"
"C3a","TLR4:MD-2 complex"
"C3a","TNF-b"
"C3a","TPSB2"
"C3a","TRY3"
"C3a","TSLP R"
"C3a","TXD12"
"C3a","Tenascin"
"C3a","Topoisomerase I"
"C3a","TrATPase"
"C3a","TrkB"
"C3a","Tropomyosin 1 alpha chain"
"C3a","ULBP-2"
"C3a","UNC5H4"
"C3a","UPK3L"
"C3a","VEGF121"
"C3a","VWC2L"
"C3a","WFKN2"
"C3a","a2-Antiplasmin"
"C3a","a2-Macroglobulin"
"C3a","alpha-1-antichymotrypsin complex"
"C3a","amyloid precursor protein"
"C3a","annexin I"
"C3a","bFGF"
"C3a","bFGF-R"
"C3a","cIAP-2"
"C3a","calgranulin B"
"C3a","contactin-1"
"C3a","discoidin domain receptor 1"
"C3a","hnRNP A/B"
"C3a","hnRNP A2/B1"
"C3a","kallikrein 12"
"C3a","p60-Src"
"C3a","pTEN"
"C3a","resistin"
"C3a","sICAM-1"
"C3a","sTie-1"
"C3a","suPAR"
"C3a","vWF"
"C3adesArg","14-3-3"
"C3adesArg","4-1BB"
"C3adesArg","4-1BB ligand"
"C3adesArg","40S ribosomal protein SA"
"C3adesArg","ABL1"
"C3adesArg","ABL2"
"C3adesArg","ACTH"
"C3adesArg","ADAM12"
"C3adesArg","ADAMTS-5"
"C3adesArg","AGR2"
"C3adesArg","AIP"
"C3adesArg","ALT"
"C3adesArg","AMHR2"
"C3adesArg","AMPK a1b1g1"
"C3adesArg","AMPM2"
"C3adesArg","ANGL4"
"C3adesArg","ANR63"
"C3adesArg","ARI3A"
"C3adesArg","ARMEL"
"C3adesArg","ARP19"
"C3adesArg","ARTS1"
"C3adesArg","ASM3A"
"C3adesArg","ATP synthase beta chain"
"C3adesArg","Activin AB"
"C3adesArg","Afamin"
"C3adesArg","Aflatoxin B1 aldehyde reductase"
"C3adesArg","Alkaline phosphatase, liver"
"C3adesArg","Angiopoietin-1"
"C3adesArg","Angiopoietin-4"
"C3adesArg","Angiostatin"
"C3adesArg","Angiotensinogen"
"C3adesArg","Antithrombin III"
"C3adesArg","Apo D"
"C3adesArg","Apo E"
"C3adesArg","Apo E3"
"C3adesArg","Apo E4"
"C3adesArg","Artemin"
"C3adesArg","Aurora kinase A"
"C3adesArg","B7"
"C3adesArg","B7-2"
"C3adesArg","B7-H1"
"C3adesArg","B7-H2"
"C3adesArg","BAFF"
"C3adesArg","BAFF Receptor"
"C3adesArg","BASI"
"C3adesArg","BCAM"
"C3adesArg","BCAR3"
"C3adesArg","BCL2-like 1 protein"
"C3adesArg","BCMA"
"C3adesArg","BMP-14"
"C3adesArg","BMP-6"
"C3adesArg","BMP10"
"C3adesArg","BNP"
"C3adesArg","BNP-32"
"C3adesArg","BPSA"
"C3adesArg","BSSP4"
"C3adesArg","BST1"
"C3adesArg","BTG"
"C3adesArg","BTK"
"C3adesArg","Bone proteoglycan II"
"C3adesArg","C1QBP"
"C3adesArg","C1r"
"C3adesArg","C1s"
"C3adesArg","C2"
"C3adesArg","C3"
"C3adesArg","C3adesArg"
"C3adesArg","C4"
"C3adesArg","C4b"
"C3adesArg","C5a"
"C3adesArg","C6"
"C3adesArg","C9"
"C3adesArg","CAMK1"
"C3adesArg","CAMK1D"
"C3adesArg","CAMK2A"
"C3adesArg","CAMK2B"
"C3adesArg","CAMK2D"
"C3adesArg","CATE"
"C3adesArg","CBG"
"C3adesArg","CBPE"
"C3adesArg","CD22"
"C3adesArg","CD226"
"C3adesArg","CD23"
"C3adesArg","CD27"
"C3adesArg","CD30"
"C3adesArg","CD36 ANTIGEN"
"C3adesArg","CD48"
"C3adesArg","CDK1/cyclin B"
"C3adesArg","CDK2/cyclin A"
"C3adesArg","CDK8/cyclin C"
"C3adesArg","CFC1"
"C3adesArg","CG073"
"C3adesArg","CHK1"
"C3adesArg","CK094"
"C3adesArg","CK2-A1:B"
"C3adesArg","CKAP2"
"C3adesArg","CLF-1/CLC Complex"
"C3adesArg","CNDP1"
"C3adesArg","CNTFR alpha"
"C3adesArg","CO8A1"
"C3adesArg","COLEC12"
"C3adesArg","CONA1"
"C3adesArg","CRIS3"
"C3adesArg","CRK"
"C3adesArg","CRP"
"C3adesArg","CRTAM"
"C3adesArg","CS084"
"C3adesArg","CSK"
"C3adesArg","CTAP-III"
"C3adesArg","CTGF"
"C3adesArg","CYTN"
"C3adesArg","CYTT"
"C3adesArg","Cadherin E"
"C3adesArg","Cadherin-6"
"C3adesArg","Calcineurin"
"C3adesArg","Calcineurin B a"
"C3adesArg","Calpain I"
"C3adesArg","Calpastatin"
"C3adesArg","Carbonic anhydrase 9"
"C3adesArg","Carbonic anhydrase VII"
"C3adesArg","Caspase-10"
"C3adesArg","Caspase-2"
"C3adesArg","Cathepsin A"
"C3adesArg","Cathepsin G"
"C3adesArg","Chymase"
"C3adesArg","Contactin-5"
"C3adesArg","Corticotropin-lipotropin"
"C3adesArg","Cyclophilin F"
"C3adesArg","Cystatin M"
"C3adesArg","DAF"
"C3adesArg","DAN"
"C3adesArg","DBNL"
"C3adesArg","DC-SIGNR"
"C3adesArg","DERM"
"C3adesArg","DLC8"
"C3adesArg","DLL1"
"C3adesArg","DMP1"
"C3adesArg","DR3"
"C3adesArg","DR6"
"C3adesArg","DRG-1"
"C3adesArg","DRR1"
"C3adesArg","DSC3"
"C3adesArg","Discoidin domain receptor 2"
"C3adesArg","DnaJ homolog"
"C3adesArg","Dtk"
"C3adesArg","EG-VEGF"
"C3adesArg","EGFRvIII"
"C3adesArg","EMAP-2"
"C3adesArg","ENTP3"
"C3adesArg","EP15R"
"C3adesArg","EPHB2"
"C3adesArg","ER"
"C3adesArg","ERBB1"
"C3adesArg","ERBB2"
"C3adesArg","ERBB3"
"C3adesArg","ERBB4"
"C3adesArg","ES1"
"C3adesArg","ESAM"
"C3adesArg","ESPN"
"C3adesArg","ETHE1"
"C3adesArg","Elafin"
"C3adesArg","Endostatin"
"C3adesArg","EphA1"
"C3adesArg","EphA5"
"C3adesArg","EphB4"
"C3adesArg","EphB6"
"C3adesArg","Ephrin-A4"
"C3adesArg","Ephrin-A5"
"C3adesArg","Epithelial cell kinase"
"C3adesArg","Epo"
"C3adesArg","F229A"
"C3adesArg","FABP"
"C3adesArg","FAK1"
"C3adesArg","FCG3B"
"C3adesArg","FCGR1"
"C3adesArg","FCRL3"
"C3adesArg","FER"
"C3adesArg","FETUB"
"C3adesArg","FGF-17"
"C3adesArg","FGF-18"
"C3adesArg","FGF-19"
"C3adesArg","FGF-8"
"C3adesArg","FGF-8F"
"C3adesArg","FGF7"
"C3adesArg","FGFR-2"
"C3adesArg","FN1.2"
"C3adesArg","FST"
"C3adesArg","FUT5"
"C3adesArg","FYN"
"C3adesArg","Factor H"
"C3adesArg","Factor I"
"C3adesArg","Fibrinogen"
"C3adesArg","Flt-3"
"C3adesArg","Flt3 ligand"
"C3adesArg","Fractalkine/CX3CL-1"
"C3adesArg","G-CSF-R"
"C3adesArg","GA733-1 protein"
"C3adesArg","GDF-11"
"C3adesArg","GFRa-2"
"C3adesArg","GFRa-3"
"C3adesArg","GIB"
"C3adesArg","GNT2C"
"C3adesArg","GP114"
"C3adesArg","GP1BA"
"C3adesArg","GPC2"
"C3adesArg","GPC5"
"C3adesArg","GPVI"
"C3adesArg","GRB2-related adapter protein 2"
"C3adesArg","GREM1"
"C3adesArg","GRN"
"C3adesArg","GSK-3 alpha/beta"
"C3adesArg","GSTA3"
"C3adesArg","Glutamate carboxypeptidase"
"C3adesArg","Granzyme B"
"C3adesArg","Gro-a"
"C3adesArg","Gro-b/g"
"C3adesArg","HAI-1"
"C3adesArg","HCC-4"
"C3adesArg","HCG"
"C3adesArg","HCK"
"C3adesArg","HDAC8"
"C3adesArg","HINT1"
"C3adesArg","HMG-1"
"C3adesArg","HMGR"
"C3adesArg","HNRPQ"
"C3adesArg","HPG-"
"C3adesArg","HPT"
"C3adesArg","HRG"
"C3adesArg","HSP 40"
"C3adesArg","HSP 60"
"C3adesArg","HSP 70"
"C3adesArg","HSP 90a/b"
"C3adesArg","HTRA2"
"C3adesArg","Hemopexin"
"C3adesArg","Histone H2A.z"
"C3adesArg","I-309"
"C3adesArg","IF4G2"
"C3adesArg","IFN-g"
"C3adesArg","IFN-lambda 1"
"C3adesArg","IFNL4"
"C3adesArg","IGF-I"
"C3adesArg","IGFBP-2"
"C3adesArg","IGFBP-4"
"C3adesArg","IGFBP-7"
"C3adesArg","IL-12"
"C3adesArg","IL-12 Rb1"
"C3adesArg","IL-13"
"C3adesArg","IL-15 Ra"
"C3adesArg","IL-17"
"C3adesArg","IL-17 RD"
"C3adesArg","IL-17 sR"
"C3adesArg","IL-17B R"
"C3adesArg","IL-17E"
"C3adesArg","IL-18 BPa"
"C3adesArg","IL-18 Rb"
"C3adesArg","IL-1b"
"C3adesArg","IL-2"
"C3adesArg","IL-20"
"C3adesArg","IL-22"
"C3adesArg","IL-27"
"C3adesArg","IL-3"
"C3adesArg","IL-3 Ra"
"C3adesArg","IL-4"
"C3adesArg","IL-4 sR"
"C3adesArg","IL-5 Ra"
"C3adesArg","IL-6"
"C3adesArg","IL-7"
"C3adesArg","IL22RA1"
"C3adesArg","IL24"
"C3adesArg","IMB1"
"C3adesArg","IMDH2"
"C3adesArg","ING1"
"C3adesArg","IP-10"
"C3adesArg","IR"
"C3adesArg","ISM1"
"C3adesArg","ITI heavy chain H4"
"C3adesArg","IgE"
"C3adesArg","IgG"
"C3adesArg","Inhibin bA chain"
"C3adesArg","Integrin aVb5"
"C3adesArg","JAK2"
"C3adesArg","JNK2"
"C3adesArg","KI2L4"
"C3adesArg","KIAP"
"C3adesArg","KIRR3"
"C3adesArg","KLRF1"
"C3adesArg","KPCT"
"C3adesArg","KREM2"
"C3adesArg","Kallikrein 7"
"C3adesArg","Kallistatin"
"C3adesArg","Karyopherin-a2"
"C3adesArg","Kininogen, HMW"
"C3adesArg","Kininogen, HMW, Two Chain"
"C3adesArg","Kininostatin"
"C3adesArg","Ku70"
"C3adesArg","L-VEGF165"
"C3adesArg","LAG-3"
"C3adesArg","LCK"
"C3adesArg","LCMT1"
"C3adesArg","LDH-H 1"
"C3adesArg","LGMN"
"C3adesArg","LIF sR"
"C3adesArg","LRIG3"
"C3adesArg","LRRT1"
"C3adesArg","LRRT3"
"C3adesArg","LSAMP"
"C3adesArg","LY86"
"C3adesArg","LYN"
"C3adesArg","LYNB"
"C3adesArg","Lamin-B1"
"C3adesArg","Laminin"
"C3adesArg","Layilin"
"C3adesArg","Livin B"
"C3adesArg","Luteinizing hormone"
"C3adesArg","Lymphotoxin a1/b2"
"C3adesArg","Lysozyme"
"C3adesArg","MAPK14"
"C3adesArg","MAPK2"
"C3adesArg","MATN2"
"C3adesArg","MATN3"
"C3adesArg","MBD4"
"C3adesArg","MBL"
"C3adesArg","MCP-2"
"C3adesArg","MDM2"
"C3adesArg","MED-1"
"C3adesArg","METAP1"
"C3adesArg","MFRP"
"C3adesArg","MIA"
"C3adesArg","MICB"
"C3adesArg","MIF"
"C3adesArg","MIS"
"C3adesArg","MK08"
"C3adesArg","MK12"
"C3adesArg","MMP-1"
"C3adesArg","MMP-12"
"C3adesArg","MMP-13"
"C3adesArg","MMP-14"
"C3adesArg","MMP-16"
"C3adesArg","MMP-17"
"C3adesArg","MMP-3"
"C3adesArg","MMP-7"
"C3adesArg","MOZ"
"C3adesArg","MPIF-1"
"C3adesArg","MRCKB"
"C3adesArg","MSP R"
"C3adesArg","Macrophage scavenger receptor"
"C3adesArg","Met"
"C3adesArg","Mn SOD"
"C3adesArg","Moesin"
"C3adesArg","N-terminal pro-BNP"
"C3adesArg","NACA"
"C3adesArg","NAGK"
"C3adesArg","NANOG"
"C3adesArg","NAP-2"
"C3adesArg","NCAM1"
"C3adesArg","NCC27"
"C3adesArg","NG36"
"C3adesArg","NID2"
"C3adesArg","NKp30"
"C3adesArg","NKp44"
"C3adesArg","NKp46"
"C3adesArg","NMT1"
"C3adesArg","NOTC2"
"C3adesArg","NPS-PLA2"
"C3adesArg","NRX1A"
"C3adesArg","NRX1B"
"C3adesArg","NRX3A"
"C3adesArg","NRX3B"
"C3adesArg","NSF1C"
"C3adesArg","NUDC3"
"C3adesArg","Nectin-like protein 1"
"C3adesArg","Nectin-like protein 2"
"C3adesArg","Neurotrophin-5"
"C3adesArg","Nidogen"
"C3adesArg","Nogo Receptor"
"C3adesArg","Notch 1"
"C3adesArg","NovH"
"C3adesArg","Nucleoside diphosphate kinase A"
"C3adesArg","OBCAM"
"C3adesArg","Oxidized PARK7"
"C3adesArg","P-Cadherin"
"C3adesArg","P-Selectin"
"C3adesArg","PA2G4"
"C3adesArg","PACA"
"C3adesArg","PACAP-38"
"C3adesArg","PAFAH beta subunit"
"C3adesArg","PAI-1"
"C3adesArg","PAK7"
"C3adesArg","PAL4D"
"C3adesArg","PBP"
"C3adesArg","PCI"
"C3adesArg","PDE5A"
"C3adesArg","PDE7A"
"C3adesArg","PDGF-BB"
"C3adesArg","PDPK1"
"C3adesArg","PECAM-1"
"C3adesArg","PERL"
"C3adesArg","PGP9.5"
"C3adesArg","PHI"
"C3adesArg","PIK3CA/PIK3R1"
"C3adesArg","PKB a/b/g"
"C3adesArg","PKC-D"
"C3adesArg","PLK-1"
"C3adesArg","PLPP"
"C3adesArg","PP13G"
"C3adesArg","PPIB"
"C3adesArg","PPID"
"C3adesArg","PPIE"
"C3adesArg","PSA1"
"C3adesArg","PSA6"
"C3adesArg","PSME1"
"C3adesArg","PTH"
"C3adesArg","PTHrP"
"C3adesArg","PTP-1B"
"C3adesArg","Parathyroid Hormone1-34"
"C3adesArg","Peroxiredoxin-1"
"C3adesArg","Peroxiredoxin-6"
"C3adesArg","Persephin"
"C3adesArg","Phosphoglycerate mutase 1"
"C3adesArg","Plasmin"
"C3adesArg","Prolactin Receptor"
"C3adesArg","Properdin"
"C3adesArg","Protein disulfide isomerase A3"
"C3adesArg","Prothrombin"
"C3adesArg","RAC1"
"C3adesArg","RAN"
"C3adesArg","RANTES"
"C3adesArg","RAP"
"C3adesArg","RASA1"
"C3adesArg","RELT"
"C3adesArg","RGM-C"
"C3adesArg","RGMA"
"C3adesArg","RGMB"
"C3adesArg","ROR1"
"C3adesArg","RPS6KA3"
"C3adesArg","RS7"
"C3adesArg","RSK-like protein kinase"
"C3adesArg","RSPO2"
"C3adesArg","RTN4"
"C3adesArg","RUXF"
"C3adesArg","SAA"
"C3adesArg","SAP"
"C3adesArg","SBDS"
"C3adesArg","SCF sR"
"C3adesArg","SDF-1"
"C3adesArg","SE6L2"
"C3adesArg","SGTA"
"C3adesArg","SH21A"
"C3adesArg","SHC1"
"C3adesArg","SHP-2"
"C3adesArg","SIG14"
"C3adesArg","SLAF6"
"C3adesArg","SLAF7"
"C3adesArg","SLIK5"
"C3adesArg","SLPI"
"C3adesArg","SMAC"
"C3adesArg","SNAA"
"C3adesArg","SORC2"
"C3adesArg","SP-D"
"C3adesArg","SPHK2"
"C3adesArg","SREC-I"
"C3adesArg","ST4S6"
"C3adesArg","STK16"
"C3adesArg","STRATIFIN"
"C3adesArg","STX1a"
"C3adesArg","Secretin"
"C3adesArg","Semaphorin 3A"
"C3adesArg","Siglec-7"
"C3adesArg","Soggy-1"
"C3adesArg","Sphingosine kinase 1"
"C3adesArg","Stress-induced-phosphoprotein 1"
"C3adesArg","Survivin"
"C3adesArg","TAFI"
"C3adesArg","TBK1"
"C3adesArg","TBP"
"C3adesArg","TCP2L"
"C3adesArg","TCTP"
"C3adesArg","TEC"
"C3adesArg","TECK"
"C3adesArg","TFF3"
"C3adesArg","TGF-b R III"
"C3adesArg","TGF-b1"
"C3adesArg","TGF-b2"
"C3adesArg","TIMP-1"
"C3adesArg","TMA"
"C3adesArg","TNF sR-II"
"C3adesArg","TNF-b"
"C3adesArg","TNR4"
"C3adesArg","TPSG1"
"C3adesArg","TRAIL R1"
"C3adesArg","TSLP"
"C3adesArg","TSP4"
"C3adesArg","TYK2"
"C3adesArg","Testican-1"
"C3adesArg","Thrombin"
"C3adesArg","Thrombopoietin Receptor"
"C3adesArg","Thyroxine-Binding Globulin"
"C3adesArg","Topoisomerase I"
"C3adesArg","Transferrin"
"C3adesArg","Trypsin"
"C3adesArg","Trypsin 2"
"C3adesArg","UB2L3"
"C3adesArg","UFC1"
"C3adesArg","UFM1"
"C3adesArg","ULBP-2"
"C3adesArg","UNC5H3"
"C3adesArg","UNC5H4"
"C3adesArg","UPK3L"
"C3adesArg","VCAM-1"
"C3adesArg","VEGF sR2"
"C3adesArg","VEGF sR3"
"C3adesArg","VWC2L"
"C3adesArg","WFKN2"
"C3adesArg","WIF-1"
"C3adesArg","WISP-1"
"C3adesArg","WNT7A"
"C3adesArg","XEDAR"
"C3adesArg","XPNPEP1"
"C3adesArg","YES"
"C3adesArg","a1-Antichymotrypsin"
"C3adesArg","a1-Antitrypsin"
"C3adesArg","a2-HS-Glycoprotein"
"C3adesArg","alpha-1-antichymotrypsin complex"
"C3adesArg","amyloid precursor protein"
"C3adesArg","annexin I"
"C3adesArg","bFGF"
"C3adesArg","bFGF-R"
"C3adesArg","cGMP-stimulated PDE"
"C3adesArg","calgranulin B"
"C3adesArg","calreticulin"
"C3adesArg","complement factor H-related 5"
"C3adesArg","eIF-5A-1"
"C3adesArg","hnRNP A/B"
"C3adesArg","hnRNP A2/B1"
"C3adesArg","hnRNP K"
"C3adesArg","iC3b"
"C3adesArg","kallikrein 13"
"C3adesArg","kallikrein 14"
"C3adesArg","kallikrein 8"
"C3adesArg","p60-Src"
"C3adesArg","sICAM-2"
"C3adesArg","sICAM-3"
"C3adesArg","sRAGE"
"C3adesArg","sRANKL"
"C3adesArg","sTie-1"
"C3adesArg","tPA"
"C3adesArg","vWF"
"C3b","17-beta-HSD 1"
"C3b","40S ribosomal protein SA"
"C3b","6Ckine"
"C3b","ADAM 9"
"C3b","ADAM12"
"C3b","AGR2"
"C3b","AK1A1"
"C3b","AMNLS"
"C3b","AMPK a2b2g1"
"C3b","ANR63"
"C3b","ARI3A"
"C3b","ARMEL"
"C3b","ARSB"
"C3b","ARTS1"
"C3b","ASAH2"
"C3b","ATS15"
"C3b","Activin A"
"C3b","Activin AB"
"C3b","Adiponectin"
"C3b","Aggrecan"
"C3b","Alkaline phosphatase, bone"
"C3b","Alkaline phosphatase, liver"
"C3b","Angiopoietin-1"
"C3b","Angiopoietin-2"
"C3b","Angiostatin"
"C3b","Antithrombin III"
"C3b","Apo B"
"C3b","Apo E"
"C3b","Apo E3"
"C3b","Apo E4"
"C3b","B7"
"C3b","B7-2"
"C3b","B7-H1"
"C3b","B7-H2"
"C3b","BAFF"
"C3b","BCMA"
"C3b","BDNF"
"C3b","BGH3"
"C3b","BMP RII"
"C3b","BMP-14"
"C3b","BMPER"
"C3b","BMPR1A"
"C3b","BMX"
"C3b","BNP"
"C3b","BPSA"
"C3b","BSP"
"C3b","BSSP4"
"C3b","BST1"
"C3b","BTG"
"C3b","C3"
"C3b","C3a"
"C3b","C3b"
"C3b","C3d"
"C3b","C6"
"C3b","C9"
